idProduct,idMetacard,product_name,candidate_1_collector_number,candidate_1_card_name,candidate_1_rarity,candidate_1_image,candidate_2_collector_number,candidate_2_card_name,candidate_2_rarity,candidate_2_image,candidate_3_collector_number,candidate_3_card_name,candidate_3_rarity,candidate_3_image,ambiguity_reason,evidence_available,recommended_candidate,recommendation_confidence,approved,approved_collector_number,review_notes
719496,421133,Psyduck [Overthinking | Water Gun],054,Psyduck,,https://assets.tcgdex.net/en/sv/sv03.5/054/high.webp,175,Psyduck,,https://assets.tcgdex.net/en/sv/sv03.5/175/high.webp,,,,,name_signature=psyduck; attack_signature=overthinking | water gun; no_direct_external_id_match,name_signature=psyduck; attack_signature=overthinking | water gun; no_direct_external_id_match; no unique numbered printing candidate; idMetacard retained as Cardmarket grouping evidence; never used as numbered identity; exact internal TCGdex images; structured Pokémon metadata,054,LOW,false,,
719503,421140,Poliwhirl [Wave Splash | Frog Hop],061,Poliwhirl,,https://assets.tcgdex.net/en/sv/sv03.5/061/high.webp,176,Poliwhirl,,https://assets.tcgdex.net/en/sv/sv03.5/176/high.webp,,,,,name_signature=poliwhirl; attack_signature=wave splash | frog hop; no_direct_external_id_match,name_signature=poliwhirl; attack_signature=wave splash | frog hop; no_direct_external_id_match; no unique numbered printing candidate; idMetacard retained as Cardmarket grouping evidence; never used as numbered identity; exact internal TCGdex images; structured Pokémon metadata,061,LOW,false,,
719507,421144,Alakazam ex [Mind Jack | Dimensional Hand],065,Alakazam ex,,https://assets.tcgdex.net/en/sv/sv03.5/065/high.webp,188,Alakazam ex,,https://assets.tcgdex.net/en/sv/sv03.5/188/high.webp,201,Alakazam ex,,https://assets.tcgdex.net/en/sv/sv03.5/201/high.webp,name_signature=alakazam ex; attack_signature=mind jack | dimensional hand; no_direct_external_id_match,name_signature=alakazam ex; attack_signature=mind jack | dimensional hand; no_direct_external_id_match; no unique numbered printing candidate; idMetacard retained as Cardmarket grouping evidence; never used as numbered identity; exact internal TCGdex images; structured Pokémon metadata,065,LOW,false,,
719509,421146,Machoke [Mountain Ramming],067,Machoke,,https://assets.tcgdex.net/en/sv/sv03.5/067/high.webp,177,Machoke,,https://assets.tcgdex.net/en/sv/sv03.5/177/high.webp,,,,,name_signature=machoke; attack_signature=mountain ramming; no_direct_external_id_match,name_signature=machoke; attack_signature=mountain ramming; no_direct_external_id_match; no unique numbered printing candidate; idMetacard retained as Cardmarket grouping evidence; never used as numbered identity; exact internal TCGdex images; structured Pokémon metadata,067,LOW,false,,
719518,421155,Golem ex [Dynamic Roll | Rock Blaster],076,Golem ex,,https://assets.tcgdex.net/en/sv/sv03.5/076/high.webp,189,Golem ex,,https://assets.tcgdex.net/en/sv/sv03.5/189/high.webp,,,,,name_signature=golem ex; attack_signature=dynamic roll | rock blaster; no_direct_external_id_match,name_signature=golem ex; attack_signature=dynamic roll | rock blaster; no_direct_external_id_match; no unique numbered printing candidate; idMetacard retained as Cardmarket grouping evidence; never used as numbered identity; exact internal TCGdex images; structured Pokémon metadata,076,LOW,false,,
719567,421193,Tangela [Tactful Tangling],114,Tangela,,https://assets.tcgdex.net/en/sv/sv03.5/114/high.webp,178,Tangela,,https://assets.tcgdex.net/en/sv/sv03.5/178/high.webp,,,,,name_signature=tangela; attack_signature=tactful tangling; no_direct_external_id_match,name_signature=tangela; attack_signature=tactful tangling; no_direct_external_id_match; no unique numbered printing candidate; idMetacard retained as Cardmarket grouping evidence; never used as numbered identity; exact internal TCGdex images; structured Pokémon metadata,114,LOW,false,,
719568,421194,Kangaskhan ex [Triple Draw | Incessant Punching],115,Kangaskhan ex,,https://assets.tcgdex.net/en/sv/sv03.5/115/high.webp,190,Kangaskhan ex,,https://assets.tcgdex.net/en/sv/sv03.5/190/high.webp,,,,,name_signature=kangaskhan ex; attack_signature=triple draw | incessant punching; no_direct_external_id_match,name_signature=kangaskhan ex; attack_signature=triple draw | incessant punching; no_direct_external_id_match; no unique numbered printing candidate; idMetacard retained as Cardmarket grouping evidence; never used as numbered identity; exact internal TCGdex images; structured Pokémon metadata,115,LOW,false,,
719575,421201,Mr. Mime [Mimic Barrier | Psypower],122,Mr. Mime,,https://assets.tcgdex.net/en/sv/sv03.5/122/high.webp,179,Mr. Mime,,https://assets.tcgdex.net/en/sv/sv03.5/179/high.webp,,,,,name_signature=mr mime; attack_signature=mimic barrier | psypower; no_direct_external_id_match,name_signature=mr mime; attack_signature=mimic barrier | psypower; no_direct_external_id_match; no unique numbered printing candidate; idMetacard retained as Cardmarket grouping evidence; never used as numbered identity; exact internal TCGdex images; structured Pokémon metadata,122,LOW,false,,
719577,421203,Jynx ex [Heart-Stopping Kiss | Icy Wind],124,Jynx ex,,https://assets.tcgdex.net/en/sv/sv03.5/124/high.webp,191,Jynx ex,,https://assets.tcgdex.net/en/sv/sv03.5/191/high.webp,,,,,name_signature=jynx ex; attack_signature=heart stopping kiss | icy wind; no_direct_external_id_match,name_signature=jynx ex; attack_signature=heart stopping kiss | icy wind; no_direct_external_id_match; no unique numbered printing candidate; idMetacard retained as Cardmarket grouping evidence; never used as numbered identity; exact internal TCGdex images; structured Pokémon metadata,124,LOW,false,,
719591,421217,Omanyte [Tentacular Return],138,Omanyte,,https://assets.tcgdex.net/en/sv/sv03.5/138/high.webp,180,Omanyte,,https://assets.tcgdex.net/en/sv/sv03.5/180/high.webp,,,,,name_signature=omanyte; attack_signature=tentacular return; no_direct_external_id_match,name_signature=omanyte; attack_signature=tentacular return; no_direct_external_id_match; no unique numbered printing candidate; idMetacard retained as Cardmarket grouping evidence; never used as numbered identity; exact internal TCGdex images; structured Pokémon metadata,138,LOW,false,,
719598,421224,Zapdos ex [Voltaic Float | Multishot Lightning],145,Zapdos ex,,https://assets.tcgdex.net/en/sv/sv03.5/145/high.webp,192,Zapdos ex,,https://assets.tcgdex.net/en/sv/sv03.5/192/high.webp,202,Zapdos ex,,https://assets.tcgdex.net/en/sv/sv03.5/202/high.webp,name_signature=zapdos ex; attack_signature=voltaic float | multishot lightning; no_direct_external_id_match,name_signature=zapdos ex; attack_signature=voltaic float | multishot lightning; no_direct_external_id_match; no unique numbered printing candidate; idMetacard retained as Cardmarket grouping evidence; never used as numbered identity; exact internal TCGdex images; structured Pokémon metadata,145,LOW,false,,
719601,421227,Dragonair [Beat | Aqua Slash],148,Dragonair,,https://assets.tcgdex.net/en/sv/sv03.5/148/high.webp,181,Dragonair,,https://assets.tcgdex.net/en/sv/sv03.5/181/high.webp,,,,,name_signature=dragonair; attack_signature=beat | aqua slash; no_direct_external_id_match,name_signature=dragonair; attack_signature=beat | aqua slash; no_direct_external_id_match; no unique numbered printing candidate; idMetacard retained as Cardmarket grouping evidence; never used as numbered identity; exact internal TCGdex images; structured Pokémon metadata,148,LOW,false,,
719604,421230,Mew ex [Restart | Genome Hacking],151,Mew ex,,https://assets.tcgdex.net/en/sv/sv03.5/151/high.webp,193,Mew ex,,https://assets.tcgdex.net/en/sv/sv03.5/193/high.webp,205,Mew ex,,https://assets.tcgdex.net/en/sv/sv03.5/205/high.webp,name_signature=mew ex; attack_signature=restart | genome hacking; no_direct_external_id_match,name_signature=mew ex; attack_signature=restart | genome hacking; no_direct_external_id_match; no unique numbered printing candidate; idMetacard retained as Cardmarket grouping evidence; never used as numbered identity; exact internal TCGdex images; structured Pokémon metadata,151,LOW,false,,
719614,421239,Erika's Invitation,160,Erika’s Invitation,,https://assets.tcgdex.net/en/sv/sv03.5/160/high.webp,196,Erika’s Invitation,,https://assets.tcgdex.net/en/sv/sv03.5/196/high.webp,203,Erika’s Invitation,,https://assets.tcgdex.net/en/sv/sv03.5/203/high.webp,name_signature=erika s invitation; no_direct_external_id_match,name_signature=erika s invitation; no_direct_external_id_match; no unique numbered printing candidate; idMetacard retained as Cardmarket grouping evidence; never used as numbered identity; exact internal TCGdex images; structured Pokémon metadata,160,LOW,false,,
719615,421240,Giovanni's Charisma,161,Giovanni’s Charisma,,https://assets.tcgdex.net/en/sv/sv03.5/161/high.webp,197,Giovanni’s Charisma,,https://assets.tcgdex.net/en/sv/sv03.5/197/high.webp,204,Giovanni’s Charisma,,https://assets.tcgdex.net/en/sv/sv03.5/204/high.webp,name_signature=giovanni s charisma; no_direct_external_id_match,name_signature=giovanni s charisma; no_direct_external_id_match; no unique numbered printing candidate; idMetacard retained as Cardmarket grouping evidence; never used as numbered identity; exact internal TCGdex images; structured Pokémon metadata,161,LOW,false,,
719616,421241,Daisy's Help,158,Daisy’s Help,,https://assets.tcgdex.net/en/sv/sv03.5/158/high.webp,195,Daisy’s Help,,https://assets.tcgdex.net/en/sv/sv03.5/195/high.webp,,,,,name_signature=daisy s help; no_direct_external_id_match,name_signature=daisy s help; no_direct_external_id_match; no unique numbered printing candidate; idMetacard retained as Cardmarket grouping evidence; never used as numbered identity; exact internal TCGdex images; structured Pokémon metadata,158,LOW,false,,
719617,421242,Bill's Transfer,156,Bill’s Transfer,,https://assets.tcgdex.net/en/sv/sv03.5/156/high.webp,194,Bill’s Transfer,,https://assets.tcgdex.net/en/sv/sv03.5/194/high.webp,,,,,name_signature=bill s transfer; no_direct_external_id_match,name_signature=bill s transfer; no_direct_external_id_match; no unique numbered printing candidate; idMetacard retained as Cardmarket grouping evidence; never used as numbered identity; exact internal TCGdex images; structured Pokémon metadata,156,LOW,false,,
719619,421079,Bulbasaur [Leech Seed | 151],001,Bulbasaur,,https://assets.tcgdex.net/en/sv/sv03.5/001/high.webp,166,Bulbasaur,,https://assets.tcgdex.net/en/sv/sv03.5/166/high.webp,,,,,name_signature=bulbasaur; attack_signature=leech seed; no_direct_external_id_match,name_signature=bulbasaur; attack_signature=leech seed; no_direct_external_id_match; no unique numbered printing candidate; idMetacard retained as Cardmarket grouping evidence; never used as numbered identity; exact internal TCGdex images; structured Pokémon metadata,166,LOW,false,,
719620,421081,Ivysaur [Leech Seed | Vine Whip | 151],002,Ivysaur,,https://assets.tcgdex.net/en/sv/sv03.5/002/high.webp,167,Ivysaur,,https://assets.tcgdex.net/en/sv/sv03.5/167/high.webp,,,,,name_signature=ivysaur; attack_signature=leech seed | vine whip; no_direct_external_id_match,name_signature=ivysaur; attack_signature=leech seed | vine whip; no_direct_external_id_match; no unique numbered printing candidate; idMetacard retained as Cardmarket grouping evidence; never used as numbered identity; exact internal TCGdex images; structured Pokémon metadata,,NONE,false,,
719621,421083,Charmander [Blazing Destruction | Steady Firebreathing],004,Charmander,,https://assets.tcgdex.net/en/sv/sv03.5/004/high.webp,168,Charmander,,https://assets.tcgdex.net/en/sv/sv03.5/168/high.webp,,,,,name_signature=charmander; attack_signature=blazing destruction | steady firebreathing; no_direct_external_id_match,name_signature=charmander; attack_signature=blazing destruction | steady firebreathing; no_direct_external_id_match; no unique numbered printing candidate; idMetacard retained as Cardmarket grouping evidence; never used as numbered identity; exact internal TCGdex images; structured Pokémon metadata,168,LOW,false,,
719622,421084,Charmeleon [Combustion | Fire Blast],005,Charmeleon,,https://assets.tcgdex.net/en/sv/sv03.5/005/high.webp,169,Charmeleon,,https://assets.tcgdex.net/en/sv/sv03.5/169/high.webp,,,,,name_signature=charmeleon; attack_signature=combustion | fire blast; no_direct_external_id_match,name_signature=charmeleon; attack_signature=combustion | fire blast; no_direct_external_id_match; no unique numbered printing candidate; idMetacard retained as Cardmarket grouping evidence; never used as numbered identity; exact internal TCGdex images; structured Pokémon metadata,169,LOW,false,,
719623,421086,Squirtle [Withdraw | Skull Bash],007,Squirtle,,https://assets.tcgdex.net/en/sv/sv03.5/007/high.webp,170,Squirtle,,https://assets.tcgdex.net/en/sv/sv03.5/170/high.webp,,,,,name_signature=squirtle; attack_signature=withdraw | skull bash; no_direct_external_id_match,name_signature=squirtle; attack_signature=withdraw | skull bash; no_direct_external_id_match; no unique numbered printing candidate; idMetacard retained as Cardmarket grouping evidence; never used as numbered identity; exact internal TCGdex images; structured Pokémon metadata,170,LOW,false,,
719624,421087,Wartortle [Free Diving | Spinning Attack],008,Wartortle,,https://assets.tcgdex.net/en/sv/sv03.5/008/high.webp,171,Wartortle,,https://assets.tcgdex.net/en/sv/sv03.5/171/high.webp,,,,,name_signature=wartortle; attack_signature=free diving | spinning attack; no_direct_external_id_match,name_signature=wartortle; attack_signature=free diving | spinning attack; no_direct_external_id_match; no unique numbered printing candidate; idMetacard retained as Cardmarket grouping evidence; never used as numbered identity; exact internal TCGdex images; structured Pokémon metadata,,NONE,false,,
719625,421089,Caterpie [Leaf Munch],010,Caterpie,,https://assets.tcgdex.net/en/sv/sv03.5/010/high.webp,172,Caterpie,,https://assets.tcgdex.net/en/sv/sv03.5/172/high.webp,,,,,name_signature=caterpie; attack_signature=leaf munch; no_direct_external_id_match,name_signature=caterpie; attack_signature=leaf munch; no_direct_external_id_match; no unique numbered printing candidate; idMetacard retained as Cardmarket grouping evidence; never used as numbered identity; exact internal TCGdex images; structured Pokémon metadata,,NONE,false,,
719626,421104,Pikachu [Charge | Pika Punch],025,Pikachu,,https://assets.tcgdex.net/en/sv/sv03.5/025/high.webp,173,Pikachu,,https://assets.tcgdex.net/en/sv/sv03.5/173/high.webp,,,,,name_signature=pikachu; attack_signature=charge | pika punch; no_direct_external_id_match,name_signature=pikachu; attack_signature=charge | pika punch; no_direct_external_id_match; no unique numbered printing candidate; idMetacard retained as Cardmarket grouping evidence; never used as numbered identity; exact internal TCGdex images; structured Pokémon metadata,173,LOW,false,,
719627,421113,Nidoking [Enthusiastic King | Venom Impact],034,Nidoking,,https://assets.tcgdex.net/en/sv/sv03.5/034/high.webp,174,Nidoking,,https://assets.tcgdex.net/en/sv/sv03.5/174/high.webp,,,,,name_signature=nidoking; attack_signature=enthusiastic king | venom impact; no_direct_external_id_match,name_signature=nidoking; attack_signature=enthusiastic king | venom impact; no_direct_external_id_match; no unique numbered printing candidate; idMetacard retained as Cardmarket grouping evidence; never used as numbered identity; exact internal TCGdex images; structured Pokémon metadata,,NONE,false,,
719628,421133,Psyduck [Overthinking | Water Gun],054,Psyduck,,https://assets.tcgdex.net/en/sv/sv03.5/054/high.webp,175,Psyduck,,https://assets.tcgdex.net/en/sv/sv03.5/175/high.webp,,,,,name_signature=psyduck; attack_signature=overthinking | water gun; no_direct_external_id_match,name_signature=psyduck; attack_signature=overthinking | water gun; no_direct_external_id_match; no unique numbered printing candidate; idMetacard retained as Cardmarket grouping evidence; never used as numbered identity; exact internal TCGdex images; structured Pokémon metadata,175,LOW,false,,
719629,421140,Poliwhirl [Wave Splash | Frog Hop],061,Poliwhirl,,https://assets.tcgdex.net/en/sv/sv03.5/061/high.webp,176,Poliwhirl,,https://assets.tcgdex.net/en/sv/sv03.5/176/high.webp,,,,,name_signature=poliwhirl; attack_signature=wave splash | frog hop; no_direct_external_id_match,name_signature=poliwhirl; attack_signature=wave splash | frog hop; no_direct_external_id_match; no unique numbered printing candidate; idMetacard retained as Cardmarket grouping evidence; never used as numbered identity; exact internal TCGdex images; structured Pokémon metadata,176,LOW,false,,
719630,421146,Machoke [Mountain Ramming],067,Machoke,,https://assets.tcgdex.net/en/sv/sv03.5/067/high.webp,177,Machoke,,https://assets.tcgdex.net/en/sv/sv03.5/177/high.webp,,,,,name_signature=machoke; attack_signature=mountain ramming; no_direct_external_id_match,name_signature=machoke; attack_signature=mountain ramming; no_direct_external_id_match; no unique numbered printing candidate; idMetacard retained as Cardmarket grouping evidence; never used as numbered identity; exact internal TCGdex images; structured Pokémon metadata,,NONE,false,,
719631,421193,Tangela [Tactful Tangling],114,Tangela,,https://assets.tcgdex.net/en/sv/sv03.5/114/high.webp,178,Tangela,,https://assets.tcgdex.net/en/sv/sv03.5/178/high.webp,,,,,name_signature=tangela; attack_signature=tactful tangling; no_direct_external_id_match,name_signature=tangela; attack_signature=tactful tangling; no_direct_external_id_match; no unique numbered printing candidate; idMetacard retained as Cardmarket grouping evidence; never used as numbered identity; exact internal TCGdex images; structured Pokémon metadata,,NONE,false,,
719632,421201,Mr. Mime [Mimic Barrier | Psypower],122,Mr. Mime,,https://assets.tcgdex.net/en/sv/sv03.5/122/high.webp,179,Mr. Mime,,https://assets.tcgdex.net/en/sv/sv03.5/179/high.webp,,,,,name_signature=mr mime; attack_signature=mimic barrier | psypower; no_direct_external_id_match,name_signature=mr mime; attack_signature=mimic barrier | psypower; no_direct_external_id_match; no unique numbered printing candidate; idMetacard retained as Cardmarket grouping evidence; never used as numbered identity; exact internal TCGdex images; structured Pokémon metadata,,NONE,false,,
719633,421217,Omanyte [Tentacular Return],138,Omanyte,,https://assets.tcgdex.net/en/sv/sv03.5/138/high.webp,180,Omanyte,,https://assets.tcgdex.net/en/sv/sv03.5/180/high.webp,,,,,name_signature=omanyte; attack_signature=tentacular return; no_direct_external_id_match,name_signature=omanyte; attack_signature=tentacular return; no_direct_external_id_match; no unique numbered printing candidate; idMetacard retained as Cardmarket grouping evidence; never used as numbered identity; exact internal TCGdex images; structured Pokémon metadata,,NONE,false,,
719635,421227,Dragonair [Beat | Aqua Slash],148,Dragonair,,https://assets.tcgdex.net/en/sv/sv03.5/148/high.webp,181,Dragonair,,https://assets.tcgdex.net/en/sv/sv03.5/181/high.webp,,,,,name_signature=dragonair; attack_signature=beat | aqua slash; no_direct_external_id_match,name_signature=dragonair; attack_signature=beat | aqua slash; no_direct_external_id_match; no unique numbered printing candidate; idMetacard retained as Cardmarket grouping evidence; never used as numbered identity; exact internal TCGdex images; structured Pokémon metadata,181,LOW,false,,
719637,421082,Venusaur ex [Tranquil Flower | Dangerous Toxwhip],003,Venusaur ex,,https://assets.tcgdex.net/en/sv/sv03.5/003/high.webp,182,Venusaur ex,,https://assets.tcgdex.net/en/sv/sv03.5/182/high.webp,198,Venusaur ex,,https://assets.tcgdex.net/en/sv/sv03.5/198/high.webp,name_signature=venusaur ex; attack_signature=tranquil flower | dangerous toxwhip; no_direct_external_id_match,name_signature=venusaur ex; attack_signature=tranquil flower | dangerous toxwhip; no_direct_external_id_match; no unique numbered printing candidate; idMetacard retained as Cardmarket grouping evidence; never used as numbered identity; exact internal TCGdex images; structured Pokémon metadata,,NONE,false,,
719638,421085,Charizard ex [Brave Wing | Explosive Vortex],006,Charizard ex,,https://assets.tcgdex.net/en/sv/sv03.5/006/high.webp,183,Charizard ex,,https://assets.tcgdex.net/en/sv/sv03.5/183/high.webp,199,Charizard ex,,https://assets.tcgdex.net/en/sv/sv03.5/199/high.webp,name_signature=charizard ex; attack_signature=brave wing | explosive vortex; no_direct_external_id_match,name_signature=charizard ex; attack_signature=brave wing | explosive vortex; no_direct_external_id_match; no unique numbered printing candidate; idMetacard retained as Cardmarket grouping evidence; never used as numbered identity; exact internal TCGdex images; structured Pokémon metadata,,NONE,false,,
719639,421088,Blastoise ex [Solid Shell | Twin Cannons],009,Blastoise ex,,https://assets.tcgdex.net/en/sv/sv03.5/009/high.webp,184,Blastoise ex,,https://assets.tcgdex.net/en/sv/sv03.5/184/high.webp,200,Blastoise ex,,https://assets.tcgdex.net/en/sv/sv03.5/200/high.webp,name_signature=blastoise ex; attack_signature=solid shell | twin cannons; no_direct_external_id_match,name_signature=blastoise ex; attack_signature=solid shell | twin cannons; no_direct_external_id_match; no unique numbered printing candidate; idMetacard retained as Cardmarket grouping evidence; never used as numbered identity; exact internal TCGdex images; structured Pokémon metadata,,NONE,false,,
