collection_item_id,card_name,art_number,original_variant,cardmarket_version,cardmarket_id_product,cardmarket_url,name_match,art_number_match,v2_match,unique_product,result,evidence,blocker
98,Art Series: Tom Bombadil,A26,gold_stamp,V2,718613,https://www.cardmarket.com/en/Magic/Products/Singles/The-Lord-of-the-Rings-Tales-of-Middle-earth-Extras/Art-Series-Tom-Bombadil-V2,true,true,true,true,EXACT_RECOVERED,"Cardmarket V.2 / LOTR Extras confirmado por página pública indexada; catálogo local readonly: único candidato compatible ART-26, Gold-Stamped, idProduct 718613. Provenance original: gold_stamp, EN, ART-26.",
99,Art Series: Uglúk of the White Hand,A27,gold_stamp,V2,718614,https://www.cardmarket.com/en/Magic/Products/Singles/The-Lord-of-the-Rings-Tales-of-Middle-earth-Extras/Art-Series-Ugluk-of-the-White-Hand-V2,true,true,true,true,EXACT_RECOVERED,"Cardmarket V.2 / LOTR Extras confirmado por página pública indexada; catálogo local readonly: único candidato compatible ART-27, Gold-Stamped, idProduct 718614. Provenance original: gold_stamp, EN, ART-27.",
100,Art Series: Plains,A30,gold_stamp,V2,718621,https://www.cardmarket.com/en/Magic/Products/Singles/The-Lord-of-the-Rings-Tales-of-Middle-earth-Extras/Art-Series-Plains-V2,true,true,true,true,EXACT_RECOVERED,"Cardmarket V.2 / LOTR Extras confirmado por página pública indexada; catálogo local readonly: único candidato compatible ART-30, Gold-Stamped, idProduct 718621. Provenance original: gold_stamp, EN, ART-30.",
101,Art Series: Mountain,A31,gold_stamp,V2,718622,https://www.cardmarket.com/en/Magic/Products/Singles/The-Lord-of-the-Rings-Tales-of-Middle-earth-Extras/Art-Series-Mountain-V2,true,true,true,true,EXACT_RECOVERED,"Cardmarket V.2 / LOTR Extras confirmado por página pública indexada; catálogo local readonly: único candidato compatible ART-31, Gold-Stamped, idProduct 718622. Provenance original: gold_stamp, EN, ART-31.",
102,Art Series: Elanor Gardner,A32,gold_stamp,V2,718625,https://www.cardmarket.com/en/Magic/Products/Singles/The-Lord-of-the-Rings-Tales-of-Middle-earth-Extras/Art-Series-Elanor-Gardner-V2,true,true,true,true,EXACT_RECOVERED,"Cardmarket V.2 / LOTR Extras confirmado por página pública indexada; catálogo local readonly: único candidato compatible ART-32, Gold-Stamped, idProduct 718625. Provenance original: gold_stamp, EN, ART-32.",
103,"Art Series: Aragorn and Arwen, Wed",A33,gold_stamp,V2,718626,https://www.cardmarket.com/en/Magic/Products/Singles/The-Lord-of-the-Rings-Tales-of-Middle-earth-Extras/Art-Series-Aragorn-and-Arwen-Wed-V2,true,true,true,true,EXACT_RECOVERED,"Cardmarket V.2 / LOTR Extras confirmado por página pública indexada; catálogo local readonly: único candidato compatible ART-33, Gold-Stamped, idProduct 718626. Provenance original: gold_stamp, EN, ART-33.",
104,Art Series: Bilbo's Ring,A37,gold_stamp,V2,718640,https://www.cardmarket.com/en/Magic/Products/Singles/The-Lord-of-the-Rings-Tales-of-Middle-earth-Extras/Art-Series-Bilbos-Ring-V2,true,true,true,true,EXACT_RECOVERED,"Cardmarket V.2 / LOTR Extras confirmado por página pública indexada; catálogo local readonly: único candidato compatible ART-37, Gold-Stamped, idProduct 718640. Provenance original: gold_stamp, EN, ART-37.",
105,"Art Series: Faramir, Field Commander",A38,gold_stamp,V2,718643,https://www.cardmarket.com/en/Magic/Products/Singles/The-Lord-of-the-Rings-Tales-of-Middle-earth-Extras/Art-Series-Faramir-Field-Commander-V2,true,true,true,true,EXACT_RECOVERED,"Cardmarket V.2 / LOTR Extras confirmado por página pública indexada; catálogo local readonly: único candidato compatible ART-38, Gold-Stamped, idProduct 718643. Provenance original: gold_stamp, EN, ART-38.",
106,"Art Series: Elrond, Lord of Rivendell",A40,gold_stamp,V2,718646,https://www.cardmarket.com/en/Magic/Products/Singles/The-Lord-of-the-Rings-Tales-of-Middle-earth-Extras/Art-Series-Elrond-Lord-of-Rivendell-V2,true,true,true,true,EXACT_RECOVERED,"Cardmarket V.2 / LOTR Extras confirmado por página pública indexada; catálogo local readonly: único candidato compatible ART-40, Gold-Stamped, idProduct 718646. Provenance original: gold_stamp, EN, ART-40.",
107,Art Series: Witch-king of Angmar,A43,gold_stamp,V2,718652,https://www.cardmarket.com/en/Magic/Products/Singles/The-Lord-of-the-Rings-Tales-of-Middle-earth-Extras/Art-Series-Witch-king-of-Angmar-V2,true,true,true,true,EXACT_RECOVERED,"Cardmarket V.2 / LOTR Extras confirmado por página pública indexada; catálogo local readonly: único candidato compatible ART-43, Gold-Stamped, idProduct 718652. Provenance original: gold_stamp, EN, ART-43.",
108,Art Series: Frodo Baggins,A47,gold_stamp,V4,718580,https://www.cardmarket.com/en/Magic/Products/Singles/The-Lord-of-the-Rings-Tales-of-Middle-earth-Extras/Art-Series-Frodo-Baggins-V4,true,true,false,true,EXACT_RECOVERED,"Decisión humana explícita: carta física Art Series Frodo Baggins A47/47 of 81, Gold-Stamped, Cardmarket V.4; catálogo local readonly: único producto compatible idProduct 718580. Provenance conflictiva A16g marcada como incorrecta; provenance_gap=true.",
109,Art Series: Galadriel of Lothlórien,A48,gold_stamp,V2,718662,https://www.cardmarket.com/en/Magic/Products/Singles/The-Lord-of-the-Rings-Tales-of-Middle-earth-Extras/Art-Series-Galadriel-of-Lothlorien-V2,true,true,true,true,EXACT_RECOVERED,"Cardmarket V.2 / LOTR Extras confirmado por página pública indexada; catálogo local readonly: único candidato compatible ART-48, Gold-Stamped, idProduct 718662. Provenance original: gold_stamp, EN, ART-48.",
110,"Art Series: Merry, Esquire of Rohan",A50,gold_stamp,V2,718666,https://www.cardmarket.com/en/Magic/Products/Singles/The-Lord-of-the-Rings-Tales-of-Middle-earth-Extras/Art-Series-Merry-Esquire-of-Rohan-V2,true,true,true,true,EXACT_RECOVERED,"Cardmarket V.2 / LOTR Extras confirmado por página pública indexada; catálogo local readonly: único candidato compatible ART-50, Gold-Stamped, idProduct 718666. Provenance original: gold_stamp, EN, ART-50.",
111,"Art Series: Pippin, Guard of the Citadel",A51,gold_stamp,V2,718669,https://www.cardmarket.com/en/Magic/Products/Singles/The-Lord-of-the-Rings-Tales-of-Middle-earth-Extras/Art-Series-Pippin-Guard-of-the-Citadel-V2,true,true,true,true,EXACT_RECOVERED,"Cardmarket V.2 / LOTR Extras confirmado por página pública indexada; catálogo local readonly: único candidato compatible ART-51, Gold-Stamped, idProduct 718669. Provenance original: gold_stamp, EN, ART-51.",
112,Art Series: Mines of Moria,A56,gold_stamp,V2,718683,https://www.cardmarket.com/en/Magic/Products/Singles/The-Lord-of-the-Rings-Tales-of-Middle-earth-Extras/Art-Series-Mines-of-Moria-V2,true,true,true,true,EXACT_RECOVERED,"Cardmarket V.2 / LOTR Extras confirmado por página pública indexada; catálogo local readonly: único candidato compatible ART-56, Gold-Stamped, idProduct 718683. Provenance original: gold_stamp, EN, ART-56.",
113,"Art Series: Aragorn, King of Gondor",A57,gold_stamp,V2,718685,https://www.cardmarket.com/en/Magic/Products/Singles/The-Lord-of-the-Rings-Tales-of-Middle-earth-Extras/Art-Series-Aragorn-King-of-Gondor-V2,true,true,true,true,EXACT_RECOVERED,"Cardmarket V.2 / LOTR Extras confirmado por página pública indexada; catálogo local readonly: único candidato compatible ART-57, Gold-Stamped, idProduct 718685. Provenance original: gold_stamp, EN, ART-57.",
114,"Art Series: Gwaihir, Greatest of the Eagles",A59,gold_stamp,V2,718693,https://www.cardmarket.com/en/Magic/Products/Singles/The-Lord-of-the-Rings-Tales-of-Middle-earth-Extras/Art-Series-Gwaihir-Greatest-of-the-Eagles-V2,true,true,true,true,EXACT_RECOVERED,"Cardmarket V.2 / LOTR Extras confirmado por página pública indexada; catálogo local readonly: único candidato compatible ART-59, Gold-Stamped, idProduct 718693. Provenance original: gold_stamp, EN, ART-59.",
115,Art Series: Call for Aid,A60,gold_stamp,V2,718694,https://www.cardmarket.com/en/Magic/Products/Singles/The-Lord-of-the-Rings-Tales-of-Middle-earth-Extras/Art-Series-Call-for-Aid-V2,true,true,true,true,EXACT_RECOVERED,"Cardmarket V.2 / LOTR Extras confirmado por página pública indexada; catálogo local readonly: único candidato compatible ART-60, Gold-Stamped, idProduct 718694. Provenance original: gold_stamp, EN, ART-60.",
116,Art Series: Cavern-Hoard Dragon,A61,gold_stamp,V2,718700,https://www.cardmarket.com/en/Magic/Products/Singles/The-Lord-of-the-Rings-Tales-of-Middle-earth-Extras/Art-Series-Cavern-Hoard-Dragon-V2,true,true,true,true,EXACT_RECOVERED,"Cardmarket V.2 / LOTR Extras confirmado por página pública indexada; catálogo local readonly: único candidato compatible ART-61, Gold-Stamped, idProduct 718700. Provenance original: gold_stamp, EN, ART-61.",
117,"Art Series: Gríma, Saruman's Footman",A63,gold_stamp,V2,718708,https://www.cardmarket.com/en/Magic/Products/Singles/The-Lord-of-the-Rings-Tales-of-Middle-earth-Extras/Art-Series-Grima-Sarumans-Footman-V2,true,true,true,true,EXACT_RECOVERED,"Cardmarket V.2 / LOTR Extras confirmado por página pública indexada; catálogo local readonly: único candidato compatible ART-63, Gold-Stamped, idProduct 718708. Provenance original: gold_stamp, EN, ART-63.",
118,"Art Series: Merry, Warden of Isengard",A65,gold_stamp,V2,718715,https://www.cardmarket.com/en/Magic/Products/Singles/The-Lord-of-the-Rings-Tales-of-Middle-earth-Extras/Art-Series-Merry-Warden-of-Isengard-V2,true,true,true,true,EXACT_RECOVERED,"Cardmarket V.2 / LOTR Extras confirmado por página pública indexada; catálogo local readonly: único candidato compatible ART-65, Gold-Stamped, idProduct 718715. Provenance original: gold_stamp, EN, ART-65.",
119,"Art Series: Treebeard, Gracious Host",A67,gold_stamp,V2,718719,https://www.cardmarket.com/en/Magic/Products/Singles/The-Lord-of-the-Rings-Tales-of-Middle-earth-Extras/Art-Series-Treebeard-Gracious-Host-V2,true,true,true,true,EXACT_RECOVERED,"Cardmarket V.2 / LOTR Extras confirmado por página pública indexada; catálogo local readonly: único candidato compatible ART-67, Gold-Stamped, idProduct 718719. Provenance original: gold_stamp, EN, ART-67.",
120,Art Series: Asceticism,A72,gold_stamp,V2,718740,https://www.cardmarket.com/en/Magic/Products/Singles/The-Lord-of-the-Rings-Tales-of-Middle-earth-Extras/Art-Series-Asceticism-V2,true,true,true,true,EXACT_RECOVERED,"Cardmarket V.2 / LOTR Extras confirmado por página pública indexada; catálogo local readonly: único candidato compatible ART-72, Gold-Stamped, idProduct 718740. Provenance original: gold_stamp, EN, ART-72.",
121,Art Series: Realm Seekers,A74,gold_stamp,V2,718747,https://www.cardmarket.com/en/Magic/Products/Singles/The-Lord-of-the-Rings-Tales-of-Middle-earth-Extras/Art-Series-Realm-Seekers-V2,true,true,true,true,EXACT_RECOVERED,"Cardmarket V.2 / LOTR Extras confirmado por página pública indexada; catálogo local readonly: único candidato compatible ART-74, Gold-Stamped, idProduct 718747. Provenance original: gold_stamp, EN, ART-74.",
122,Art Series: Ghost Quarter,A78,gold_stamp,V2,718757,https://www.cardmarket.com/en/Magic/Products/Singles/The-Lord-of-the-Rings-Tales-of-Middle-earth-Extras/Art-Series-Ghost-Quarter-V2,true,true,true,true,EXACT_RECOVERED,"Cardmarket V.2 / LOTR Extras confirmado por página pública indexada; catálogo local readonly: único candidato compatible ART-78, Gold-Stamped, idProduct 718757. Provenance original: gold_stamp, EN, ART-78.",
123,Art Series: Valley of Gorgoroth,A80,gold_stamp,V2,718763,https://www.cardmarket.com/en/Magic/Products/Singles/The-Lord-of-the-Rings-Tales-of-Middle-earth-Extras/Art-Series-Valley-of-Gorgoroth-V2,true,true,true,true,EXACT_RECOVERED,"Cardmarket V.2 / LOTR Extras confirmado por página pública indexada; catálogo local readonly: único candidato compatible ART-80, Gold-Stamped, idProduct 718763. Provenance original: gold_stamp, EN, ART-80.",
124,"Art Series: Faramir, Steward of Gondor",A62,gold_stamp,V2,718704,https://www.cardmarket.com/en/Magic/Products/Singles/The-Lord-of-the-Rings-Tales-of-Middle-earth-Extras/Art-Series-Faramir-Steward-of-Gondor-V2,true,true,true,true,EXACT_RECOVERED,"Cardmarket V.2 / LOTR Extras confirmado por página pública indexada; catálogo local readonly: único candidato compatible ART-62, Gold-Stamped, idProduct 718704. Provenance original: gold_stamp, EN, ART-62.",
125,Art Series: Nazgûl,A53,gold_stamp,V2,718672,https://www.cardmarket.com/en/Magic/Products/Singles/The-Lord-of-the-Rings-Tales-of-Middle-earth-Extras/Art-Series-Nazgul-V2,true,true,true,true,EXACT_RECOVERED,"Cardmarket V.2 / LOTR Extras confirmado por página pública indexada; catálogo local readonly: único candidato compatible ART-53, Gold-Stamped, idProduct 718672. Provenance original: gold_stamp, EN, ART-53.",
126,"Art Series: Sauron, the Dark Lord",A21,gold_stamp,V2,718602,https://www.cardmarket.com/en/Magic/Products/Singles/The-Lord-of-the-Rings-Tales-of-Middle-earth-Extras/Art-Series-Sauron-the-Dark-Lord-V2,true,true,true,true,EXACT_RECOVERED,"Cardmarket V.2 / LOTR Extras confirmado por página pública indexada; catálogo local readonly: único candidato compatible ART-21, Gold-Stamped, idProduct 718602. Provenance original: gold_stamp, EN, ART-21.",
127,"Art Series: Éowyn, Fearless Knight",A15,gold_stamp,V2,718577,https://www.cardmarket.com/en/Magic/Products/Singles/The-Lord-of-the-Rings-Tales-of-Middle-earth-Extras/Art-Series-Eowyn-Fearless-Knight-V2,true,true,true,true,EXACT_RECOVERED,"Cardmarket V.2 / LOTR Extras confirmado por página pública indexada; catálogo local readonly: único candidato compatible ART-15, Gold-Stamped, idProduct 718577. Provenance original: gold_stamp, EN, ART-15.",
128,Art Series: Samwise Gamgee,A19,gold_stamp,V2,718671,https://www.cardmarket.com/en/Magic/Products/Singles/The-Lord-of-the-Rings-Tales-of-Middle-earth-Extras/Art-Series-Samwise-Gamgee-V2,true,true,true,true,EXACT_RECOVERED,"Decisión humana explícita: carta física Art Series Samwise Gamgee A19/19 of 81, Gold-Stamped, Cardmarket V.2; catálogo local readonly: único producto compatible idProduct 718671. Provenance conflictiva A52g marcada como incorrecta; provenance_gap=true.",
131,Art Series: Gandalf the White,A3,gold_stamp,V2,718547,https://www.cardmarket.com/en/Magic/Products/Singles/The-Lord-of-the-Rings-Tales-of-Middle-earth-Extras/Art-Series-Gandalf-the-White-V2,true,true,true,true,EXACT_RECOVERED,"Cardmarket V.2 / LOTR Extras confirmado por página pública indexada; catálogo local readonly: único candidato compatible ART-3, Gold-Stamped, idProduct 718547. Provenance original: gold_stamp, EN, ART-3.",
