collection_item_id,printing_id,game,card_name,set,card_number,collector_number,language,variant,finish,treatment,candidate_cardmarket_product_id,candidate_product_name,candidate_expansion,evidence,proposed_status,row_hash,approved,selected_cardmarket_product_id,manifest_id
90,562,magic,Art Series: Generous Ent,ltr,ART-11,ART-11,en,Art Series,nonfoil,Art Series Gold-Stamped,718563,Art Series: Generous Ent,5308,"{""ambiguity_reasons"": [""unproven_treatment""], ""external_provenance"": [], ""scryfall_cardmarket_id"": null, ""stored_ids"": [718563], ""validated_stored_ids"": [718563]}",AMBIGUOUS,6ae3efa1a92b208ac0bc196ad6ab0db1b4aa14729c5e6b5ff4b36f7873107041,false,,54189435f777e9746d116ff2e4e83ab5071dc63465a645a923edce2b1307fb2c
91,565,magic,Art Series: Mirrormere Guardian,ltr,ART-12,ART-12,en,Art Series,nonfoil,Art Series Gold-Stamped,718566,Art Series: Mirrormere Guardian,5308,"{""ambiguity_reasons"": [""unproven_treatment""], ""external_provenance"": [], ""scryfall_cardmarket_id"": null, ""stored_ids"": [718566], ""validated_stored_ids"": [718566]}",AMBIGUOUS,b958d6e20a04be15863aabda31ad205936d3df162c46406cbef5265952169267,false,,54189435f777e9746d116ff2e4e83ab5071dc63465a645a923edce2b1307fb2c
92,569,magic,"Art Series: Bilbo, Retired Burglar",ltr,ART-14,ART-14,en,Art Series,nonfoil,Art Series Gold-Stamped,718575,"Art Series: Bilbo, Retired Burglar",5308,"{""ambiguity_reasons"": [""unproven_treatment""], ""external_provenance"": [], ""scryfall_cardmarket_id"": null, ""stored_ids"": [718575], ""validated_stored_ids"": [718575]}",AMBIGUOUS,4582c88bfeac2b259bc02501fd08134a66d2e993ccc5ff19cce463344fda3576,false,,54189435f777e9746d116ff2e4e83ab5071dc63465a645a923edce2b1307fb2c
93,574,magic,"Art Series: Legolas, Counter of Kills",ltr,ART-17,ART-17,en,Art Series,nonfoil,Art Series Gold-Stamped,718582,"Art Series: Legolas, Counter of Kills",5308,"{""ambiguity_reasons"": [""unproven_treatment""], ""external_provenance"": [], ""scryfall_cardmarket_id"": null, ""stored_ids"": [718582], ""validated_stored_ids"": [718582]}",AMBIGUOUS,1d284c4342a65788761afd6a06bdf4b760039473c1450e8d4de3737864975eb6,false,,54189435f777e9746d116ff2e4e83ab5071dc63465a645a923edce2b1307fb2c
94,581,magic,Art Series: Saruman of Many Colors,ltr,ART-20,ART-20,en,Art Series,nonfoil,Art Series Gold-Stamped,718601,Art Series: Saruman of Many Colors,5308,"{""ambiguity_reasons"": [""unproven_treatment""], ""external_provenance"": [], ""scryfall_cardmarket_id"": null, ""stored_ids"": [718601], ""validated_stored_ids"": [718601]}",AMBIGUOUS,103537b25cba165dba4e28673e279f233bfd25a93301de579a4a6b50a684db19,false,,54189435f777e9746d116ff2e4e83ab5071dc63465a645a923edce2b1307fb2c
95,585,magic,"Art Series: Sharkey, Tyrant of the Shire",ltr,ART-22,ART-22,en,Art Series,nonfoil,Art Series Gold-Stamped,718605,"Art Series: Sharkey, Tyrant of the Shire",5308,"{""ambiguity_reasons"": [""unproven_treatment""], ""external_provenance"": [], ""scryfall_cardmarket_id"": null, ""stored_ids"": [718605], ""validated_stored_ids"": [718605]}",AMBIGUOUS,97594c4280da9817be65525662efe00dfc53c17a5dee65f6d9934615bf12d8cb,false,,54189435f777e9746d116ff2e4e83ab5071dc63465a645a923edce2b1307fb2c
96,586,magic,"Art Series: Shelob, Child of Ungoliant",ltr,ART-23,ART-23,en,Art Series,nonfoil,Art Series Gold-Stamped,718606,"Art Series: Shelob, Child of Ungoliant",5308,"{""ambiguity_reasons"": [""unproven_treatment""], ""external_provenance"": [], ""scryfall_cardmarket_id"": null, ""stored_ids"": [718606], ""validated_stored_ids"": [718606]}",AMBIGUOUS,0088ffbb08b30343367c1f8c73374a5844b709ed2f3659f279afcffaf9357373,false,,54189435f777e9746d116ff2e4e83ab5071dc63465a645a923edce2b1307fb2c
97,590,magic,"Art Series: Théoden, King of Rohan",ltr,ART-25,ART-25,en,Art Series,nonfoil,Art Series Gold-Stamped,718610,"Art Series: Théoden, King of Rohan",5308,"{""ambiguity_reasons"": [""unproven_treatment""], ""external_provenance"": [], ""scryfall_cardmarket_id"": null, ""stored_ids"": [718610], ""validated_stored_ids"": [718610]}",AMBIGUOUS,26b284173c14bc6734eb3ead84497f5b22919f4fd15924de860e5863375b2a07,false,,54189435f777e9746d116ff2e4e83ab5071dc63465a645a923edce2b1307fb2c
98,593,magic,Art Series: Tom Bombadil,ltr,ART-26,ART-26,en,Art Series,nonfoil,Art Series Gold-Stamped,718613,Art Series: Tom Bombadil,5308,"{""ambiguity_reasons"": [""unproven_treatment""], ""external_provenance"": [], ""scryfall_cardmarket_id"": null, ""stored_ids"": [718613], ""validated_stored_ids"": [718613]}",AMBIGUOUS,3d1456571c535775baaa0fde8a9d98ac5f6cb44a1d37544f3d1cd3a76978e54e,false,,54189435f777e9746d116ff2e4e83ab5071dc63465a645a923edce2b1307fb2c
99,594,magic,Art Series: Uglúk of the White Hand,ltr,ART-27,ART-27,en,Art Series,nonfoil,Art Series Gold-Stamped,718614,Art Series: Uglúk of the White Hand,5308,"{""ambiguity_reasons"": [""unproven_treatment""], ""external_provenance"": [], ""scryfall_cardmarket_id"": null, ""stored_ids"": [718614], ""validated_stored_ids"": [718614]}",AMBIGUOUS,a25a5473e843688d1e8ef2b50ebd1a53738ea9a5d6a07a8be9ff6bfb75313875,false,,54189435f777e9746d116ff2e4e83ab5071dc63465a645a923edce2b1307fb2c
100,601,magic,Art Series: Plains,ltr,ART-30,ART-30,en,Art Series,nonfoil,Art Series Gold-Stamped,718621,Art Series: Plains,5308,"{""ambiguity_reasons"": [""unproven_treatment""], ""external_provenance"": [], ""scryfall_cardmarket_id"": null, ""stored_ids"": [718621], ""validated_stored_ids"": [718621]}",AMBIGUOUS,7464329c0b7eff0fb0f4d3907c4970f52d23280bea02715505dfbcc0f8623d06,false,,54189435f777e9746d116ff2e4e83ab5071dc63465a645a923edce2b1307fb2c
101,602,magic,Art Series: Mountain,ltr,ART-31,ART-31,en,Art Series,nonfoil,Art Series Gold-Stamped,718622,Art Series: Mountain,5308,"{""ambiguity_reasons"": [""unproven_treatment""], ""external_provenance"": [], ""scryfall_cardmarket_id"": null, ""stored_ids"": [718622], ""validated_stored_ids"": [718622]}",AMBIGUOUS,83632b27884c190662618927ee20477a88f4a636cdaa3453cd53e5cf9120a3b4,false,,54189435f777e9746d116ff2e4e83ab5071dc63465a645a923edce2b1307fb2c
102,605,magic,Art Series: Elanor Gardner,ltr,ART-32,ART-32,en,Art Series,nonfoil,Art Series Gold-Stamped,718625,Art Series: Elanor Gardner,5308,"{""ambiguity_reasons"": [""unproven_treatment""], ""external_provenance"": [], ""scryfall_cardmarket_id"": null, ""stored_ids"": [718625], ""validated_stored_ids"": [718625]}",AMBIGUOUS,b463e11e5a7be3de09e266334acd7a0bb5ee43064f7a7ecae6ea8d3b9f1179e8,false,,54189435f777e9746d116ff2e4e83ab5071dc63465a645a923edce2b1307fb2c
103,606,magic,"Art Series: Aragorn and Arwen, Wed",ltr,ART-33,ART-33,en,Art Series,nonfoil,Art Series Gold-Stamped,718626,"Art Series: Aragorn and Arwen, Wed",5308,"{""ambiguity_reasons"": [""unproven_treatment""], ""external_provenance"": [], ""scryfall_cardmarket_id"": null, ""stored_ids"": [718626], ""validated_stored_ids"": [718626]}",AMBIGUOUS,6e1af73f07f1bce46d6afb4d8f07c441b5adaccb4e0871472b458dff3693b7f8,false,,54189435f777e9746d116ff2e4e83ab5071dc63465a645a923edce2b1307fb2c
104,614,magic,Art Series: Bilbo's Ring,ltr,ART-37,ART-37,en,Art Series,nonfoil,Art Series Gold-Stamped,718640,Art Series: Bilbo's Ring,5308,"{""ambiguity_reasons"": [""unproven_treatment""], ""external_provenance"": [], ""scryfall_cardmarket_id"": null, ""stored_ids"": [718640], ""validated_stored_ids"": [718640]}",AMBIGUOUS,fe643592b40767544edf268084bb42ef54b8ef01bf678f62e75950c6b5044b59,false,,54189435f777e9746d116ff2e4e83ab5071dc63465a645a923edce2b1307fb2c
105,617,magic,"Art Series: Faramir, Field Commander",ltr,ART-38,ART-38,en,Art Series,nonfoil,Art Series Gold-Stamped,718643,"Art Series: Faramir, Field Commander",5308,"{""ambiguity_reasons"": [""unproven_treatment""], ""external_provenance"": [], ""scryfall_cardmarket_id"": null, ""stored_ids"": [718643], ""validated_stored_ids"": [718643]}",AMBIGUOUS,f5c88d557ce85c7d9c779418a281b601c4c82ccdf985187bffc9fdc34ae2ef0e,false,,54189435f777e9746d116ff2e4e83ab5071dc63465a645a923edce2b1307fb2c
106,620,magic,"Art Series: Elrond, Lord of Rivendell",ltr,ART-40,ART-40,en,Art Series,nonfoil,Art Series Gold-Stamped,718646,"Art Series: Elrond, Lord of Rivendell",5308,"{""ambiguity_reasons"": [""unproven_treatment""], ""external_provenance"": [], ""scryfall_cardmarket_id"": null, ""stored_ids"": [718646], ""validated_stored_ids"": [718646]}",AMBIGUOUS,e887e54afbdc7e46665b952b8e7101751fb4e4274cb4eba7e474edad8f6e6052,false,,54189435f777e9746d116ff2e4e83ab5071dc63465a645a923edce2b1307fb2c
107,626,magic,Art Series: Witch-king of Angmar,ltr,ART-43,ART-43,en,Gold-Stamped,nonfoil,Art Series Gold-Stamped,718652,Art Series: Witch-king of Angmar,5308,"{""ambiguity_reasons"": [""unproven_treatment""], ""external_provenance"": [], ""scryfall_cardmarket_id"": null, ""stored_ids"": [718652], ""validated_stored_ids"": [718652]}",AMBIGUOUS,618404c3b5062d686440183d664d8c4fdff2fec9cdfdb0f8b37e6f35f044d529,false,,54189435f777e9746d116ff2e4e83ab5071dc63465a645a923edce2b1307fb2c
108,572,magic,Art Series: Frodo Baggins,ltr,ART-47,ART-47,en,Gold-Stamped,nonfoil,Art Series Gold-Stamped,718580,Art Series: Frodo Baggins,5308,"{""ambiguity_reasons"": [""unproven_treatment""], ""external_provenance"": [], ""scryfall_cardmarket_id"": null, ""stored_ids"": [718580], ""validated_stored_ids"": [718580]}",AMBIGUOUS,148b1d04891dc02b183875b0b2220cb13b56bb3b8596ac4babc300bebdc8ba98,false,,54189435f777e9746d116ff2e4e83ab5071dc63465a645a923edce2b1307fb2c
109,636,magic,Art Series: Galadriel of Lothlórien,ltr,ART-48,ART-48,en,Art Series,nonfoil,Art Series Gold-Stamped,718662,Art Series: Galadriel of Lothlórien,5308,"{""ambiguity_reasons"": [""unproven_treatment""], ""external_provenance"": [], ""scryfall_cardmarket_id"": null, ""stored_ids"": [718662], ""validated_stored_ids"": [718662]}",AMBIGUOUS,de1253ec2c51d868fd2b64c2c974fff4eaa51dab04ec6bceaf40232577f6a924,false,,54189435f777e9746d116ff2e4e83ab5071dc63465a645a923edce2b1307fb2c
110,640,magic,"Art Series: Merry, Esquire of Rohan",ltr,ART-50,ART-50,en,Art Series,nonfoil,Art Series Gold-Stamped,718666,"Art Series: Merry, Esquire of Rohan",5308,"{""ambiguity_reasons"": [""unproven_treatment""], ""external_provenance"": [], ""scryfall_cardmarket_id"": null, ""stored_ids"": [718666], ""validated_stored_ids"": [718666]}",AMBIGUOUS,efbd43610930120a58fb668665da4770738dbcaca32579ccc13c535e71a10fd4,false,,54189435f777e9746d116ff2e4e83ab5071dc63465a645a923edce2b1307fb2c
111,643,magic,"Art Series: Pippin, Guard of the Citadel",ltr,ART-51,ART-51,en,Art Series,nonfoil,Art Series Gold-Stamped,718669,"Art Series: Pippin, Guard of the Citadel",5308,"{""ambiguity_reasons"": [""unproven_treatment""], ""external_provenance"": [], ""scryfall_cardmarket_id"": null, ""stored_ids"": [718669], ""validated_stored_ids"": [718669]}",AMBIGUOUS,366ea99a2c7232dc8243bf9137c693eaeb8dac9ec763b3f04acb93effe01298e,false,,54189435f777e9746d116ff2e4e83ab5071dc63465a645a923edce2b1307fb2c
112,653,magic,Art Series: Mines of Moria,ltr,ART-56,ART-56,en,Art Series,nonfoil,Art Series Gold-Stamped,718683,Art Series: Mines of Moria,5308,"{""ambiguity_reasons"": [""unproven_treatment""], ""external_provenance"": [], ""scryfall_cardmarket_id"": null, ""stored_ids"": [718683], ""validated_stored_ids"": [718683]}",AMBIGUOUS,00ae54df4840fc42f3e5ce64ccaf381e28126fd99d6676729b4676b18d962377,false,,54189435f777e9746d116ff2e4e83ab5071dc63465a645a923edce2b1307fb2c
113,654,magic,"Art Series: Aragorn, King of Gondor",ltr,ART-57,ART-57,en,Art Series,nonfoil,Art Series Gold-Stamped,718685,"Art Series: Aragorn, King of Gondor",5308,"{""ambiguity_reasons"": [""unproven_treatment""], ""external_provenance"": [], ""scryfall_cardmarket_id"": null, ""stored_ids"": [718685], ""validated_stored_ids"": [718685]}",AMBIGUOUS,e60d9f0735e7c0d4b2541ff757435deee005bb862f8e57f2a1845ee5a2177e98,false,,54189435f777e9746d116ff2e4e83ab5071dc63465a645a923edce2b1307fb2c
114,659,magic,"Art Series: Gwaihir, Greatest of the Eagles",ltr,ART-59,ART-59,en,Art Series,nonfoil,Art Series Gold-Stamped,718693,"Art Series: Gwaihir, Greatest of the Eagles",5308,"{""ambiguity_reasons"": [""unproven_treatment""], ""external_provenance"": [], ""scryfall_cardmarket_id"": null, ""stored_ids"": [718693], ""validated_stored_ids"": [718693]}",AMBIGUOUS,ce0ff4702b1f8a8dcf7e416dac4b385d98a710e44a06a4618fd30b3c0c9d9ce2,false,,54189435f777e9746d116ff2e4e83ab5071dc63465a645a923edce2b1307fb2c
115,660,magic,Art Series: Call for Aid,ltr,ART-60,ART-60,en,Art Series,nonfoil,Art Series Gold-Stamped,718694,Art Series: Call for Aid,5308,"{""ambiguity_reasons"": [""unproven_treatment""], ""external_provenance"": [], ""scryfall_cardmarket_id"": null, ""stored_ids"": [718694], ""validated_stored_ids"": [718694]}",AMBIGUOUS,7d20608016641ea741bb5a9b90f0987b929d8479cd8eb66f72efa98e8658b6aa,false,,54189435f777e9746d116ff2e4e83ab5071dc63465a645a923edce2b1307fb2c
116,663,magic,Art Series: Cavern-Hoard Dragon,ltr,ART-61,ART-61,en,Art Series,nonfoil,Art Series Gold-Stamped,718700,Art Series: Cavern-Hoard Dragon,5308,"{""ambiguity_reasons"": [""unproven_treatment""], ""external_provenance"": [], ""scryfall_cardmarket_id"": null, ""stored_ids"": [718700], ""validated_stored_ids"": [718700]}",AMBIGUOUS,33d45b3bca4b91ee2a595ebd5401eab9ee57b4689f2ca1eb3ddfff20713cf57d,false,,54189435f777e9746d116ff2e4e83ab5071dc63465a645a923edce2b1307fb2c
117,667,magic,"Art Series: Gríma, Saruman's Footman",ltr,ART-63,ART-63,en,Art Series,nonfoil,Art Series Gold-Stamped,718708,"Art Series: Gríma, Saruman's Footman",5308,"{""ambiguity_reasons"": [""unproven_treatment""], ""external_provenance"": [], ""scryfall_cardmarket_id"": null, ""stored_ids"": [718708], ""validated_stored_ids"": [718708]}",AMBIGUOUS,f9f9337d985653363cf0c0939619d4e0f286fc60f6750fee6732934f050c3404,false,,54189435f777e9746d116ff2e4e83ab5071dc63465a645a923edce2b1307fb2c
118,671,magic,"Art Series: Merry, Warden of Isengard",ltr,ART-65,ART-65,en,Art Series,nonfoil,Art Series Gold-Stamped,718715,"Art Series: Merry, Warden of Isengard",5308,"{""ambiguity_reasons"": [""unproven_treatment""], ""external_provenance"": [], ""scryfall_cardmarket_id"": null, ""stored_ids"": [718715], ""validated_stored_ids"": [718715]}",AMBIGUOUS,49a8de18395f03816def265009bc26868d7cf9efbb99c3421bcf172d6ca75f9c,false,,54189435f777e9746d116ff2e4e83ab5071dc63465a645a923edce2b1307fb2c
119,674,magic,"Art Series: Treebeard, Gracious Host",ltr,ART-67,ART-67,en,Gold-Stamped,nonfoil,Art Series Gold-Stamped,718719,"Art Series: Treebeard, Gracious Host",5308,"{""ambiguity_reasons"": [""unproven_treatment""], ""external_provenance"": [], ""scryfall_cardmarket_id"": null, ""stored_ids"": [718719], ""validated_stored_ids"": [718719]}",AMBIGUOUS,176bff2f7542f22c9a0c09e4c805db151089795c86431a3b913df8a52b9abbeb,false,,54189435f777e9746d116ff2e4e83ab5071dc63465a645a923edce2b1307fb2c
120,684,magic,Art Series: Asceticism,ltr,ART-72,ART-72,en,Art Series,nonfoil,Art Series Gold-Stamped,718740,Art Series: Asceticism,5308,"{""ambiguity_reasons"": [""unproven_treatment""], ""external_provenance"": [], ""scryfall_cardmarket_id"": null, ""stored_ids"": [718740], ""validated_stored_ids"": [718740]}",AMBIGUOUS,72e958fdd30b541c2bd93c4808437c2e5d62d60a84bb755b2260933992149839,false,,54189435f777e9746d116ff2e4e83ab5071dc63465a645a923edce2b1307fb2c
121,689,magic,Art Series: Realm Seekers,ltr,ART-74,ART-74,en,Gold-Stamped,nonfoil,Art Series Gold-Stamped,718747,Art Series: Realm Seekers,5308,"{""ambiguity_reasons"": [""unproven_treatment""], ""external_provenance"": [], ""scryfall_cardmarket_id"": null, ""stored_ids"": [718747], ""validated_stored_ids"": [718747]}",AMBIGUOUS,657656caae4c2239806556a0e861991f69e74d16c88e53adf25ab76a1bcaeba1,false,,54189435f777e9746d116ff2e4e83ab5071dc63465a645a923edce2b1307fb2c
122,696,magic,Art Series: Ghost Quarter,ltr,ART-78,ART-78,en,Art Series,nonfoil,Art Series Gold-Stamped,718757,Art Series: Ghost Quarter,5308,"{""ambiguity_reasons"": [""unproven_treatment""], ""external_provenance"": [], ""scryfall_cardmarket_id"": null, ""stored_ids"": [718757], ""validated_stored_ids"": [718757]}",AMBIGUOUS,4f9f1efa02b7bf3dd717c922b55b72593d4cea34259995eeebf9bb72973eb130,false,,54189435f777e9746d116ff2e4e83ab5071dc63465a645a923edce2b1307fb2c
123,701,magic,Art Series: Valley of Gorgoroth,ltr,ART-80,ART-80,en,Art Series,nonfoil,Art Series Gold-Stamped,718763,Art Series: Valley of Gorgoroth,5308,"{""ambiguity_reasons"": [""unproven_treatment""], ""external_provenance"": [], ""scryfall_cardmarket_id"": null, ""stored_ids"": [718763], ""validated_stored_ids"": [718763]}",AMBIGUOUS,ec234cd2c8a3c5ab42b0cbb4aafcde14feee0a4d4203734222542eb788524322,false,,54189435f777e9746d116ff2e4e83ab5071dc63465a645a923edce2b1307fb2c
124,664,magic,"Art Series: Faramir, Steward of Gondor",ltr,ART-62,ART-62,en,Art Series,nonfoil,Art Series Gold-Stamped,718704,"Art Series: Faramir, Steward of Gondor",5308,"{""ambiguity_reasons"": [""unproven_treatment""], ""external_provenance"": [], ""scryfall_cardmarket_id"": null, ""stored_ids"": [718704], ""validated_stored_ids"": [718704]}",AMBIGUOUS,c14681106013894ffccd427fe6859fa7ed8fd797370a767894a9e609ce625104,false,,54189435f777e9746d116ff2e4e83ab5071dc63465a645a923edce2b1307fb2c
125,646,magic,Art Series: Nazgûl,ltr,ART-53,ART-53,en,Art Series,nonfoil,Art Series Gold-Stamped,718672,Art Series: Nazgûl,5308,"{""ambiguity_reasons"": [""unproven_treatment""], ""external_provenance"": [], ""scryfall_cardmarket_id"": null, ""stored_ids"": [718672], ""validated_stored_ids"": [718672]}",AMBIGUOUS,50328860ae420dc993353f0a92a8d50a825fdd507fcc5c95b151bbde46032a01,false,,54189435f777e9746d116ff2e4e83ab5071dc63465a645a923edce2b1307fb2c
126,582,magic,"Art Series: Sauron, the Dark Lord",ltr,ART-21,ART-21,en,Art Series,nonfoil,Art Series Gold-Stamped,718602,"Art Series: Sauron, the Dark Lord",5308,"{""ambiguity_reasons"": [""unproven_treatment""], ""external_provenance"": [], ""scryfall_cardmarket_id"": null, ""stored_ids"": [718602], ""validated_stored_ids"": [718602]}",AMBIGUOUS,68a330dfeb01964c0ae16382eaaee6f2574b4dc2e6f230cc812d9b17df9ce683,false,,54189435f777e9746d116ff2e4e83ab5071dc63465a645a923edce2b1307fb2c
127,570,magic,"Art Series: Éowyn, Fearless Knight",ltr,ART-15,ART-15,en,Art Series,nonfoil,Art Series Gold-Stamped,718577,"Art Series: Éowyn, Fearless Knight",5308,"{""ambiguity_reasons"": [""unproven_treatment""], ""external_provenance"": [], ""scryfall_cardmarket_id"": null, ""stored_ids"": [718577], ""validated_stored_ids"": [718577]}",AMBIGUOUS,1f806d1dcff57e169740aaa847fd7ea2f6d0921dccb0e2fbcc14cdea1401e7c1,false,,54189435f777e9746d116ff2e4e83ab5071dc63465a645a923edce2b1307fb2c
