collection_item_id,printing_id,game,card_name,set,card_number,collector_number,language,variant,finish,treatment,candidate_cardmarket_product_id,candidate_product_name,candidate_expansion,evidence,proposed_status,row_hash,approved,selected_cardmarket_product_id,manifest_id
143,21085,one_piece,Nefeltari Vivi,eb-02,EB02-026,EB02-026,jp,Base,,,823455|808127,Nefeltari Vivi (EB02-026)|Nefeltari Vivi (EB02-026),6028|6018,"{""external_provenance"": [{""exact_language"": false, ""id"": 823455, ""metadata"": {""allowed_languages"": [""en"", ""jp"", ""zh-CN"", ""kr"", ""fr""]}, ""scope"": ""mixed""}], ""scryfall_cardmarket_id"": null, ""stored_ids"": [823455], ""validated_stored_ids"": [823455]} Manual approval: validated OPxx=EN and OPxx-JP/Non-English=JP convention; selected JP product 808127; no price used.",EXACT,587050cb975ead53c29bde56887db9a360568f7e26eaaaa7ae77a48729ca2403,true,808127,54189435f777e9746d116ff2e4e83ab5071dc63465a645a923edce2b1307fb2c
144,19531,one_piece,S-Snake,op08,OP08-112,OP08-112,jp,Base,,,771756|788021,S-Snake (OP08-112)|S-Snake (OP08-112),5744|5610,"{""external_provenance"": [{""exact_language"": false, ""id"": 771756, ""metadata"": {""allowed_languages"": [""en"", ""jp"", ""zh-CN"", ""kr"", ""fr""]}, ""scope"": ""mixed""}, {""exact_language"": false, ""id"": 788021, ""metadata"": {""allowed_languages"": [""en"", ""jp"", ""zh-CN"", ""kr"", ""fr""]}, ""scope"": ""mixed""}], ""scryfall_cardmarket_id"": null, ""stored_ids"": [771756, 788021], ""validated_stored_ids"": [771756, 788021]} Manual approval: validated OPxx=EN and OPxx-JP/Non-English=JP convention; selected JP product 771756; no price used.",EXACT,59d31526c9bc64d3a550919b97ab57428c11afda25ac53be11e5cc0a776e5cb4,true,771756,54189435f777e9746d116ff2e4e83ab5071dc63465a645a923edce2b1307fb2c
145,17141,one_piece,Koala,op05,OP05-006,OP05-006,jp,Base,,,733281|747444,Koala (OP05-006)|Koala (OP05-006),5481|5426,"{""external_provenance"": [{""exact_language"": false, ""id"": 733281, ""metadata"": {""allowed_languages"": [""en"", ""jp"", ""zh-CN"", ""kr"", ""fr""]}, ""scope"": ""mixed""}, {""exact_language"": false, ""id"": 747444, ""metadata"": {""allowed_languages"": [""en"", ""jp"", ""zh-CN"", ""kr"", ""fr""]}, ""scope"": ""mixed""}], ""scryfall_cardmarket_id"": null, ""stored_ids"": [733281, 747444], ""validated_stored_ids"": [733281, 747444]} Manual approval: validated OPxx=EN and OPxx-JP/Non-English=JP convention; selected JP product 733281; no price used.",EXACT,5a1e691c5f48796af2f8fd47ae703576ca60ade2a6fecfdbf228d63cc8b81ca2,true,733281,54189435f777e9746d116ff2e4e83ab5071dc63465a645a923edce2b1307fb2c
146,15326,one_piece,Monkey.D.Luffy,op01,OP01-024,OP01-024,jp,Base,,,690823|768265,Monkey.D.Luffy (OP01-024)|Monkey.D.Luffy (OP01-024),5229|5484,"{""external_provenance"": [{""exact_language"": false, ""id"": 690823, ""metadata"": {""allowed_languages"": [""en"", ""jp"", ""zh-CN"", ""kr"", ""fr""]}, ""scope"": ""mixed""}, {""exact_language"": false, ""id"": 768265, ""metadata"": {""allowed_languages"": [""en"", ""jp"", ""zh-CN"", ""kr"", ""fr""]}, ""scope"": ""mixed""}], ""scryfall_cardmarket_id"": null, ""stored_ids"": [690823, 768265], ""validated_stored_ids"": [690823, 768265]} Manual approval: validated OPxx=EN and OPxx-JP/Non-English=JP convention; selected JP product 768265; no price used.",EXACT,9acfb8953e2b7e72dfb1f1cf7b629b182000fc82f9450bf77dc24df4ca330fbf,true,768265,54189435f777e9746d116ff2e4e83ab5071dc63465a645a923edce2b1307fb2c
147,21059,one_piece,Yamato,eb-02,EB02-006,EB02-006,jp,Base,,,823429|808101,Yamato (EB02-006)|Yamato (EB02-006),6028|6018,"{""external_provenance"": [{""exact_language"": false, ""id"": 823429, ""metadata"": {""allowed_languages"": [""en"", ""jp"", ""zh-CN"", ""kr"", ""fr""]}, ""scope"": ""mixed""}], ""scryfall_cardmarket_id"": null, ""stored_ids"": [823429], ""validated_stored_ids"": [823429]} Manual approval: validated OPxx=EN and OPxx-JP/Non-English=JP convention; selected JP product 808101; no price used.",EXACT,31dc34e7ac7221a3262a335ed1959efbb3429489cea6975d30f23375b81b333c,true,808101,54189435f777e9746d116ff2e4e83ab5071dc63465a645a923edce2b1307fb2c
148,17335,one_piece,Pica,op05,OP05-032,OP05-032,jp,Base,,,733317|747476,Pica (OP05-032)|Pica (OP05-032),5481|5426,"{""external_provenance"": [{""exact_language"": false, ""id"": 733317, ""metadata"": {""allowed_languages"": [""en"", ""jp"", ""zh-CN"", ""kr"", ""fr""]}, ""scope"": ""mixed""}, {""exact_language"": false, ""id"": 747476, ""metadata"": {""allowed_languages"": [""en"", ""jp"", ""zh-CN"", ""kr"", ""fr""]}, ""scope"": ""mixed""}], ""scryfall_cardmarket_id"": null, ""stored_ids"": [733317, 747476], ""validated_stored_ids"": [733317, 747476]} Manual approval: validated OPxx=EN and OPxx-JP/Non-English=JP convention; selected JP product 733317; no price used.",EXACT,35adcd8cb5ace0706af58c9f72b0f0dad8fcf01ec76bacf7f35c77c08e930a45,true,733317,54189435f777e9746d116ff2e4e83ab5071dc63465a645a923edce2b1307fb2c
149,15366,one_piece,Kin'emon,op01,OP01-040,OP01-040,jp,Base,,,690844|768285,Kin'emon (OP01-040)|Kin'emon (OP01-040),5229|5484,"{""external_provenance"": [{""exact_language"": false, ""id"": 690844, ""metadata"": {""allowed_languages"": [""en"", ""jp"", ""zh-CN"", ""kr"", ""fr""]}, ""scope"": ""mixed""}, {""exact_language"": false, ""id"": 768285, ""metadata"": {""allowed_languages"": [""en"", ""jp"", ""zh-CN"", ""kr"", ""fr""]}, ""scope"": ""mixed""}], ""scryfall_cardmarket_id"": null, ""stored_ids"": [690844, 768285], ""validated_stored_ids"": [690844, 768285]} Manual approval: validated OPxx=EN and OPxx-JP/Non-English=JP convention; selected JP product 768285; no price used.",EXACT,b06929a4a82880a4d61258f3d6a422f185b81527151a44b287f10a72c62b4e55,true,768285,54189435f777e9746d116ff2e4e83ab5071dc63465a645a923edce2b1307fb2c
150,21108,one_piece,Trafalgar Law,eb-02,EB02-045,EB02-045,jp,Base,,,823481|808150,Trafalgar Law (EB02-045)|Trafalgar Law (EB02-045),6028|6018,"{""external_provenance"": [{""exact_language"": false, ""id"": 823481, ""metadata"": {""allowed_languages"": [""en"", ""jp"", ""zh-CN"", ""kr"", ""fr""]}, ""scope"": ""mixed""}], ""scryfall_cardmarket_id"": null, ""stored_ids"": [823481], ""validated_stored_ids"": [823481]} Manual approval: validated OPxx=EN and OPxx-JP/Non-English=JP convention; selected JP product 808150; no price used.",EXACT,59a21c16e1f70cb8f9660402f9e13d3f8541b2a2bae80c5dc072b3e382e3b6b7,true,808150,54189435f777e9746d116ff2e4e83ab5071dc63465a645a923edce2b1307fb2c
151,22257,one_piece,Uta,op13,OP13-023,OP13-023,jp,Base,,,845271|857215,Uta (OP13-023)|Uta (OP13-023),6277|6187,"{""external_provenance"": [{""exact_language"": false, ""id"": 845271, ""metadata"": {""allowed_languages"": [""en"", ""jp"", ""zh-CN"", ""kr"", ""fr""]}, ""scope"": ""mixed""}, {""exact_language"": false, ""id"": 857215, ""metadata"": {""allowed_languages"": [""en"", ""jp"", ""zh-CN"", ""kr"", ""fr""]}, ""scope"": ""mixed""}], ""scryfall_cardmarket_id"": null, ""stored_ids"": [845271, 857215], ""validated_stored_ids"": [845271, 857215]} Manual approval: validated OPxx=EN and OPxx-JP/Non-English=JP convention; selected JP product 857215; no price used.",EXACT,cb9677be29e0645d37201ab7ca21066df9b669da281eb17fa3fea9cd3d73f633,true,857215,54189435f777e9746d116ff2e4e83ab5071dc63465a645a923edce2b1307fb2c
152,14625,one_piece,Trafalgar Law,promo,P-038,P-038,jp,Base,,,722798,Trafalgar Law (P-038),5511,"{""external_provenance"": [{""exact_language"": false, ""id"": 722798, ""metadata"": {""allowed_languages"": [""en"", ""jp"", ""zh-CN"", ""kr"", ""fr""]}, ""scope"": ""mixed""}], ""scryfall_cardmarket_id"": null, ""stored_ids"": [722798], ""validated_stored_ids"": [722798]} Manual approval: JP P-038 promo family; selected 722798.",EXACT,091c25ddf0a33deb7feb4fd5c865be03b8bf2df77d1ff8ce7183fb29f2ea4481,true,722798,54189435f777e9746d116ff2e4e83ab5071dc63465a645a923edce2b1307fb2c
153,22273,one_piece,Stussy,op13,OP13-110,OP13-110,jp,Base,,,845660|857326,Stussy (OP13-110)|Stussy (OP13-110),6277|6187,"{""external_provenance"": [{""exact_language"": false, ""id"": 845660, ""metadata"": {""allowed_languages"": [""en"", ""jp"", ""zh-CN"", ""kr"", ""fr""]}, ""scope"": ""mixed""}, {""exact_language"": false, ""id"": 857326, ""metadata"": {""allowed_languages"": [""en"", ""jp"", ""zh-CN"", ""kr"", ""fr""]}, ""scope"": ""mixed""}], ""scryfall_cardmarket_id"": null, ""stored_ids"": [845660, 857326], ""validated_stored_ids"": [845660, 857326]} Manual approval: validated OPxx=EN and OPxx-JP/Non-English=JP convention; selected JP product 857326; no price used.",EXACT,69493ebb33b2bc35ceef7ad33e692980b795b9824772a6a9022211613ef5e8b6,true,857326,54189435f777e9746d116ff2e4e83ab5071dc63465a645a923edce2b1307fb2c
154,15505,one_piece,King,op01,OP01-096,OP01-096,jp,Fixed Reprint,,,690930|768359,King (OP01-096)|King (OP01-096),5229|5484,"{""external_provenance"": [{""exact_language"": false, ""id"": 690929, ""metadata"": {""allowed_languages"": [""en"", ""jp"", ""zh-CN"", ""kr"", ""fr""]}, ""scope"": ""mixed""}, {""exact_language"": false, ""id"": 768358, ""metadata"": {""allowed_languages"": [""en"", ""jp"", ""zh-CN"", ""kr"", ""fr""]}, ""scope"": ""mixed""}], ""scryfall_cardmarket_id"": null, ""stored_ids"": [690929, 768358], ""validated_stored_ids"": [690929, 768358]} Manual physical confirmation: target local printing 15505, JP OP01-096 Alternate Art | Fixed Reprint V2; base 15503 and other families rejected; selected 768359.",EXACT,2d569c65aa9b09cb4cd4ffd9b8c3dbd8f81eafa236e47de179d0eff81718e3a6,true,768359,54189435f777e9746d116ff2e4e83ab5071dc63465a645a923edce2b1307fb2c
155,17179,one_piece,Rebecca,op05,OP05-091,OP05-091,jp,Base,,,733426|747775,Rebecca (OP05-091)|Rebecca (OP05-091),5481|5426,"{""external_provenance"": [{""exact_language"": false, ""id"": 733426, ""metadata"": {""allowed_languages"": [""en"", ""jp"", ""zh-CN"", ""kr"", ""fr""]}, ""scope"": ""mixed""}, {""exact_language"": false, ""id"": 747775, ""metadata"": {""allowed_languages"": [""en"", ""jp"", ""zh-CN"", ""kr"", ""fr""]}, ""scope"": ""mixed""}], ""scryfall_cardmarket_id"": null, ""stored_ids"": [733426, 747775], ""validated_stored_ids"": [733426, 747775]} Manual approval: validated OPxx=EN and OPxx-JP/Non-English=JP convention; selected JP product 733426; no price used.",EXACT,1d11ac79eb6f9d6e72be8f8c15b4a3620afbafbc4890ee5280021902b6581507,true,733426,54189435f777e9746d116ff2e4e83ab5071dc63465a645a923edce2b1307fb2c
34,12872,magic,"Frodo, Sauron's Bane",ltr,304,304,en,Showcase,foil,Showcase,701765,,,"{""ambiguity_reasons"": [""unproven_treatment""], ""external_provenance"": [], ""scryfall_cardmarket_id"": 701765, ""stored_ids"": [701765], ""validated_stored_ids"": [701765]} Manual approval: EXACT_RECOVERED; provenance_gap=true retained.",EXACT,a31fe3bc3dabaf7f816bdc3b9f49f77f4ad7990c989e51eb89271dc650febf73,true,701765,54189435f777e9746d116ff2e4e83ab5071dc63465a645a923edce2b1307fb2c
41,12896,magic,"Aragorn, Company Leader",ltr,316,316,en,Showcase,foil,Showcase,717763,,,"{""ambiguity_reasons"": [""unproven_treatment""], ""external_provenance"": [], ""scryfall_cardmarket_id"": 717763, ""stored_ids"": [717763], ""validated_stored_ids"": [717763]} Manual approval: EXACT_RECOVERED; provenance_gap=true retained.",EXACT,051962090755ddf4472f88f7cc1cfc1c33e652bf1a9efa64935fc58e44baa4fc,true,717763,54189435f777e9746d116ff2e4e83ab5071dc63465a645a923edce2b1307fb2c
42,12898,magic,"Aragorn, the Uniter",ltr,317,317,en,Showcase,foil,Showcase,716022,,,"{""ambiguity_reasons"": [""unproven_treatment""], ""external_provenance"": [], ""scryfall_cardmarket_id"": 716022, ""stored_ids"": [716022], ""validated_stored_ids"": [716022]} Manual approval: EXACT_RECOVERED; provenance_gap=true retained.",EXACT,356bcf5fbad109587460c2acd2ae3b8c40f66711ac4c0c32eb2fa700fc75f5de,true,716022,54189435f777e9746d116ff2e4e83ab5071dc63465a645a923edce2b1307fb2c
46,13804,magic,"Gimli, Mournful Avenger",ltr,815,815,en,Surge Foil,foil,Surge Foil,737034,,,"{""ambiguity_reasons"": [""unproven_treatment""], ""external_provenance"": [], ""scryfall_cardmarket_id"": 737034, ""stored_ids"": [737034], ""validated_stored_ids"": [737034]} Manual approval: EXACT_RECOVERED; provenance_gap=true retained.",EXACT,688191736c0d4e5cdc2ae18c135f05899d10000c0a9e492105db2a6055c9a319,true,737034,54189435f777e9746d116ff2e4e83ab5071dc63465a645a923edce2b1307fb2c
47,12868,magic,"Boromir, Warden of the Tower",ltr,302,302,en,Showcase,foil,Showcase,716042,,,"{""ambiguity_reasons"": [""unproven_treatment""], ""external_provenance"": [], ""scryfall_cardmarket_id"": 716042, ""stored_ids"": [716042], ""validated_stored_ids"": [716042]} Manual approval: EXACT_RECOVERED; provenance_gap=true retained.",EXACT,412ee466088c841502d180c783a0243dbee9ab3b2932bb8f174087f11896369d,true,716042,54189435f777e9746d116ff2e4e83ab5071dc63465a645a923edce2b1307fb2c
65,13505,magic,Shortcut to Mushrooms,ltr,638,638,en,Showcase,foil,Showcase,717004|738134,|,|,"{""external_provenance"": [], ""mapped_ids"": [717004], ""mapping_conflicts_with_scryfall_id"": true, ""scryfall_cardmarket_id"": 738134, ""stored_ids"": [717004, 738134], ""validated_stored_ids"": [717004, 738134]} Manual approval: EXACT_RECOVERED; provenance_gap=true retained.",EXACT,c982f445d6d401b35649b34891beeddccd028b16b94f03f1293633254b289364,true,738134,54189435f777e9746d116ff2e4e83ab5071dc63465a645a923edce2b1307fb2c
70,13211,magic,The Bath Song,ltr,491,491,en,Showcase,foil,Showcase,716138|737570|737571,||,||,"{""external_provenance"": [], ""mapped_ids"": [716138, 737570], ""mapping_conflicts_with_scryfall_id"": true, ""scryfall_cardmarket_id"": 737571, ""stored_ids"": [716138, 737570, 737571], ""validated_stored_ids"": [716138, 737570, 737571]} Manual approval: EXACT_RECOVERED; provenance_gap=true retained.",EXACT,2a7eac198d772f486c93fd194e2d1b9b445ca20670ff6dbb1c4aa21f952ecbb3,true,737571,54189435f777e9746d116ff2e4e83ab5071dc63465a645a923edce2b1307fb2c
82,13101,magic,"Gimli, Mournful Avenger",ltr,436,436,en,Scene,foil,Scene,716059,,,"{""ambiguity_reasons"": [""unproven_treatment""], ""external_provenance"": [], ""scryfall_cardmarket_id"": 716059, ""stored_ids"": [716059], ""validated_stored_ids"": [716059]} Manual approval: EXACT_RECOVERED; provenance_gap=true retained.",EXACT,31fd10aa764d603b59cceae85cf6a71e42eb323e6a3b43b7ab93f2b1f7e423a8,true,716059,54189435f777e9746d116ff2e4e83ab5071dc63465a645a923edce2b1307fb2c
84,545,magic,Art Series: Fog on the Barrow-Downs,ltr,ART-2,ART-2,en,Art Series,nonfoil,Art Series Gold-Stamped,718546,,,"{""ambiguity_reasons"": [""unproven_treatment""], ""external_provenance"": [], ""scryfall_cardmarket_id"": null, ""stored_ids"": [718546], ""validated_stored_ids"": [718546]} Manual approval: EXACT_RECOVERED; provenance_gap=true retained.",EXACT,d8a29302fb023d1e3da996c563f382aca98f2da24d8ec3581db77ffec9b15c91,true,718546,54189435f777e9746d116ff2e4e83ab5071dc63465a645a923edce2b1307fb2c
86,553,magic,"Art Series: Goldberry, River-Daughter",ltr,ART-6,ART-6,en,Art Series,nonfoil,Art Series Gold-Stamped,718554,,,"{""ambiguity_reasons"": [""unproven_treatment""], ""external_provenance"": [], ""scryfall_cardmarket_id"": null, ""stored_ids"": [718554], ""validated_stored_ids"": [718554]} Manual approval: EXACT_RECOVERED; provenance_gap=true retained.",EXACT,8c6948f6ec39f66c2a16a442b1720c9463f0b867ac11b48f69b2885b3aff5de2,true,718554,54189435f777e9746d116ff2e4e83ab5071dc63465a645a923edce2b1307fb2c
87,554,magic,Art Series: The Watcher in the Water,ltr,ART-7,ART-7,en,Art Series,nonfoil,Art Series Gold-Stamped,718555,,,"{""ambiguity_reasons"": [""unproven_treatment""], ""external_provenance"": [], ""scryfall_cardmarket_id"": null, ""stored_ids"": [718555], ""validated_stored_ids"": [718555]} Manual approval: EXACT_RECOVERED; provenance_gap=true retained.",EXACT,43e70eb06c91fb76397513339d4557ebe73c15f497eba913966b1f56d9273a75,true,718555,54189435f777e9746d116ff2e4e83ab5071dc63465a645a923edce2b1307fb2c
88,558,magic,Art Series: Éomer of the Riddermark,ltr,ART-9,ART-9,en,Art Series,nonfoil,Art Series Gold-Stamped,718559,,,"{""ambiguity_reasons"": [""unproven_treatment""], ""external_provenance"": [], ""scryfall_cardmarket_id"": null, ""stored_ids"": [718559], ""validated_stored_ids"": [718559]} Manual approval: EXACT_RECOVERED; provenance_gap=true retained.",EXACT,77937edfeed0884063dc556106fad9daf593e9f0c5231b2a5cf334a4b085a446,true,718559,54189435f777e9746d116ff2e4e83ab5071dc63465a645a923edce2b1307fb2c
