local_printing_id,game,card_name,card_number,local_set_code,set_name,language,local_version,rarity,finish,treatment,canonical_id,canonical_identity,blueprint_id,cardtrader_ids,scryfall_id,stored_cardmarket_id,resolved_cardmarket_id,cardmarket_candidates,cardmarket_product_name,cardmarket_expansion_id,cardmarket_expansion,cardmarket_version,cardmarket_number,cardmarket_language_scope,low,trend,avg1,avg7,avg30,low_alt,trend_alt,avg1_alt,avg7_alt,avg30_alt,cardmarket_metric_used,current_price,current_currency,display_currency,current_source,current_source_product_id,current_confidence,current_metric,current_timestamp,current_provenance,match_status,match_reason,identity_mismatch,currency_mismatch,metric_mismatch,price_difference,absolute_difference,percentage_difference,ratio,low_difference,low_percentage_difference,low_ratio,low_severity,low_vs_trend_difference,low_vs_trend_percentage,low_vs_trend_ratio,price_severity,primary_cause,secondary_tags,evidence,collection_item_id,collection_quantity,collection_current_contribution,collection_cardmarket_contribution,collection_difference
560,magic,"Art Series: Gimli, Counter of Kills",ART-10,ltr,The Lord of the Rings: Tales of Middle-earth,en,Gold-Stamped,,nonfoil,Art Series Gold-Stamped,,,,,,718561,,718561,"Art Series: Gimli, Counter of Kills",5308,The Lord of the Rings: Tales of Middle-earth,,,mixed/unknown,0.27,0.97,0.5,0.83,0.62,,0.25,0.25,0.63,0.63,Low,0.27,EUR,EUR,cardmarket,718561,high,Low,2026-08-29T02:41:58+0200,"{""cardmarket_product_id"": 718561, ""history_id"": 300}",AMBIGUOUS,Cardmarket bulk data does not prove finish/treatment,false,false,false,,,,,,,,NO_COMPARISON,,,,NO_COMPARISON,ambiguous_identity,,"{""ambiguity_reasons"": [""unproven_treatment""], ""external_provenance"": [], ""scryfall_cardmarket_id"": null, ""stored_ids"": [718561], ""validated_stored_ids"": [718561]}",89,1,0.27,,
562,magic,Art Series: Generous Ent,ART-11,ltr,The Lord of the Rings: Tales of Middle-earth,en,Art Series,,nonfoil,Art Series Gold-Stamped,,,,,,718563,,718563,Art Series: Generous Ent,5308,The Lord of the Rings: Tales of Middle-earth,,,mixed/unknown,0.02,0.08,0.06,0.08,0.15,0.2,0,,,,Low,0.02,EUR,EUR,cardmarket,718563,high,Low,2026-08-29T02:41:58+0200,"{""cardmarket_product_id"": 718563, ""history_id"": 301}",AMBIGUOUS,Cardmarket bulk data does not prove finish/treatment,false,false,false,,,,,,,,NO_COMPARISON,,,,NO_COMPARISON,ambiguous_identity,,"{""ambiguity_reasons"": [""unproven_treatment""], ""external_provenance"": [], ""scryfall_cardmarket_id"": null, ""stored_ids"": [718563], ""validated_stored_ids"": [718563]}",90,1,0.02,,
565,magic,Art Series: Mirrormere Guardian,ART-12,ltr,The Lord of the Rings: Tales of Middle-earth,en,Art Series,,nonfoil,Art Series Gold-Stamped,,,,,,718566,,718566,Art Series: Mirrormere Guardian,5308,The Lord of the Rings: Tales of Middle-earth,,,mixed/unknown,0.02,0.12,0.15,0.08,0.14,0.15,0.15,0.15,0.2,0.2,Low,0.02,EUR,EUR,cardmarket,718566,high,Low,2026-08-29T02:41:58+0200,"{""cardmarket_product_id"": 718566, ""history_id"": 302}",AMBIGUOUS,Cardmarket bulk data does not prove finish/treatment,false,false,false,,,,,,,,NO_COMPARISON,,,,NO_COMPARISON,ambiguous_identity,,"{""ambiguity_reasons"": [""unproven_treatment""], ""external_provenance"": [], ""scryfall_cardmarket_id"": null, ""stored_ids"": [718566], ""validated_stored_ids"": [718566]}",91,1,0.02,,
569,magic,"Art Series: Bilbo, Retired Burglar",ART-14,ltr,The Lord of the Rings: Tales of Middle-earth,en,Art Series,,nonfoil,Art Series Gold-Stamped,,,,,,718575,,718575,"Art Series: Bilbo, Retired Burglar",5308,The Lord of the Rings: Tales of Middle-earth,,,mixed/unknown,0.02,0.14,0.15,0.14,0.13,0.1,0.2,0.2,0.2,0.2,Low,0.02,EUR,EUR,cardmarket,718575,high,Low,2026-08-29T02:41:58+0200,"{""cardmarket_product_id"": 718575, ""history_id"": 303}",AMBIGUOUS,Cardmarket bulk data does not prove finish/treatment,false,false,false,,,,,,,,NO_COMPARISON,,,,NO_COMPARISON,ambiguous_identity,,"{""ambiguity_reasons"": [""unproven_treatment""], ""external_provenance"": [], ""scryfall_cardmarket_id"": null, ""stored_ids"": [718575], ""validated_stored_ids"": [718575]}",92,1,0.02,,
574,magic,"Art Series: Legolas, Counter of Kills",ART-17,ltr,The Lord of the Rings: Tales of Middle-earth,en,Art Series,,nonfoil,Art Series Gold-Stamped,,,,,,718582,,718582,"Art Series: Legolas, Counter of Kills",5308,The Lord of the Rings: Tales of Middle-earth,,,mixed/unknown,0.02,0.12,0.21,0.09,0.12,0.25,0,,,,Low,0.02,EUR,EUR,cardmarket,718582,high,Low,2026-08-29T02:41:58+0200,"{""cardmarket_product_id"": 718582, ""history_id"": 306}",AMBIGUOUS,Cardmarket bulk data does not prove finish/treatment,false,false,false,,,,,,,,NO_COMPARISON,,,,NO_COMPARISON,ambiguous_identity,,"{""ambiguity_reasons"": [""unproven_treatment""], ""external_provenance"": [], ""scryfall_cardmarket_id"": null, ""stored_ids"": [718582], ""validated_stored_ids"": [718582]}",93,1,0.02,,
581,magic,Art Series: Saruman of Many Colors,ART-20,ltr,The Lord of the Rings: Tales of Middle-earth,en,Art Series,,nonfoil,Art Series Gold-Stamped,,,,,,718601,,718601,Art Series: Saruman of Many Colors,5308,The Lord of the Rings: Tales of Middle-earth,,,mixed/unknown,0.02,0.15,0.1,0.1,0.16,,0,,,,Low,0.02,EUR,EUR,cardmarket,718601,high,Low,2026-08-29T02:41:58+0200,"{""cardmarket_product_id"": 718601, ""history_id"": 307}",AMBIGUOUS,Cardmarket bulk data does not prove finish/treatment,false,false,false,,,,,,,,NO_COMPARISON,,,,NO_COMPARISON,ambiguous_identity,,"{""ambiguity_reasons"": [""unproven_treatment""], ""external_provenance"": [], ""scryfall_cardmarket_id"": null, ""stored_ids"": [718601], ""validated_stored_ids"": [718601]}",94,1,0.02,,
585,magic,"Art Series: Sharkey, Tyrant of the Shire",ART-22,ltr,The Lord of the Rings: Tales of Middle-earth,en,Art Series,,nonfoil,Art Series Gold-Stamped,,,,,,718605,,718605,"Art Series: Sharkey, Tyrant of the Shire",5308,The Lord of the Rings: Tales of Middle-earth,,,mixed/unknown,0.02,0.17,0.15,0.13,0.15,,0,,,,Low,0.02,EUR,EUR,cardmarket,718605,high,Low,2026-08-29T02:41:58+0200,"{""cardmarket_product_id"": 718605, ""history_id"": 309}",AMBIGUOUS,Cardmarket bulk data does not prove finish/treatment,false,false,false,,,,,,,,NO_COMPARISON,,,,NO_COMPARISON,ambiguous_identity,,"{""ambiguity_reasons"": [""unproven_treatment""], ""external_provenance"": [], ""scryfall_cardmarket_id"": null, ""stored_ids"": [718605], ""validated_stored_ids"": [718605]}",95,1,0.02,,
586,magic,"Art Series: Shelob, Child of Ungoliant",ART-23,ltr,The Lord of the Rings: Tales of Middle-earth,en,Art Series,,nonfoil,Art Series Gold-Stamped,,,,,,718606,,718606,"Art Series: Shelob, Child of Ungoliant",5308,The Lord of the Rings: Tales of Middle-earth,,,mixed/unknown,0.02,0.14,0.15,0.12,0.14,,0,,,,Low,0.02,EUR,EUR,cardmarket,718606,high,Low,2026-08-29T02:41:58+0200,"{""cardmarket_product_id"": 718606, ""history_id"": 310}",AMBIGUOUS,Cardmarket bulk data does not prove finish/treatment,false,false,false,,,,,,,,NO_COMPARISON,,,,NO_COMPARISON,ambiguous_identity,,"{""ambiguity_reasons"": [""unproven_treatment""], ""external_provenance"": [], ""scryfall_cardmarket_id"": null, ""stored_ids"": [718606], ""validated_stored_ids"": [718606]}",96,1,0.02,,
590,magic,"Art Series: Théoden, King of Rohan",ART-25,ltr,The Lord of the Rings: Tales of Middle-earth,en,Art Series,,nonfoil,Art Series Gold-Stamped,,,,,,718610,,718610,"Art Series: Théoden, King of Rohan",5308,The Lord of the Rings: Tales of Middle-earth,,,mixed/unknown,0.02,0.13,0.1,0.11,0.15,,0,,,,Low,0.02,EUR,EUR,cardmarket,718610,high,Low,2026-08-29T02:41:58+0200,"{""cardmarket_product_id"": 718610, ""history_id"": 311}",AMBIGUOUS,Cardmarket bulk data does not prove finish/treatment,false,false,false,,,,,,,,NO_COMPARISON,,,,NO_COMPARISON,ambiguous_identity,,"{""ambiguity_reasons"": [""unproven_treatment""], ""external_provenance"": [], ""scryfall_cardmarket_id"": null, ""stored_ids"": [718610], ""validated_stored_ids"": [718610]}",97,1,0.02,,
593,magic,Art Series: Tom Bombadil,ART-26,ltr,The Lord of the Rings: Tales of Middle-earth,en,Art Series,,nonfoil,Art Series Gold-Stamped,,,,,,718613,,718613,Art Series: Tom Bombadil,5308,The Lord of the Rings: Tales of Middle-earth,,,mixed/unknown,0.02,0.13,0.15,0.11,0.12,,0,,,,Low,0.02,EUR,EUR,cardmarket,718613,high,Low,2026-08-29T02:41:58+0200,"{""cardmarket_product_id"": 718613, ""history_id"": 312}",AMBIGUOUS,Cardmarket bulk data does not prove finish/treatment,false,false,false,,,,,,,,NO_COMPARISON,,,,NO_COMPARISON,ambiguous_identity,,"{""ambiguity_reasons"": [""unproven_treatment""], ""external_provenance"": [], ""scryfall_cardmarket_id"": null, ""stored_ids"": [718613], ""validated_stored_ids"": [718613]}",98,1,0.02,,
594,magic,Art Series: Uglúk of the White Hand,ART-27,ltr,The Lord of the Rings: Tales of Middle-earth,en,Art Series,,nonfoil,Art Series Gold-Stamped,,,,,,718614,,718614,Art Series: Uglúk of the White Hand,5308,The Lord of the Rings: Tales of Middle-earth,,,mixed/unknown,0.02,0.15,0.1,0.14,0.15,,0,,,,Low,0.02,EUR,EUR,cardmarket,718614,high,Low,2026-08-29T02:41:58+0200,"{""cardmarket_product_id"": 718614, ""history_id"": 313}",AMBIGUOUS,Cardmarket bulk data does not prove finish/treatment,false,false,false,,,,,,,,NO_COMPARISON,,,,NO_COMPARISON,ambiguous_identity,,"{""ambiguity_reasons"": [""unproven_treatment""], ""external_provenance"": [], ""scryfall_cardmarket_id"": null, ""stored_ids"": [718614], ""validated_stored_ids"": [718614]}",99,1,0.02,,
601,magic,Art Series: Plains,ART-30,ltr,The Lord of the Rings: Tales of Middle-earth,en,Art Series,,nonfoil,Art Series Gold-Stamped,,,,,,718621,,718621,Art Series: Plains,5308,The Lord of the Rings: Tales of Middle-earth,,,mixed/unknown,0.02,0.12,0.15,0.13,0.13,,0,,,,Low,0.02,EUR,EUR,cardmarket,718621,high,Low,2026-08-29T02:41:58+0200,"{""cardmarket_product_id"": 718621, ""history_id"": 314}",AMBIGUOUS,Cardmarket bulk data does not prove finish/treatment,false,false,false,,,,,,,,NO_COMPARISON,,,,NO_COMPARISON,ambiguous_identity,,"{""ambiguity_reasons"": [""unproven_treatment""], ""external_provenance"": [], ""scryfall_cardmarket_id"": null, ""stored_ids"": [718621], ""validated_stored_ids"": [718621]}",100,1,0.02,,
602,magic,Art Series: Mountain,ART-31,ltr,The Lord of the Rings: Tales of Middle-earth,en,Art Series,,nonfoil,Art Series Gold-Stamped,,,,,,718622,,718622,Art Series: Mountain,5308,The Lord of the Rings: Tales of Middle-earth,,,mixed/unknown,0.02,0.14,0.15,0.12,0.15,,0,,,,Low,0.02,EUR,EUR,cardmarket,718622,high,Low,2026-08-29T02:41:58+0200,"{""cardmarket_product_id"": 718622, ""history_id"": 315}",AMBIGUOUS,Cardmarket bulk data does not prove finish/treatment,false,false,false,,,,,,,,NO_COMPARISON,,,,NO_COMPARISON,ambiguous_identity,,"{""ambiguity_reasons"": [""unproven_treatment""], ""external_provenance"": [], ""scryfall_cardmarket_id"": null, ""stored_ids"": [718622], ""validated_stored_ids"": [718622]}",101,1,0.02,,
605,magic,Art Series: Elanor Gardner,ART-32,ltr,The Lord of the Rings: Tales of Middle-earth,en,Art Series,,nonfoil,Art Series Gold-Stamped,,,,,,718625,,718625,Art Series: Elanor Gardner,5308,The Lord of the Rings: Tales of Middle-earth,,,mixed/unknown,0.02,0.11,0.1,0.1,0.15,,0,,,,Low,0.02,EUR,EUR,cardmarket,718625,high,Low,2026-08-29T02:41:58+0200,"{""cardmarket_product_id"": 718625, ""history_id"": 316}",AMBIGUOUS,Cardmarket bulk data does not prove finish/treatment,false,false,false,,,,,,,,NO_COMPARISON,,,,NO_COMPARISON,ambiguous_identity,,"{""ambiguity_reasons"": [""unproven_treatment""], ""external_provenance"": [], ""scryfall_cardmarket_id"": null, ""stored_ids"": [718625], ""validated_stored_ids"": [718625]}",102,1,0.02,,
606,magic,"Art Series: Aragorn and Arwen, Wed",ART-33,ltr,The Lord of the Rings: Tales of Middle-earth,en,Art Series,,nonfoil,Art Series Gold-Stamped,,,,,,718626,,718626,"Art Series: Aragorn and Arwen, Wed",5308,The Lord of the Rings: Tales of Middle-earth,,,mixed/unknown,0.02,0.17,0.02,0.11,0.14,,0,,,,Low,0.02,EUR,EUR,cardmarket,718626,high,Low,2026-08-29T02:41:58+0200,"{""cardmarket_product_id"": 718626, ""history_id"": 317}",AMBIGUOUS,Cardmarket bulk data does not prove finish/treatment,false,false,false,,,,,,,,NO_COMPARISON,,,,NO_COMPARISON,ambiguous_identity,,"{""ambiguity_reasons"": [""unproven_treatment""], ""external_provenance"": [], ""scryfall_cardmarket_id"": null, ""stored_ids"": [718626], ""validated_stored_ids"": [718626]}",103,1,0.02,,
614,magic,Art Series: Bilbo's Ring,ART-37,ltr,The Lord of the Rings: Tales of Middle-earth,en,Art Series,,nonfoil,Art Series Gold-Stamped,,,,,,718640,,718640,Art Series: Bilbo's Ring,5308,The Lord of the Rings: Tales of Middle-earth,,,mixed/unknown,0.02,0.13,0.15,0.12,0.13,,0,,,,Low,0.02,EUR,EUR,cardmarket,718640,high,Low,2026-08-29T02:41:58+0200,"{""cardmarket_product_id"": 718640, ""history_id"": 318}",AMBIGUOUS,Cardmarket bulk data does not prove finish/treatment,false,false,false,,,,,,,,NO_COMPARISON,,,,NO_COMPARISON,ambiguous_identity,,"{""ambiguity_reasons"": [""unproven_treatment""], ""external_provenance"": [], ""scryfall_cardmarket_id"": null, ""stored_ids"": [718640], ""validated_stored_ids"": [718640]}",104,1,0.02,,
617,magic,"Art Series: Faramir, Field Commander",ART-38,ltr,The Lord of the Rings: Tales of Middle-earth,en,Art Series,,nonfoil,Art Series Gold-Stamped,,,,,,718643,,718643,"Art Series: Faramir, Field Commander",5308,The Lord of the Rings: Tales of Middle-earth,,,mixed/unknown,0.02,0.12,0.09,0.1,0.14,,0,,,,Low,0.02,EUR,EUR,cardmarket,718643,high,Low,2026-08-29T02:41:58+0200,"{""cardmarket_product_id"": 718643, ""history_id"": 319}",AMBIGUOUS,Cardmarket bulk data does not prove finish/treatment,false,false,false,,,,,,,,NO_COMPARISON,,,,NO_COMPARISON,ambiguous_identity,,"{""ambiguity_reasons"": [""unproven_treatment""], ""external_provenance"": [], ""scryfall_cardmarket_id"": null, ""stored_ids"": [718643], ""validated_stored_ids"": [718643]}",105,1,0.02,,
620,magic,"Art Series: Elrond, Lord of Rivendell",ART-40,ltr,The Lord of the Rings: Tales of Middle-earth,en,Art Series,,nonfoil,Art Series Gold-Stamped,,,,,,718646,,718646,"Art Series: Elrond, Lord of Rivendell",5308,The Lord of the Rings: Tales of Middle-earth,,,mixed/unknown,0.02,0.18,0.15,0.09,0.18,,0,,,,Low,0.02,EUR,EUR,cardmarket,718646,high,Low,2026-08-29T02:41:58+0200,"{""cardmarket_product_id"": 718646, ""history_id"": 320}",AMBIGUOUS,Cardmarket bulk data does not prove finish/treatment,false,false,false,,,,,,,,NO_COMPARISON,,,,NO_COMPARISON,ambiguous_identity,,"{""ambiguity_reasons"": [""unproven_treatment""], ""external_provenance"": [], ""scryfall_cardmarket_id"": null, ""stored_ids"": [718646], ""validated_stored_ids"": [718646]}",106,1,0.02,,
626,magic,Art Series: Witch-king of Angmar,ART-43,ltr,The Lord of the Rings: Tales of Middle-earth,en,Gold-Stamped,,nonfoil,Art Series Gold-Stamped,,,,,,718652,,718652,Art Series: Witch-king of Angmar,5308,The Lord of the Rings: Tales of Middle-earth,,,mixed/unknown,1.5,2.87,2.5,2.19,2.06,,0,,,,Low,1.5,EUR,EUR,cardmarket,718652,high,Low,2026-08-29T02:41:58+0200,"{""cardmarket_product_id"": 718652, ""history_id"": 321}",AMBIGUOUS,Cardmarket bulk data does not prove finish/treatment,false,false,false,,,,,,,,NO_COMPARISON,,,,NO_COMPARISON,ambiguous_identity,,"{""ambiguity_reasons"": [""unproven_treatment""], ""external_provenance"": [], ""scryfall_cardmarket_id"": null, ""stored_ids"": [718652], ""validated_stored_ids"": [718652]}",107,1,1.5,,
572,magic,Art Series: Frodo Baggins,ART-47,ltr,The Lord of the Rings: Tales of Middle-earth,en,Gold-Stamped,,nonfoil,Art Series Gold-Stamped,,,,,,718580,,718580,Art Series: Frodo Baggins,5308,The Lord of the Rings: Tales of Middle-earth,,,mixed/unknown,0.2,0.58,1,0.78,0.62,,0,,,,Low,0.2,EUR,EUR,cardmarket,718580,high,Low,2026-08-29T02:41:58+0200,"{""cardmarket_product_id"": 718580, ""history_id"": 305}",AMBIGUOUS,Cardmarket bulk data does not prove finish/treatment,false,false,false,,,,,,,,NO_COMPARISON,,,,NO_COMPARISON,ambiguous_identity,,"{""ambiguity_reasons"": [""unproven_treatment""], ""external_provenance"": [], ""scryfall_cardmarket_id"": null, ""stored_ids"": [718580], ""validated_stored_ids"": [718580]}",108,1,0.2,,
