collection_item_id,game,card,current_status,classification,recovered_cardmarket_id,candidate_cardmarket_ids,original_import_evidence,legacy_evidence,external_id_evidence,scryfall_evidence,cardtrader_evidence,historical_url_evidence,provenance_gap,lost_fields,original_value,current_value,confidence_reason,remaining_blocker,next_action,magic_category
87,Magic,Art Series: The Watcher in the Water,AMBIGUOUS,EXACT_RECOVERED,718555,718555|718556,collection-ambiguous-review.done.csv source_row=48; variant=gold_stamp; set_hint=LTR; card_number=7.0; language=en; notes=NULL; cardmarket_link=https://www.cardmarket.com/en/Magic/Products/Singles/The-Lord-of-the-Rings-Tales-of-Middle-earth-Extras/Art-Series-The-Watcher-in-the-Water-V2 || collection-ambiguous-review.done.csv source_row=48; variant=gold_stamp; set_hint=LTR; card_number=7.0; language=en; notes=NULL; cardmarket_link=https://www.cardmarket.com/en/Magic/Products/Singles/The-Lord-of-the-Rings-Tales-of-Middle-earth-Extras/Art-Series-The-Watcher-in-the-Water-V2 || collection-ambiguous-review.done.csv source_row=48; variant=gold_stamp; set_hint=LTR; card_number=7.0; language=en; notes=NULL; cardmarket_link=https://www.cardmarket.com/en/Magic/Products/Singles/The-Lord-of-the-Rings-Tales-of-Middle-earth-Extras/Art-Series-The-Watcher-in-the-Water-V2 || collection-ambiguous-review.done.csv source_row=48; variant=gold_stamp; set_hint=LTR; card_number=7.0; language=en; notes=NULL; cardmarket_link=https://www.cardmarket.com/en/Magic/Products/Singles/The-Lord-of-the-Rings-Tales-of-Middle-earth-Extras/Art-Series-The-Watcher-in-the-Water-V2 || collection-ambiguous-review.done.csv source_row=48; variant=gold_stamp; set_hint=LTR; card_number=7.0; language=en; notes=NULL; cardmarket_link=https://www.cardmarket.com/en/Magic/Products/Singles/The-Lord-of-the-Rings-Tales-of-Middle-earth-Extras/Art-Series-The-Watcher-in-the-Water-V2,cards.id=554; collection_items.card_id=554; printing_variant=normal; variant_label=Art Series; finish=nonfoil; treatment=Art Series Gold-Stamped; source_variant=art_series_gold_stamped; release_kind=special; art_kind=special; catalog_status=active,cardmarket_product_mappings current=718555; status=mapped,No scryfall_raw evidence.,card_images source_card_id=250777; source_variant=NULL; source_collector_number=A07; image_language_scope=en; fallback=0 || CONFLICT: CardTrader image collector=A07 vs collection=ART-7,https://www.cardmarket.com/en/Magic/Products/Singles/The-Lord-of-the-Rings-Tales-of-Middle-earth-Extras/Art-Series-The-Watcher-in-the-Water-V2,true,cardmarket_link,https://www.cardmarket.com/en/Magic/Products/Singles/The-Lord-of-the-Rings-Tales-of-Middle-earth-Extras/Art-Series-The-Watcher-in-the-Water-V2,NULL: no Cardmarket URL/provenance-link field in collection_items/cards,"Cardmarket V.2, original gold_stamp + ART-A7 + EN + LTR, and local catalog identify one compatible Gold-Stamped product: idProduct=718555; provenance_gap=true.",None for identity recovery; provenance_gap=true; no mapping/apply performed.,Retain idProduct 718555 as final audit evidence; do not modify mappings or approve the review CSV.,Art Series Gold-Stamped
88,Magic,Art Series: Éomer of the Riddermark,AMBIGUOUS,EXACT_RECOVERED,718559,718559|718560,collection-ambiguous-review.done.csv source_row=49; variant=gold_stamp; set_hint=LTR; card_number=9.0; language=en; notes=NULL; cardmarket_link=https://www.cardmarket.com/en/Magic/Products/Singles/The-Lord-of-the-Rings-Tales-of-Middle-earth-Extras/Art-Series-Eomer-of-the-Riddermark-V2 || collection-ambiguous-review.done.csv source_row=49; variant=gold_stamp; set_hint=LTR; card_number=9.0; language=en; notes=NULL; cardmarket_link=https://www.cardmarket.com/en/Magic/Products/Singles/The-Lord-of-the-Rings-Tales-of-Middle-earth-Extras/Art-Series-Eomer-of-the-Riddermark-V2 || collection-ambiguous-review.done.csv source_row=49; variant=gold_stamp; set_hint=LTR; card_number=9.0; language=en; notes=NULL; cardmarket_link=https://www.cardmarket.com/en/Magic/Products/Singles/The-Lord-of-the-Rings-Tales-of-Middle-earth-Extras/Art-Series-Eomer-of-the-Riddermark-V2,cards.id=558; collection_items.card_id=558; printing_variant=normal; variant_label=Art Series; finish=nonfoil; treatment=Art Series Gold-Stamped; source_variant=art_series_gold_stamped; release_kind=special; art_kind=special; catalog_status=active,cardmarket_product_mappings current=718559; status=mapped,No scryfall_raw evidence.,card_images source_card_id=250707; source_variant=NULL; source_collector_number=A09; image_language_scope=en; fallback=0 || CONFLICT: CardTrader image collector=A09 vs collection=ART-9,https://www.cardmarket.com/en/Magic/Products/Singles/The-Lord-of-the-Rings-Tales-of-Middle-earth-Extras/Art-Series-Eomer-of-the-Riddermark-V2,true,cardmarket_link,https://www.cardmarket.com/en/Magic/Products/Singles/The-Lord-of-the-Rings-Tales-of-Middle-earth-Extras/Art-Series-Eomer-of-the-Riddermark-V2,NULL: no Cardmarket URL/provenance-link field in collection_items/cards,"Cardmarket V.2, original gold_stamp + ART-A9 + EN + LTR, and local catalog identify one compatible Gold-Stamped product: idProduct=718559; provenance_gap=true.",None for identity recovery; provenance_gap=true; no mapping/apply performed.,Retain idProduct 718559 as final audit evidence; do not modify mappings or approve the review CSV.,Art Series Gold-Stamped
89,Magic,"Art Series: Gimli, Counter of Kills",AMBIGUOUS,EXACT_RECOVERED,718561,718561|718562|718654|718655,collection-ambiguous-review.done.csv source_row=50; variant=gold_stamp; set_hint=LTR; card_number=10.0; language=en; notes=NULL; cardmarket_link=https://www.cardmarket.com/en/Magic/Products/Singles/The-Lord-of-the-Rings-Tales-of-Middle-earth-Extras/Art-Series-Gimli-Counter-of-Kills-V2 || collection-ambiguous-review.done.csv source_row=50; variant=gold_stamp; set_hint=LTR; card_number=10.0; language=en; notes=NULL; cardmarket_link=https://www.cardmarket.com/en/Magic/Products/Singles/The-Lord-of-the-Rings-Tales-of-Middle-earth-Extras/Art-Series-Gimli-Counter-of-Kills-V2 || collection-ambiguous-review.done.csv source_row=50; variant=gold_stamp; set_hint=LTR; card_number=10.0; language=en; notes=NULL; cardmarket_link=https://www.cardmarket.com/en/Magic/Products/Singles/The-Lord-of-the-Rings-Tales-of-Middle-earth-Extras/Art-Series-Gimli-Counter-of-Kills-V2 || collection-ambiguous-review.done.csv source_row=50; variant=gold_stamp; set_hint=LTR; card_number=10.0; language=en; notes=NULL; cardmarket_link=https://www.cardmarket.com/en/Magic/Products/Singles/The-Lord-of-the-Rings-Tales-of-Middle-earth-Extras/Art-Series-Gimli-Counter-of-Kills-V2 || collection-ambiguous-review.done.csv source_row=50; variant=gold_stamp; set_hint=LTR; card_number=10.0; language=en; notes=NULL; cardmarket_link=https://www.cardmarket.com/en/Magic/Products/Singles/The-Lord-of-the-Rings-Tales-of-Middle-earth-Extras/Art-Series-Gimli-Counter-of-Kills-V2 || collection-ambiguous-review.done.csv source_row=50; variant=gold_stamp; set_hint=LTR; card_number=10.0; language=en; notes=NULL; cardmarket_link=https://www.cardmarket.com/en/Magic/Products/Singles/The-Lord-of-the-Rings-Tales-of-Middle-earth-Extras/Art-Series-Gimli-Counter-of-Kills-V2,cards.id=560; collection_items.card_id=560; printing_variant=other; variant_label=Gold-Stamped; finish=nonfoil; treatment=Art Series Gold-Stamped; source_variant=art_series_gold_stamped; release_kind=special; art_kind=special; catalog_status=active,cardmarket_product_mappings current=718561; status=mapped,No scryfall_raw evidence.,card_images source_card_id=250688; source_variant=Gold-Stamped; source_collector_number=A10g; image_language_scope=en; fallback=0,https://www.cardmarket.com/en/Magic/Products/Singles/The-Lord-of-the-Rings-Tales-of-Middle-earth-Extras/Art-Series-Gimli-Counter-of-Kills-V2,true,cardmarket_link,https://www.cardmarket.com/en/Magic/Products/Singles/The-Lord-of-the-Rings-Tales-of-Middle-earth-Extras/Art-Series-Gimli-Counter-of-Kills-V2,NULL: no Cardmarket URL/provenance-link field in collection_items/cards,"Cardmarket V.2, original gold_stamp + ART-A10 + EN + LTR, and local catalog identify one compatible Gold-Stamped product: idProduct=718561; provenance_gap=true.",None for identity recovery; provenance_gap=true; no mapping/apply performed.,Retain idProduct 718561 as final audit evidence; do not modify mappings or approve the review CSV.,Art Series Gold-Stamped
90,Magic,Art Series: Generous Ent,AMBIGUOUS,EXACT_RECOVERED,718563,718563|718564,collection-ambiguous-review.done.csv source_row=51; variant=gold_stamp; set_hint=LTR; card_number=11.0; language=en; notes=NULL; cardmarket_link=https://www.cardmarket.com/en/Magic/Products/Singles/The-Lord-of-the-Rings-Tales-of-Middle-earth-Extras/Art-Series-Generous-Ent-V2 || collection-ambiguous-review.done.csv source_row=51; variant=gold_stamp; set_hint=LTR; card_number=11.0; language=en; notes=NULL; cardmarket_link=https://www.cardmarket.com/en/Magic/Products/Singles/The-Lord-of-the-Rings-Tales-of-Middle-earth-Extras/Art-Series-Generous-Ent-V2 || collection-ambiguous-review.done.csv source_row=51; variant=gold_stamp; set_hint=LTR; card_number=11.0; language=en; notes=NULL; cardmarket_link=https://www.cardmarket.com/en/Magic/Products/Singles/The-Lord-of-the-Rings-Tales-of-Middle-earth-Extras/Art-Series-Generous-Ent-V2,cards.id=562; collection_items.card_id=562; printing_variant=normal; variant_label=Art Series; finish=nonfoil; treatment=Art Series Gold-Stamped; source_variant=art_series_gold_stamped; release_kind=special; art_kind=special; catalog_status=active,cardmarket_product_mappings current=718563; status=mapped,No scryfall_raw evidence.,card_images source_card_id=250706; source_variant=NULL; source_collector_number=A11; image_language_scope=en; fallback=0,https://www.cardmarket.com/en/Magic/Products/Singles/The-Lord-of-the-Rings-Tales-of-Middle-earth-Extras/Art-Series-Generous-Ent-V2,true,cardmarket_link,https://www.cardmarket.com/en/Magic/Products/Singles/The-Lord-of-the-Rings-Tales-of-Middle-earth-Extras/Art-Series-Generous-Ent-V2,NULL: no Cardmarket URL/provenance-link field in collection_items/cards,"Cardmarket V.2, original gold_stamp + ART-A11 + EN + LTR, and local catalog identify one compatible Gold-Stamped product: idProduct=718563; provenance_gap=true.",None for identity recovery; provenance_gap=true; no mapping/apply performed.,Retain idProduct 718563 as final audit evidence; do not modify mappings or approve the review CSV.,Art Series Gold-Stamped
91,Magic,Art Series: Mirrormere Guardian,AMBIGUOUS,EXACT_RECOVERED,718565,718565|718566,collection-ambiguous-review.done.csv source_row=52; variant=gold_stamp; set_hint=LTR; card_number=12.0; language=en; notes=NULL; cardmarket_link=https://product-images.s3.cardmarket.com/1/XLTR/718565/718565.jpg || collection-ambiguous-review.done.csv source_row=52; variant=gold_stamp; set_hint=LTR; card_number=12.0; language=en; notes=NULL; cardmarket_link=https://product-images.s3.cardmarket.com/1/XLTR/718565/718565.jpg || collection-ambiguous-review.done.csv source_row=52; variant=gold_stamp; set_hint=LTR; card_number=12.0; language=en; notes=NULL; cardmarket_link=https://product-images.s3.cardmarket.com/1/XLTR/718565/718565.jpg,cards.id=565; collection_items.card_id=565; printing_variant=normal; variant_label=Art Series; finish=nonfoil; treatment=Art Series Gold-Stamped; source_variant=art_series_gold_stamped; release_kind=special; art_kind=special; catalog_status=active,cardmarket_product_mappings current=718566; status=mapped,No scryfall_raw evidence.,card_images source_card_id=250745; source_variant=NULL; source_collector_number=A12; image_language_scope=en; fallback=0,https://product-images.s3.cardmarket.com/1/XLTR/718565/718565.jpg,true,cardmarket_link,https://product-images.s3.cardmarket.com/1/XLTR/718565/718565.jpg,NULL: no Cardmarket URL/provenance-link field in collection_items/cards,Unique local Cardmarket idProduct=718565 embedded in historical Cardmarket image URL; original import proves gold_stamp + ART-12 + name + EN + LTR; URL selects one product among 718565|718566. Current mapping is evidence only.,None for identity recovery; this report does not authorize pricing/apply/approval.,Retain idProduct 718565 as audit evidence; do not modify the review CSV or approve this row.,Art Series Gold-Stamped
92,Magic,"Art Series: Bilbo, Retired Burglar",AMBIGUOUS,EXACT_RECOVERED,718575,718573|718575,collection-ambiguous-review.done.csv source_row=53; variant=gold_stamp; set_hint=LTR; card_number=14.0; language=en; notes=NULL; cardmarket_link=https://www.cardmarket.com/en/Magic/Products/Singles/The-Lord-of-the-Rings-Tales-of-Middle-earth-Extras/Art-Series-Bilbo-Retired-Burglar-V2 || collection-ambiguous-review.done.csv source_row=53; variant=gold_stamp; set_hint=LTR; card_number=14.0; language=en; notes=NULL; cardmarket_link=https://www.cardmarket.com/en/Magic/Products/Singles/The-Lord-of-the-Rings-Tales-of-Middle-earth-Extras/Art-Series-Bilbo-Retired-Burglar-V2 || collection-ambiguous-review.done.csv source_row=53; variant=gold_stamp; set_hint=LTR; card_number=14.0; language=en; notes=NULL; cardmarket_link=https://www.cardmarket.com/en/Magic/Products/Singles/The-Lord-of-the-Rings-Tales-of-Middle-earth-Extras/Art-Series-Bilbo-Retired-Burglar-V2 || collection-ambiguous-review.done.csv source_row=53; variant=gold_stamp; set_hint=LTR; card_number=14.0; language=en; notes=NULL; cardmarket_link=https://www.cardmarket.com/en/Magic/Products/Singles/The-Lord-of-the-Rings-Tales-of-Middle-earth-Extras/Art-Series-Bilbo-Retired-Burglar-V2 || collection-ambiguous-review.done.csv source_row=53; variant=gold_stamp; set_hint=LTR; card_number=14.0; language=en; notes=NULL; cardmarket_link=https://www.cardmarket.com/en/Magic/Products/Singles/The-Lord-of-the-Rings-Tales-of-Middle-earth-Extras/Art-Series-Bilbo-Retired-Burglar-V2,cards.id=569; collection_items.card_id=569; printing_variant=normal; variant_label=Art Series; finish=nonfoil; treatment=Art Series Gold-Stamped; source_variant=art_series_gold_stamped; release_kind=special; art_kind=special; catalog_status=active,cardmarket_product_mappings current=718575; status=mapped,No scryfall_raw evidence.,card_images source_card_id=250727; source_variant=NULL; source_collector_number=A14; image_language_scope=en; fallback=0,https://www.cardmarket.com/en/Magic/Products/Singles/The-Lord-of-the-Rings-Tales-of-Middle-earth-Extras/Art-Series-Bilbo-Retired-Burglar-V2,true,cardmarket_link,https://www.cardmarket.com/en/Magic/Products/Singles/The-Lord-of-the-Rings-Tales-of-Middle-earth-Extras/Art-Series-Bilbo-Retired-Burglar-V2,NULL: no Cardmarket URL/provenance-link field in collection_items/cards,"Cardmarket V.2, original gold_stamp + ART-A14 + EN + LTR, and local catalog identify one compatible Gold-Stamped product: idProduct=718575; provenance_gap=true.",None for identity recovery; provenance_gap=true; no mapping/apply performed.,Retain idProduct 718575 as final audit evidence; do not modify mappings or approve the review CSV.,Art Series Gold-Stamped
93,Magic,"Art Series: Legolas, Counter of Kills",AMBIGUOUS,EXACT_RECOVERED,718582,718582|718583,collection-ambiguous-review.done.csv source_row=54; variant=gold_stamp; set_hint=LTR; card_number=17.0; language=en; notes=NULL; cardmarket_link=https://www.cardmarket.com/en/Magic/Products/Singles/The-Lord-of-the-Rings-Tales-of-Middle-earth-Extras/Art-Series-Legolas-Counter-of-Kills-V2 || collection-ambiguous-review.done.csv source_row=54; variant=gold_stamp; set_hint=LTR; card_number=17.0; language=en; notes=NULL; cardmarket_link=https://www.cardmarket.com/en/Magic/Products/Singles/The-Lord-of-the-Rings-Tales-of-Middle-earth-Extras/Art-Series-Legolas-Counter-of-Kills-V2 || collection-ambiguous-review.done.csv source_row=54; variant=gold_stamp; set_hint=LTR; card_number=17.0; language=en; notes=NULL; cardmarket_link=https://www.cardmarket.com/en/Magic/Products/Singles/The-Lord-of-the-Rings-Tales-of-Middle-earth-Extras/Art-Series-Legolas-Counter-of-Kills-V2 || collection-ambiguous-review.done.csv source_row=54; variant=gold_stamp; set_hint=LTR; card_number=17.0; language=en; notes=NULL; cardmarket_link=https://www.cardmarket.com/en/Magic/Products/Singles/The-Lord-of-the-Rings-Tales-of-Middle-earth-Extras/Art-Series-Legolas-Counter-of-Kills-V2,cards.id=574; collection_items.card_id=574; printing_variant=normal; variant_label=Art Series; finish=nonfoil; treatment=Art Series Gold-Stamped; source_variant=art_series_gold_stamped; release_kind=special; art_kind=special; catalog_status=active,cardmarket_product_mappings current=718582; status=mapped,No scryfall_raw evidence.,card_images source_card_id=250753; source_variant=NULL; source_collector_number=A17; image_language_scope=en; fallback=0,https://www.cardmarket.com/en/Magic/Products/Singles/The-Lord-of-the-Rings-Tales-of-Middle-earth-Extras/Art-Series-Legolas-Counter-of-Kills-V2,true,cardmarket_link,https://www.cardmarket.com/en/Magic/Products/Singles/The-Lord-of-the-Rings-Tales-of-Middle-earth-Extras/Art-Series-Legolas-Counter-of-Kills-V2,NULL: no Cardmarket URL/provenance-link field in collection_items/cards,"Cardmarket V.2, original gold_stamp + ART-A17 + EN + LTR, and local catalog identify one compatible Gold-Stamped product: idProduct=718582; provenance_gap=true.",None for identity recovery; provenance_gap=true; no mapping/apply performed.,Retain idProduct 718582 as final audit evidence; do not modify mappings or approve the review CSV.,Art Series Gold-Stamped
94,Magic,Art Series: Saruman of Many Colors,AMBIGUOUS,EXACT_RECOVERED,718601,718600|718601,collection-ambiguous-review.done.csv source_row=55; variant=gold_stamp; set_hint=LTR; card_number=20.0; language=en; notes=NULL; cardmarket_link=https://www.cardmarket.com/en/Magic/Products/Singles/The-Lord-of-the-Rings-Tales-of-Middle-earth-Extras/Art-Series-Saruman-of-Many-Colors-V2 || collection-ambiguous-review.done.csv source_row=55; variant=gold_stamp; set_hint=LTR; card_number=20.0; language=en; notes=NULL; cardmarket_link=https://www.cardmarket.com/en/Magic/Products/Singles/The-Lord-of-the-Rings-Tales-of-Middle-earth-Extras/Art-Series-Saruman-of-Many-Colors-V2 || collection-ambiguous-review.done.csv source_row=55; variant=gold_stamp; set_hint=LTR; card_number=20.0; language=en; notes=NULL; cardmarket_link=https://www.cardmarket.com/en/Magic/Products/Singles/The-Lord-of-the-Rings-Tales-of-Middle-earth-Extras/Art-Series-Saruman-of-Many-Colors-V2 || collection-ambiguous-review.done.csv source_row=55; variant=gold_stamp; set_hint=LTR; card_number=20.0; language=en; notes=NULL; cardmarket_link=https://www.cardmarket.com/en/Magic/Products/Singles/The-Lord-of-the-Rings-Tales-of-Middle-earth-Extras/Art-Series-Saruman-of-Many-Colors-V2 || collection-ambiguous-review.done.csv source_row=55; variant=gold_stamp; set_hint=LTR; card_number=20.0; language=en; notes=NULL; cardmarket_link=https://www.cardmarket.com/en/Magic/Products/Singles/The-Lord-of-the-Rings-Tales-of-Middle-earth-Extras/Art-Series-Saruman-of-Many-Colors-V2 || collection-ambiguous-review.done.csv source_row=55; variant=gold_stamp; set_hint=LTR; card_number=20.0; language=en; notes=NULL; cardmarket_link=https://www.cardmarket.com/en/Magic/Products/Singles/The-Lord-of-the-Rings-Tales-of-Middle-earth-Extras/Art-Series-Saruman-of-Many-Colors-V2,cards.id=581; collection_items.card_id=581; printing_variant=normal; variant_label=Art Series; finish=nonfoil; treatment=Art Series Gold-Stamped; source_variant=art_series_gold_stamped; release_kind=special; art_kind=special; catalog_status=active,cardmarket_product_mappings current=718601; status=mapped,No scryfall_raw evidence.,card_images source_card_id=250735; source_variant=NULL; source_collector_number=A20; image_language_scope=en; fallback=0,https://www.cardmarket.com/en/Magic/Products/Singles/The-Lord-of-the-Rings-Tales-of-Middle-earth-Extras/Art-Series-Saruman-of-Many-Colors-V2,true,cardmarket_link,https://www.cardmarket.com/en/Magic/Products/Singles/The-Lord-of-the-Rings-Tales-of-Middle-earth-Extras/Art-Series-Saruman-of-Many-Colors-V2,NULL: no Cardmarket URL/provenance-link field in collection_items/cards,"Cardmarket V.2, original gold_stamp + ART-A20 + EN + LTR, and local catalog identify one compatible Gold-Stamped product: idProduct=718601; provenance_gap=true.",None for identity recovery; provenance_gap=true; no mapping/apply performed.,Retain idProduct 718601 as final audit evidence; do not modify mappings or approve the review CSV.,Art Series Gold-Stamped
95,Magic,"Art Series: Sharkey, Tyrant of the Shire",AMBIGUOUS,EXACT_RECOVERED,718605,718604|718605,collection-ambiguous-review.done.csv source_row=56; variant=gold_stamp; set_hint=LTR; card_number=22.0; language=en; notes=NULL; cardmarket_link=https://www.cardmarket.com/en/Magic/Products/Singles/The-Lord-of-the-Rings-Tales-of-Middle-earth-Extras/Art-Series-Sharkey-Tyrant-of-the-Shire-V2 || collection-ambiguous-review.done.csv source_row=56; variant=gold_stamp; set_hint=LTR; card_number=22.0; language=en; notes=NULL; cardmarket_link=https://www.cardmarket.com/en/Magic/Products/Singles/The-Lord-of-the-Rings-Tales-of-Middle-earth-Extras/Art-Series-Sharkey-Tyrant-of-the-Shire-V2 || collection-ambiguous-review.done.csv source_row=56; variant=gold_stamp; set_hint=LTR; card_number=22.0; language=en; notes=NULL; cardmarket_link=https://www.cardmarket.com/en/Magic/Products/Singles/The-Lord-of-the-Rings-Tales-of-Middle-earth-Extras/Art-Series-Sharkey-Tyrant-of-the-Shire-V2 || collection-ambiguous-review.done.csv source_row=56; variant=gold_stamp; set_hint=LTR; card_number=22.0; language=en; notes=NULL; cardmarket_link=https://www.cardmarket.com/en/Magic/Products/Singles/The-Lord-of-the-Rings-Tales-of-Middle-earth-Extras/Art-Series-Sharkey-Tyrant-of-the-Shire-V2 || collection-ambiguous-review.done.csv source_row=56; variant=gold_stamp; set_hint=LTR; card_number=22.0; language=en; notes=NULL; cardmarket_link=https://www.cardmarket.com/en/Magic/Products/Singles/The-Lord-of-the-Rings-Tales-of-Middle-earth-Extras/Art-Series-Sharkey-Tyrant-of-the-Shire-V2,cards.id=585; collection_items.card_id=585; printing_variant=normal; variant_label=Art Series; finish=nonfoil; treatment=Art Series Gold-Stamped; source_variant=art_series_gold_stamped; release_kind=special; art_kind=special; catalog_status=active,cardmarket_product_mappings current=718605; status=mapped,No scryfall_raw evidence.,card_images source_card_id=250767; source_variant=NULL; source_collector_number=A22; image_language_scope=en; fallback=0,https://www.cardmarket.com/en/Magic/Products/Singles/The-Lord-of-the-Rings-Tales-of-Middle-earth-Extras/Art-Series-Sharkey-Tyrant-of-the-Shire-V2,true,cardmarket_link,https://www.cardmarket.com/en/Magic/Products/Singles/The-Lord-of-the-Rings-Tales-of-Middle-earth-Extras/Art-Series-Sharkey-Tyrant-of-the-Shire-V2,NULL: no Cardmarket URL/provenance-link field in collection_items/cards,"Cardmarket V.2, original gold_stamp + ART-A22 + EN + LTR, and local catalog identify one compatible Gold-Stamped product: idProduct=718605; provenance_gap=true.",None for identity recovery; provenance_gap=true; no mapping/apply performed.,Retain idProduct 718605 as final audit evidence; do not modify mappings or approve the review CSV.,Art Series Gold-Stamped
96,Magic,"Art Series: Shelob, Child of Ungoliant",AMBIGUOUS,EXACT_RECOVERED,718606,718606|718607,collection-ambiguous-review.done.csv source_row=57; variant=gold_stamp; set_hint=LTR; card_number=23.0; language=en; notes=NULL; cardmarket_link=https://www.cardmarket.com/en/Magic/Products/Singles/The-Lord-of-the-Rings-Tales-of-Middle-earth-Extras/Art-Series-Shelob-Child-of-Ungoliant-V2 || collection-ambiguous-review.done.csv source_row=57; variant=gold_stamp; set_hint=LTR; card_number=23.0; language=en; notes=NULL; cardmarket_link=https://www.cardmarket.com/en/Magic/Products/Singles/The-Lord-of-the-Rings-Tales-of-Middle-earth-Extras/Art-Series-Shelob-Child-of-Ungoliant-V2 || collection-ambiguous-review.done.csv source_row=57; variant=gold_stamp; set_hint=LTR; card_number=23.0; language=en; notes=NULL; cardmarket_link=https://www.cardmarket.com/en/Magic/Products/Singles/The-Lord-of-the-Rings-Tales-of-Middle-earth-Extras/Art-Series-Shelob-Child-of-Ungoliant-V2 || collection-ambiguous-review.done.csv source_row=57; variant=gold_stamp; set_hint=LTR; card_number=23.0; language=en; notes=NULL; cardmarket_link=https://www.cardmarket.com/en/Magic/Products/Singles/The-Lord-of-the-Rings-Tales-of-Middle-earth-Extras/Art-Series-Shelob-Child-of-Ungoliant-V2 || collection-ambiguous-review.done.csv source_row=57; variant=gold_stamp; set_hint=LTR; card_number=23.0; language=en; notes=NULL; cardmarket_link=https://www.cardmarket.com/en/Magic/Products/Singles/The-Lord-of-the-Rings-Tales-of-Middle-earth-Extras/Art-Series-Shelob-Child-of-Ungoliant-V2,cards.id=586; collection_items.card_id=586; printing_variant=normal; variant_label=Art Series; finish=nonfoil; treatment=Art Series Gold-Stamped; source_variant=art_series_gold_stamped; release_kind=special; art_kind=special; catalog_status=active,cardmarket_product_mappings current=718606; status=mapped,No scryfall_raw evidence.,card_images source_card_id=250770; source_variant=NULL; source_collector_number=A23; image_language_scope=en; fallback=0,https://www.cardmarket.com/en/Magic/Products/Singles/The-Lord-of-the-Rings-Tales-of-Middle-earth-Extras/Art-Series-Shelob-Child-of-Ungoliant-V2,true,cardmarket_link,https://www.cardmarket.com/en/Magic/Products/Singles/The-Lord-of-the-Rings-Tales-of-Middle-earth-Extras/Art-Series-Shelob-Child-of-Ungoliant-V2,NULL: no Cardmarket URL/provenance-link field in collection_items/cards,"Cardmarket V.2, original gold_stamp + ART-A23 + EN + LTR, and local catalog identify one compatible Gold-Stamped product: idProduct=718606; provenance_gap=true.",None for identity recovery; provenance_gap=true; no mapping/apply performed.,Retain idProduct 718606 as final audit evidence; do not modify mappings or approve the review CSV.,Art Series Gold-Stamped
97,Magic,"Art Series: Théoden, King of Rohan",AMBIGUOUS,EXACT_RECOVERED,718610,718610|718611,collection-ambiguous-review.done.csv source_row=58; variant=gold_stamp; set_hint=LTR; card_number=25.0; language=en; notes=NULL; cardmarket_link=https://www.cardmarket.com/en/Magic/Products/Singles/The-Lord-of-the-Rings-Tales-of-Middle-earth-Extras/Art-Series-Theoden-King-of-Rohan-V2 || collection-ambiguous-review.done.csv source_row=58; variant=gold_stamp; set_hint=LTR; card_number=25.0; language=en; notes=NULL; cardmarket_link=https://www.cardmarket.com/en/Magic/Products/Singles/The-Lord-of-the-Rings-Tales-of-Middle-earth-Extras/Art-Series-Theoden-King-of-Rohan-V2 || collection-ambiguous-review.done.csv source_row=58; variant=gold_stamp; set_hint=LTR; card_number=25.0; language=en; notes=NULL; cardmarket_link=https://www.cardmarket.com/en/Magic/Products/Singles/The-Lord-of-the-Rings-Tales-of-Middle-earth-Extras/Art-Series-Theoden-King-of-Rohan-V2,cards.id=590; collection_items.card_id=590; printing_variant=normal; variant_label=Art Series; finish=nonfoil; treatment=Art Series Gold-Stamped; source_variant=art_series_gold_stamped; release_kind=special; art_kind=special; catalog_status=active,cardmarket_product_mappings current=718610; status=mapped,No scryfall_raw evidence.,card_images source_card_id=250768; source_variant=NULL; source_collector_number=A25; image_language_scope=en; fallback=0,https://www.cardmarket.com/en/Magic/Products/Singles/The-Lord-of-the-Rings-Tales-of-Middle-earth-Extras/Art-Series-Theoden-King-of-Rohan-V2,true,cardmarket_link,https://www.cardmarket.com/en/Magic/Products/Singles/The-Lord-of-the-Rings-Tales-of-Middle-earth-Extras/Art-Series-Theoden-King-of-Rohan-V2,NULL: no Cardmarket URL/provenance-link field in collection_items/cards,"Cardmarket V.2, original gold_stamp + ART-A25 + EN + LTR, and local catalog identify one compatible Gold-Stamped product: idProduct=718610; provenance_gap=true.",None for identity recovery; provenance_gap=true; no mapping/apply performed.,Retain idProduct 718610 as final audit evidence; do not modify mappings or approve the review CSV.,Art Series Gold-Stamped
