idMetacard,product_count,product_ids,product_names,matched_numbers,matched_names,matched_finishes,grouping_behavior,mapping_statuses,notes
421092,1,719455,Weedle [Ram | Bug Bite],013,Weedle,,one_product,PROBABLE,"idMetacard is a Cardmarket grouping key, not a catalog card identity; duplicate names/products require finish or numbered evidence."
421093,1,719456,Kakuna [Cocoon Cover | Zzzt],014,Kakuna,,one_product,PROBABLE,"idMetacard is a Cardmarket grouping key, not a catalog card identity; duplicate names/products require finish or numbered evidence."
421094,1,719457,Beedrill [Nadir Needle | Pierce],015,Beedrill,,one_product,PROBABLE,"idMetacard is a Cardmarket grouping key, not a catalog card identity; duplicate names/products require finish or numbered evidence."
421095,1,719458,Pidgey [Call for Family | Tackle],016,Pidgey,,one_product,PROBABLE,"idMetacard is a Cardmarket grouping key, not a catalog card identity; duplicate names/products require finish or numbered evidence."
421096,1,719459,Pidgeotto [Flap],017,Pidgeotto,,one_product,PROBABLE,"idMetacard is a Cardmarket grouping key, not a catalog card identity; duplicate names/products require finish or numbered evidence."
421097,1,719460,Pidgeot [Flap | Fly],018,Pidgeot,,one_product,PROBABLE,"idMetacard is a Cardmarket grouping key, not a catalog card identity; duplicate names/products require finish or numbered evidence."
421098,1,719461,Rattata [Gnaw the Wound],019,Rattata,,one_product,PROBABLE,"idMetacard is a Cardmarket grouping key, not a catalog card identity; duplicate names/products require finish or numbered evidence."
421099,1,719462,Raticate [Second Bite],020,Raticate,,one_product,PROBABLE,"idMetacard is a Cardmarket grouping key, not a catalog card identity; duplicate names/products require finish or numbered evidence."
421100,1,719463,Spearow [Evolutionary Advantage | Speed Dive],021,Spearow,,one_product,PROBABLE,"idMetacard is a Cardmarket grouping key, not a catalog card identity; duplicate names/products require finish or numbered evidence."
421101,1,719464,Fearow [Beak Catch | Speed Dive],022,Fearow,,one_product,PROBABLE,"idMetacard is a Cardmarket grouping key, not a catalog card identity; duplicate names/products require finish or numbered evidence."
421102,1,719465,Ekans [Acid Spray],023,Ekans,,one_product,PROBABLE,"idMetacard is a Cardmarket grouping key, not a catalog card identity; duplicate names/products require finish or numbered evidence."
421103,2,"719466,719640",Arbok ex [Bind Down | Menacing Fangs] || Arbok ex [Bind Down | Menacing Fangs],,,,multiple_products_unresolved,AMBIGUOUS,"idMetacard is a Cardmarket grouping key, not a catalog card identity; duplicate names/products require finish or numbered evidence."
421104,2,"719467,719626",Pikachu [Charge | Pika Punch] || Pikachu [Charge | Pika Punch],,,,multiple_products_unresolved,AMBIGUOUS,"idMetacard is a Cardmarket grouping key, not a catalog card identity; duplicate names/products require finish or numbered evidence."
421105,1,719468,Raichu [Electrical Grounding | Thunder],026,Raichu,,one_product,PROBABLE,"idMetacard is a Cardmarket grouping key, not a catalog card identity; duplicate names/products require finish or numbered evidence."
421106,1,719469,Sandshrew [Sand Screen | Scratch],027,Sandshrew,,one_product,PROBABLE,"idMetacard is a Cardmarket grouping key, not a catalog card identity; duplicate names/products require finish or numbered evidence."
421107,1,719470,Sandslash [Rumble | Spike Rend],028,Sandslash,,one_product,PROBABLE,"idMetacard is a Cardmarket grouping key, not a catalog card identity; duplicate names/products require finish or numbered evidence."
421108,1,719471,Nidoran [F] [Poison Horn],029,Nidoran♀,,one_product,PROBABLE,"idMetacard is a Cardmarket grouping key, not a catalog card identity; duplicate names/products require finish or numbered evidence."
421109,1,719472,Nidorina [Fetch Family | Sharp Fang],030,Nidorina,,one_product,PROBABLE,"idMetacard is a Cardmarket grouping key, not a catalog card identity; duplicate names/products require finish or numbered evidence."
421110,1,719473,Nidoqueen [Queen Press | Lunge Out],031,Nidoqueen,,one_product,PROBABLE,"idMetacard is a Cardmarket grouping key, not a catalog card identity; duplicate names/products require finish or numbered evidence."
421111,1,719474,Nidoran [M] [Horn Attack],032,Nidoran♂,,one_product,PROBABLE,"idMetacard is a Cardmarket grouping key, not a catalog card identity; duplicate names/products require finish or numbered evidence."
421112,1,719475,Nidorino [Sharp Fang | Superpowered Horns],033,Nidorino,,one_product,PROBABLE,"idMetacard is a Cardmarket grouping key, not a catalog card identity; duplicate names/products require finish or numbered evidence."
421113,2,"719476,719627",Nidoking [Enthusiastic King | Venom Impact] || Nidoking [Enthusiastic King | Venom Impact],,,,multiple_products_unresolved,AMBIGUOUS,"idMetacard is a Cardmarket grouping key, not a catalog card identity; duplicate names/products require finish or numbered evidence."
421114,1,719477,Clefairy [Moon-Viewing Invitation | Smack],035,Clefairy,,one_product,PROBABLE,"idMetacard is a Cardmarket grouping key, not a catalog card identity; duplicate names/products require finish or numbered evidence."
421115,1,719478,Clefable [Follow Me | More Moon],036,Clefable,,one_product,PROBABLE,"idMetacard is a Cardmarket grouping key, not a catalog card identity; duplicate names/products require finish or numbered evidence."
421116,1,719479,Vulpix [Super Singe],037,Vulpix,,one_product,PROBABLE,"idMetacard is a Cardmarket grouping key, not a catalog card identity; duplicate names/products require finish or numbered evidence."
421117,2,"719480,719641",Ninetales ex [Heat Wave | Mirrored Flames] || Ninetales ex [Heat Wave | Mirrored Flames],,,,multiple_products_unresolved,AMBIGUOUS,"idMetacard is a Cardmarket grouping key, not a catalog card identity; duplicate names/products require finish or numbered evidence."
421118,1,719481,Jigglypuff [Lead | Stompy Stomp],039,Jigglypuff,,one_product,PROBABLE,"idMetacard is a Cardmarket grouping key, not a catalog card identity; duplicate names/products require finish or numbered evidence."
421119,2,"719482,719642",Wigglytuff ex [Expanding Body | Friend Tackle] || Wigglytuff ex [Expanding Body | Friend Tackle],,,,multiple_products_unresolved,AMBIGUOUS,"idMetacard is a Cardmarket grouping key, not a catalog card identity; duplicate names/products require finish or numbered evidence."
421120,1,719483,Zubat [Revealing Echo | Bite],041,Zubat,,one_product,PROBABLE,"idMetacard is a Cardmarket grouping key, not a catalog card identity; duplicate names/products require finish or numbered evidence."
421121,1,719484,Golbat [Skill Dive],042,Golbat,,one_product,PROBABLE,"idMetacard is a Cardmarket grouping key, not a catalog card identity; duplicate names/products require finish or numbered evidence."
421122,1,719485,Oddish [Razor Leaf],043,Oddish,,one_product,PROBABLE,"idMetacard is a Cardmarket grouping key, not a catalog card identity; duplicate names/products require finish or numbered evidence."
421123,1,719486,Gloom [Semi-Blooming Energy | Drool],044,Gloom,,one_product,PROBABLE,"idMetacard is a Cardmarket grouping key, not a catalog card identity; duplicate names/products require finish or numbered evidence."
421124,1,719487,Vileplume [Fully Blooming Energy | Solar Beam],045,Vileplume,,one_product,PROBABLE,"idMetacard is a Cardmarket grouping key, not a catalog card identity; duplicate names/products require finish or numbered evidence."
421125,1,719488,Paras [Stampede | Spore Ball],046,Paras,,one_product,PROBABLE,"idMetacard is a Cardmarket grouping key, not a catalog card identity; duplicate names/products require finish or numbered evidence."
421126,1,719489,Parasect [Spread Filaments | Claw Slash],047,Parasect,,one_product,PROBABLE,"idMetacard is a Cardmarket grouping key, not a catalog card identity; duplicate names/products require finish or numbered evidence."
421127,1,719490,Venonat [Gnaw | Beam],048,Venonat,,one_product,PROBABLE,"idMetacard is a Cardmarket grouping key, not a catalog card identity; duplicate names/products require finish or numbered evidence."
421128,1,719491,Venomoth [Perplexing Powder | Speed Wing],049,Venomoth,,one_product,PROBABLE,"idMetacard is a Cardmarket grouping key, not a catalog card identity; duplicate names/products require finish or numbered evidence."
421129,1,719492,Diglett [Headbutt Bounce | Mud-Slap],050,Diglett,,one_product,PROBABLE,"idMetacard is a Cardmarket grouping key, not a catalog card identity; duplicate names/products require finish or numbered evidence."
421130,1,719493,Dugtrio [Headbutt Bounce | Mud Bomb],051,Dugtrio,,one_product,PROBABLE,"idMetacard is a Cardmarket grouping key, not a catalog card identity; duplicate names/products require finish or numbered evidence."
421131,1,719494,Meowth [Come Here Right Meow | Dig Claws],052,Meowth,,one_product,PROBABLE,"idMetacard is a Cardmarket grouping key, not a catalog card identity; duplicate names/products require finish or numbered evidence."
421132,1,719495,Persian [Rocket Call | Slash],053,Persian,,one_product,PROBABLE,"idMetacard is a Cardmarket grouping key, not a catalog card identity; duplicate names/products require finish or numbered evidence."
421133,2,"719496,719628",Psyduck [Overthinking | Water Gun] || Psyduck [Overthinking | Water Gun],,,,multiple_products_unresolved,AMBIGUOUS,"idMetacard is a Cardmarket grouping key, not a catalog card identity; duplicate names/products require finish or numbered evidence."
421134,1,719497,Golduck [Aquatic Rescue | Super Splash],055,Golduck,,one_product,PROBABLE,"idMetacard is a Cardmarket grouping key, not a catalog card identity; duplicate names/products require finish or numbered evidence."
421135,1,719498,Mankey [Thrash],056,Mankey,,one_product,PROBABLE,"idMetacard is a Cardmarket grouping key, not a catalog card identity; duplicate names/products require finish or numbered evidence."
421136,1,719499,Primeape [Rant and Rave | Raging Smash],057,Primeape,,one_product,PROBABLE,"idMetacard is a Cardmarket grouping key, not a catalog card identity; duplicate names/products require finish or numbered evidence."
421137,1,719500,Growlithe [Vaporize],058,Growlithe,,one_product,PROBABLE,"idMetacard is a Cardmarket grouping key, not a catalog card identity; duplicate names/products require finish or numbered evidence."
421138,1,719501,Arcanine [Torrid Torrent | Dynamite Fang],059,Arcanine,,one_product,PROBABLE,"idMetacard is a Cardmarket grouping key, not a catalog card identity; duplicate names/products require finish or numbered evidence."
421139,1,719502,Poliwag [Bubble | 151],060,Poliwag,,one_product,PROBABLE,"idMetacard is a Cardmarket grouping key, not a catalog card identity; duplicate names/products require finish or numbered evidence."
421140,2,"719503,719629",Poliwhirl [Wave Splash | Frog Hop] || Poliwhirl [Wave Splash | Frog Hop],,,,multiple_products_unresolved,AMBIGUOUS,"idMetacard is a Cardmarket grouping key, not a catalog card identity; duplicate names/products require finish or numbered evidence."
421141,1,719504,Poliwrath [Bubble Beam | Heroic Punch],062,Poliwrath,,one_product,PROBABLE,"idMetacard is a Cardmarket grouping key, not a catalog card identity; duplicate names/products require finish or numbered evidence."
421142,1,719505,Abra [Psyshot],063,Abra,,one_product,PROBABLE,"idMetacard is a Cardmarket grouping key, not a catalog card identity; duplicate names/products require finish or numbered evidence."
421143,1,719506,Kadabra [Teleportation Attack],064,Kadabra,,one_product,PROBABLE,"idMetacard is a Cardmarket grouping key, not a catalog card identity; duplicate names/products require finish or numbered evidence."
421144,3,"719507,719643,719656",Alakazam ex [Mind Jack | Dimensional Hand] || Alakazam ex [Mind Jack | Dimensional Hand] || Alakazam ex [Mind Jack | Dimensional Hand],,,,multiple_products_unresolved,AMBIGUOUS,"idMetacard is a Cardmarket grouping key, not a catalog card identity; duplicate names/products require finish or numbered evidence."
421145,1,719508,Machop [Mountain Mashing | Punch],066,Machop,,one_product,PROBABLE,"idMetacard is a Cardmarket grouping key, not a catalog card identity; duplicate names/products require finish or numbered evidence."
421146,2,"719509,719630",Machoke [Mountain Ramming] || Machoke [Mountain Ramming],,,,multiple_products_unresolved,AMBIGUOUS,"idMetacard is a Cardmarket grouping key, not a catalog card identity; duplicate names/products require finish or numbered evidence."
421147,1,719510,Machamp [Guts | Mountain Chopping],068,Machamp,,one_product,PROBABLE,"idMetacard is a Cardmarket grouping key, not a catalog card identity; duplicate names/products require finish or numbered evidence."
421148,1,719511,Bellsprout [Cut | Bind Down],069,Bellsprout,,one_product,PROBABLE,"idMetacard is a Cardmarket grouping key, not a catalog card identity; duplicate names/products require finish or numbered evidence."
421149,1,719512,Weepinbell [Cut | Spray Fluid],070,Weepinbell,,one_product,PROBABLE,"idMetacard is a Cardmarket grouping key, not a catalog card identity; duplicate names/products require finish or numbered evidence."
421150,1,719513,Victreebel [Spit Up | Slow-Acting Acid],071,Victreebel,,one_product,PROBABLE,"idMetacard is a Cardmarket grouping key, not a catalog card identity; duplicate names/products require finish or numbered evidence."
421151,1,719514,Tentacool [Tingle | Watering],072,Tentacool,,one_product,PROBABLE,"idMetacard is a Cardmarket grouping key, not a catalog card identity; duplicate names/products require finish or numbered evidence."
421152,1,719515,Tentacruel [Poisonous Whip | Tentacular Panic],073,Tentacruel,,one_product,PROBABLE,"idMetacard is a Cardmarket grouping key, not a catalog card identity; duplicate names/products require finish or numbered evidence."
421153,1,719516,Geodude [Stiffen | Knuckle Punch],074,Geodude,,one_product,PROBABLE,"idMetacard is a Cardmarket grouping key, not a catalog card identity; duplicate names/products require finish or numbered evidence."
421154,1,719517,Graveler [Rock Cannon | Heavy Impact],075,Graveler,,one_product,PROBABLE,"idMetacard is a Cardmarket grouping key, not a catalog card identity; duplicate names/products require finish or numbered evidence."
421155,2,"719518,719644",Golem ex [Dynamic Roll | Rock Blaster] || Golem ex [Dynamic Roll | Rock Blaster],,,,multiple_products_unresolved,AMBIGUOUS,"idMetacard is a Cardmarket grouping key, not a catalog card identity; duplicate names/products require finish or numbered evidence."
421156,1,719519,Ponyta [Collect | Flop],077,Ponyta,,one_product,PROBABLE,"idMetacard is a Cardmarket grouping key, not a catalog card identity; duplicate names/products require finish or numbered evidence."
421157,1,719520,Rapidash [Singe | Mach Turn],078,Rapidash,,one_product,PROBABLE,"idMetacard is a Cardmarket grouping key, not a catalog card identity; duplicate names/products require finish or numbered evidence."
421158,1,719521,Slowpoke [Sea Bathing | Headbutt],079,Slowpoke,,one_product,PROBABLE,"idMetacard is a Cardmarket grouping key, not a catalog card identity; duplicate names/products require finish or numbered evidence."
421159,1,719522,Slowbro [Big Yawn | Laid-Back Tackle],080,Slowbro,,one_product,PROBABLE,"idMetacard is a Cardmarket grouping key, not a catalog card identity; duplicate names/products require finish or numbered evidence."
421160,1,719523,Magnemite [Tiny Charge | Big Explosion],081,Magnemite,,one_product,PROBABLE,"idMetacard is a Cardmarket grouping key, not a catalog card identity; duplicate names/products require finish or numbered evidence."
421161,1,719524,Magneton [Junk Magnet | Head Bolt],082,Magneton,,one_product,PROBABLE,"idMetacard is a Cardmarket grouping key, not a catalog card identity; duplicate names/products require finish or numbered evidence."
421162,1,719525,Farfetch'd [Package Deal | Leek Clobber],083,Farfetch’d,,one_product,PROBABLE,"idMetacard is a Cardmarket grouping key, not a catalog card identity; duplicate names/products require finish or numbered evidence."
421163,1,719526,Doduo [Reckless Charge],084,Doduo,,one_product,PROBABLE,"idMetacard is a Cardmarket grouping key, not a catalog card identity; duplicate names/products require finish or numbered evidence."
421164,1,719527,Dodrio [Zooming Draw | Ballistic Beak],085,Dodrio,,one_product,PROBABLE,"idMetacard is a Cardmarket grouping key, not a catalog card identity; duplicate names/products require finish or numbered evidence."
421165,1,719528,Seel [Chilly],086,Seel,,one_product,PROBABLE,"idMetacard is a Cardmarket grouping key, not a catalog card identity; duplicate names/products require finish or numbered evidence."
421166,1,719529,Dewgong [Dual Splash | Aurora Beam],087,Dewgong,,one_product,PROBABLE,"idMetacard is a Cardmarket grouping key, not a catalog card identity; duplicate names/products require finish or numbered evidence."
421167,1,719530,Grimer [Gummy Press],088,Grimer,,one_product,PROBABLE,"idMetacard is a Cardmarket grouping key, not a catalog card identity; duplicate names/products require finish or numbered evidence."
421168,1,719531,Muk [Sticky Jail | Sludge Bomb],089,Muk,,one_product,PROBABLE,"idMetacard is a Cardmarket grouping key, not a catalog card identity; duplicate names/products require finish or numbered evidence."
421169,1,719543,Shellder [Shell Press],090,Shellder,,one_product,PROBABLE,"idMetacard is a Cardmarket grouping key, not a catalog card identity; duplicate names/products require finish or numbered evidence."
421170,1,719544,Cloyster [Protect Charge],091,Cloyster,,one_product,PROBABLE,"idMetacard is a Cardmarket grouping key, not a catalog card identity; duplicate names/products require finish or numbered evidence."
421171,1,719545,Gastly [Suffocating Gas],092,Gastly,,one_product,PROBABLE,"idMetacard is a Cardmarket grouping key, not a catalog card identity; duplicate names/products require finish or numbered evidence."
421172,1,719546,Haunter [Spirit Return | Mumble],093,Haunter,,one_product,PROBABLE,"idMetacard is a Cardmarket grouping key, not a catalog card identity; duplicate names/products require finish or numbered evidence."
421173,1,719547,Gengar [Poltergeist | Hollow Dive],094,Gengar,,one_product,PROBABLE,"idMetacard is a Cardmarket grouping key, not a catalog card identity; duplicate names/products require finish or numbered evidence."
421174,1,719548,Onix [Thumpalanche | Heavy Impact],095,Onix,,one_product,PROBABLE,"idMetacard is a Cardmarket grouping key, not a catalog card identity; duplicate names/products require finish or numbered evidence."
421175,1,719549,Drowzee [Zen Headbutt],096,Drowzee,,one_product,PROBABLE,"idMetacard is a Cardmarket grouping key, not a catalog card identity; duplicate names/products require finish or numbered evidence."
421176,1,719550,Hypno [Here for Hypnosis | Super Psy Bolt],097,Hypno,,one_product,PROBABLE,"idMetacard is a Cardmarket grouping key, not a catalog card identity; duplicate names/products require finish or numbered evidence."
421177,1,719551,Krabby [Salt Water | Crabhammer],098,Krabby,,one_product,PROBABLE,"idMetacard is a Cardmarket grouping key, not a catalog card identity; duplicate names/products require finish or numbered evidence."
421178,1,719552,Kingler [Hammer Arm | Guillotine],099,Kingler,,one_product,PROBABLE,"idMetacard is a Cardmarket grouping key, not a catalog card identity; duplicate names/products require finish or numbered evidence."
421179,1,719553,Voltorb [Tumbling Attack],100,Voltorb,,one_product,PROBABLE,"idMetacard is a Cardmarket grouping key, not a catalog card identity; duplicate names/products require finish or numbered evidence."
421180,1,719554,Electrode [Bang Boom Chain | Electro Ball],101,Electrode,,one_product,PROBABLE,"idMetacard is a Cardmarket grouping key, not a catalog card identity; duplicate names/products require finish or numbered evidence."
421181,1,719555,Exeggcute [Ball Roll],102,Exeggcute,,one_product,PROBABLE,"idMetacard is a Cardmarket grouping key, not a catalog card identity; duplicate names/products require finish or numbered evidence."
421182,1,719556,Exeggutor [Psychic | Hammer In],103,Exeggutor,,one_product,PROBABLE,"idMetacard is a Cardmarket grouping key, not a catalog card identity; duplicate names/products require finish or numbered evidence."
421183,1,719557,Cubone [Cheering Bone | Hit Twice],104,Cubone,,one_product,PROBABLE,"idMetacard is a Cardmarket grouping key, not a catalog card identity; duplicate names/products require finish or numbered evidence."
421184,1,719558,Marowak [Bone Throw | Boundless Power],105,Marowak,,one_product,PROBABLE,"idMetacard is a Cardmarket grouping key, not a catalog card identity; duplicate names/products require finish or numbered evidence."
421185,1,719559,Hitmonlee [Twister Kick | Low Kick],106,Hitmonlee,,one_product,PROBABLE,"idMetacard is a Cardmarket grouping key, not a catalog card identity; duplicate names/products require finish or numbered evidence."
421186,1,719560,Hitmonchan [Counterattack | Excited Punch],107,Hitmonchan,,one_product,PROBABLE,"idMetacard is a Cardmarket grouping key, not a catalog card identity; duplicate names/products require finish or numbered evidence."
421187,1,719561,Lickitung [Tongue-Tied],108,Lickitung,,one_product,PROBABLE,"idMetacard is a Cardmarket grouping key, not a catalog card identity; duplicate names/products require finish or numbered evidence."
421188,1,719562,Koffing [Suspicious Gas],109,Koffing,,one_product,PROBABLE,"idMetacard is a Cardmarket grouping key, not a catalog card identity; duplicate names/products require finish or numbered evidence."
421189,1,719563,Weezing [Let's Have a Blast | Spinning Fumes],110,Weezing,,one_product,PROBABLE,"idMetacard is a Cardmarket grouping key, not a catalog card identity; duplicate names/products require finish or numbered evidence."
421190,1,719564,Rhyhorn [Push Down | Boulder Crush],111,Rhyhorn,,one_product,PROBABLE,"idMetacard is a Cardmarket grouping key, not a catalog card identity; duplicate names/products require finish or numbered evidence."
421191,1,719565,Rhydon [Wrack Down | Charismatic Drill],112,Rhydon,,one_product,PROBABLE,"idMetacard is a Cardmarket grouping key, not a catalog card identity; duplicate names/products require finish or numbered evidence."
421192,1,719566,Chansey [Lucky Bonus | Gentle Slap],113,Chansey,,one_product,PROBABLE,"idMetacard is a Cardmarket grouping key, not a catalog card identity; duplicate names/products require finish or numbered evidence."
421193,2,"719567,719631",Tangela [Tactful Tangling] || Tangela [Tactful Tangling],,,,multiple_products_unresolved,AMBIGUOUS,"idMetacard is a Cardmarket grouping key, not a catalog card identity; duplicate names/products require finish or numbered evidence."
421194,2,"719568,719645",Kangaskhan ex [Triple Draw | Incessant Punching] || Kangaskhan ex [Triple Draw | Incessant Punching],,,,multiple_products_unresolved,AMBIGUOUS,"idMetacard is a Cardmarket grouping key, not a catalog card identity; duplicate names/products require finish or numbered evidence."
421195,1,719569,Horsea [Rain Splash | Sharp Fin],116,Horsea,,one_product,PROBABLE,"idMetacard is a Cardmarket grouping key, not a catalog card identity; duplicate names/products require finish or numbered evidence."
421196,1,719570,Seadra [Blinding Ink],117,Seadra,,one_product,PROBABLE,"idMetacard is a Cardmarket grouping key, not a catalog card identity; duplicate names/products require finish or numbered evidence."
421197,1,719571,Goldeen [Triple Strike | Sprinkle Water],118,Goldeen,,one_product,PROBABLE,"idMetacard is a Cardmarket grouping key, not a catalog card identity; duplicate names/products require finish or numbered evidence."
421198,1,719572,Seaking [Swim Freely | Aqua Horn],119,Seaking,,one_product,PROBABLE,"idMetacard is a Cardmarket grouping key, not a catalog card identity; duplicate names/products require finish or numbered evidence."
421199,1,719573,Staryu [Swift],120,Staryu,,one_product,PROBABLE,"idMetacard is a Cardmarket grouping key, not a catalog card identity; duplicate names/products require finish or numbered evidence."
421200,1,719574,Starmie [Mysterious Comet | Speed Attack],121,Starmie,,one_product,PROBABLE,"idMetacard is a Cardmarket grouping key, not a catalog card identity; duplicate names/products require finish or numbered evidence."
421201,2,"719575,719632",Mr. Mime [Mimic Barrier | Psypower] || Mr. Mime [Mimic Barrier | Psypower],,,,multiple_products_unresolved,AMBIGUOUS,"idMetacard is a Cardmarket grouping key, not a catalog card identity; duplicate names/products require finish or numbered evidence."
421202,1,719576,Scyther [Helpful Slash | Slicing Blade],123,Scyther,,one_product,PROBABLE,"idMetacard is a Cardmarket grouping key, not a catalog card identity; duplicate names/products require finish or numbered evidence."
421203,2,"719577,719646",Jynx ex [Heart-Stopping Kiss | Icy Wind] || Jynx ex [Heart-Stopping Kiss | Icy Wind],,,,multiple_products_unresolved,AMBIGUOUS,"idMetacard is a Cardmarket grouping key, not a catalog card identity; duplicate names/products require finish or numbered evidence."
421204,1,719578,Electabuzz [Electro Combo | Light Punch],125,Electabuzz,,one_product,PROBABLE,"idMetacard is a Cardmarket grouping key, not a catalog card identity; duplicate names/products require finish or numbered evidence."
421205,1,719579,Magmar [Live Coal | Flare Combo],126,Magmar,,one_product,PROBABLE,"idMetacard is a Cardmarket grouping key, not a catalog card identity; duplicate names/products require finish or numbered evidence."
421206,1,719580,Pinsir [Vise Grip | Reckless Throw],127,Pinsir,,one_product,PROBABLE,"idMetacard is a Cardmarket grouping key, not a catalog card identity; duplicate names/products require finish or numbered evidence."
421207,1,719581,Tauros [Gather the Crew | Rage],128,Tauros,,one_product,PROBABLE,"idMetacard is a Cardmarket grouping key, not a catalog card identity; duplicate names/products require finish or numbered evidence."
421208,1,719582,Magikarp [Splashy Splash],129,Magikarp,,one_product,PROBABLE,"idMetacard is a Cardmarket grouping key, not a catalog card identity; duplicate names/products require finish or numbered evidence."
421209,1,719583,Gyarados [Untamed One | Hyper Beam],130,Gyarados,,one_product,PROBABLE,"idMetacard is a Cardmarket grouping key, not a catalog card identity; duplicate names/products require finish or numbered evidence."
421210,1,719584,Lapras [Hop on My Back | Aqua Edge],131,Lapras,,one_product,PROBABLE,"idMetacard is a Cardmarket grouping key, not a catalog card identity; duplicate names/products require finish or numbered evidence."
421211,1,719585,Ditto [Transformative Start | Splup],132,Ditto,,one_product,PROBABLE,"idMetacard is a Cardmarket grouping key, not a catalog card identity; duplicate names/products require finish or numbered evidence."
421212,1,719586,Eevee [Colorful Friends | Skip],133,Eevee,,one_product,PROBABLE,"idMetacard is a Cardmarket grouping key, not a catalog card identity; duplicate names/products require finish or numbered evidence."
421213,1,719587,Vaporeon [Spiral Drain | Fighting Whirlpool],134,Vaporeon,,one_product,PROBABLE,"idMetacard is a Cardmarket grouping key, not a catalog card identity; duplicate names/products require finish or numbered evidence."
421214,1,719588,Jolteon [Linear Attack | Fighting Lightning],135,Jolteon,,one_product,PROBABLE,"idMetacard is a Cardmarket grouping key, not a catalog card identity; duplicate names/products require finish or numbered evidence."
421215,1,719589,Flareon [Destructive Flame | Fighting Blaze],136,Flareon,,one_product,PROBABLE,"idMetacard is a Cardmarket grouping key, not a catalog card identity; duplicate names/products require finish or numbered evidence."
421216,1,719590,Porygon [Conversion 4],137,Porygon,,one_product,PROBABLE,"idMetacard is a Cardmarket grouping key, not a catalog card identity; duplicate names/products require finish or numbered evidence."
