local_printing_id,game,card_name,card_number,local_set_code,set_name,language,local_version,rarity,finish,treatment,canonical_id,canonical_identity,blueprint_id,cardtrader_ids,scryfall_id,stored_cardmarket_id,resolved_cardmarket_id,cardmarket_candidates,cardmarket_product_name,cardmarket_expansion_id,cardmarket_expansion,cardmarket_version,cardmarket_number,cardmarket_language_scope,low,trend,avg1,avg7,avg30,low_alt,trend_alt,avg1_alt,avg7_alt,avg30_alt,cardmarket_metric_used,current_price,current_currency,display_currency,current_source,current_source_product_id,current_confidence,current_timestamp,current_provenance,match_status,match_reason,identity_mismatch,currency_mismatch,metric_mismatch,price_difference,absolute_difference,percentage_difference,ratio,low_difference,low_percentage_difference,low_ratio,low_severity,low_vs_trend_difference,low_vs_trend_percentage,low_vs_trend_ratio,price_severity,primary_cause,secondary_tags,evidence,collection_quantity,collection_current_contribution,collection_cardmarket_contribution,collection_difference
572,magic,Art Series: Frodo Baggins,ART-47,ltr,The Lord of the Rings: Tales of Middle-earth,en,Gold-Stamped,,nonfoil,Art Series Gold-Stamped,,,,,,718580,,718580,Art Series: Frodo Baggins,5308,The Lord of the Rings: Tales of Middle-earth,,,mixed/unknown,0.2,0.58,1,0.78,0.62,,0,,,,Low,0.2,EUR,EUR,cardmarket,718580,high,2026-08-29T02:41:58+0200,"{""cardmarket_product_id"": 718580, ""history_id"": 305}",AMBIGUOUS,Cardmarket bulk data does not prove finish/treatment,false,false,false,,,,,,,,NO_COMPARISON,,,,NO_COMPARISON,ambiguous_identity,,"{""ambiguity_reasons"": [""unproven_treatment""], ""external_provenance"": [], ""scryfall_cardmarket_id"": null, ""stored_ids"": [718580], ""validated_stored_ids"": [718580]}",1,0.2,,
574,magic,"Art Series: Legolas, Counter of Kills",ART-17,ltr,The Lord of the Rings: Tales of Middle-earth,en,Art Series,,nonfoil,Art Series Gold-Stamped,,,,,,718582,,718582,"Art Series: Legolas, Counter of Kills",5308,The Lord of the Rings: Tales of Middle-earth,,,mixed/unknown,0.02,0.12,0.21,0.09,0.12,0.25,0,,,,Low,0.02,EUR,EUR,cardmarket,718582,high,2026-08-29T02:41:58+0200,"{""cardmarket_product_id"": 718582, ""history_id"": 306}",AMBIGUOUS,Cardmarket bulk data does not prove finish/treatment,false,false,false,,,,,,,,NO_COMPARISON,,,,NO_COMPARISON,ambiguous_identity,,"{""ambiguity_reasons"": [""unproven_treatment""], ""external_provenance"": [], ""scryfall_cardmarket_id"": null, ""stored_ids"": [718582], ""validated_stored_ids"": [718582]}",1,0.02,,
581,magic,Art Series: Saruman of Many Colors,ART-20,ltr,The Lord of the Rings: Tales of Middle-earth,en,Art Series,,nonfoil,Art Series Gold-Stamped,,,,,,718601,,718601,Art Series: Saruman of Many Colors,5308,The Lord of the Rings: Tales of Middle-earth,,,mixed/unknown,0.02,0.15,0.1,0.1,0.16,,0,,,,Low,0.02,EUR,EUR,cardmarket,718601,high,2026-08-29T02:41:58+0200,"{""cardmarket_product_id"": 718601, ""history_id"": 307}",AMBIGUOUS,Cardmarket bulk data does not prove finish/treatment,false,false,false,,,,,,,,NO_COMPARISON,,,,NO_COMPARISON,ambiguous_identity,,"{""ambiguity_reasons"": [""unproven_treatment""], ""external_provenance"": [], ""scryfall_cardmarket_id"": null, ""stored_ids"": [718601], ""validated_stored_ids"": [718601]}",1,0.02,,
582,magic,"Art Series: Sauron, the Dark Lord",ART-21,ltr,The Lord of the Rings: Tales of Middle-earth,en,Art Series,,nonfoil,Art Series Gold-Stamped,,,,,,718602,,718602,"Art Series: Sauron, the Dark Lord",5308,The Lord of the Rings: Tales of Middle-earth,,,mixed/unknown,0.02,0.19,0.13,0.14,0.23,,0,,,,Low,0.02,EUR,EUR,cardmarket,718602,high,2026-08-29T02:41:58+0200,"{""cardmarket_product_id"": 718602, ""history_id"": 308}",AMBIGUOUS,Cardmarket bulk data does not prove finish/treatment,false,false,false,,,,,,,,NO_COMPARISON,,,,NO_COMPARISON,ambiguous_identity,,"{""ambiguity_reasons"": [""unproven_treatment""], ""external_provenance"": [], ""scryfall_cardmarket_id"": null, ""stored_ids"": [718602], ""validated_stored_ids"": [718602]}",1,0.02,,
585,magic,"Art Series: Sharkey, Tyrant of the Shire",ART-22,ltr,The Lord of the Rings: Tales of Middle-earth,en,Art Series,,nonfoil,Art Series Gold-Stamped,,,,,,718605,,718605,"Art Series: Sharkey, Tyrant of the Shire",5308,The Lord of the Rings: Tales of Middle-earth,,,mixed/unknown,0.02,0.17,0.15,0.13,0.15,,0,,,,Low,0.02,EUR,EUR,cardmarket,718605,high,2026-08-29T02:41:58+0200,"{""cardmarket_product_id"": 718605, ""history_id"": 309}",AMBIGUOUS,Cardmarket bulk data does not prove finish/treatment,false,false,false,,,,,,,,NO_COMPARISON,,,,NO_COMPARISON,ambiguous_identity,,"{""ambiguity_reasons"": [""unproven_treatment""], ""external_provenance"": [], ""scryfall_cardmarket_id"": null, ""stored_ids"": [718605], ""validated_stored_ids"": [718605]}",1,0.02,,
586,magic,"Art Series: Shelob, Child of Ungoliant",ART-23,ltr,The Lord of the Rings: Tales of Middle-earth,en,Art Series,,nonfoil,Art Series Gold-Stamped,,,,,,718606,,718606,"Art Series: Shelob, Child of Ungoliant",5308,The Lord of the Rings: Tales of Middle-earth,,,mixed/unknown,0.02,0.14,0.15,0.12,0.14,,0,,,,Low,0.02,EUR,EUR,cardmarket,718606,high,2026-08-29T02:41:58+0200,"{""cardmarket_product_id"": 718606, ""history_id"": 310}",AMBIGUOUS,Cardmarket bulk data does not prove finish/treatment,false,false,false,,,,,,,,NO_COMPARISON,,,,NO_COMPARISON,ambiguous_identity,,"{""ambiguity_reasons"": [""unproven_treatment""], ""external_provenance"": [], ""scryfall_cardmarket_id"": null, ""stored_ids"": [718606], ""validated_stored_ids"": [718606]}",1,0.02,,
590,magic,"Art Series: Théoden, King of Rohan",ART-25,ltr,The Lord of the Rings: Tales of Middle-earth,en,Art Series,,nonfoil,Art Series Gold-Stamped,,,,,,718610,,718610,"Art Series: Théoden, King of Rohan",5308,The Lord of the Rings: Tales of Middle-earth,,,mixed/unknown,0.02,0.13,0.1,0.11,0.15,,0,,,,Low,0.02,EUR,EUR,cardmarket,718610,high,2026-08-29T02:41:58+0200,"{""cardmarket_product_id"": 718610, ""history_id"": 311}",AMBIGUOUS,Cardmarket bulk data does not prove finish/treatment,false,false,false,,,,,,,,NO_COMPARISON,,,,NO_COMPARISON,ambiguous_identity,,"{""ambiguity_reasons"": [""unproven_treatment""], ""external_provenance"": [], ""scryfall_cardmarket_id"": null, ""stored_ids"": [718610], ""validated_stored_ids"": [718610]}",1,0.02,,
593,magic,Art Series: Tom Bombadil,ART-26,ltr,The Lord of the Rings: Tales of Middle-earth,en,Art Series,,nonfoil,Art Series Gold-Stamped,,,,,,718613,,718613,Art Series: Tom Bombadil,5308,The Lord of the Rings: Tales of Middle-earth,,,mixed/unknown,0.02,0.13,0.15,0.11,0.12,,0,,,,Low,0.02,EUR,EUR,cardmarket,718613,high,2026-08-29T02:41:58+0200,"{""cardmarket_product_id"": 718613, ""history_id"": 312}",AMBIGUOUS,Cardmarket bulk data does not prove finish/treatment,false,false,false,,,,,,,,NO_COMPARISON,,,,NO_COMPARISON,ambiguous_identity,,"{""ambiguity_reasons"": [""unproven_treatment""], ""external_provenance"": [], ""scryfall_cardmarket_id"": null, ""stored_ids"": [718613], ""validated_stored_ids"": [718613]}",1,0.02,,
594,magic,Art Series: Uglúk of the White Hand,ART-27,ltr,The Lord of the Rings: Tales of Middle-earth,en,Art Series,,nonfoil,Art Series Gold-Stamped,,,,,,718614,,718614,Art Series: Uglúk of the White Hand,5308,The Lord of the Rings: Tales of Middle-earth,,,mixed/unknown,0.02,0.15,0.1,0.14,0.15,,0,,,,Low,0.02,EUR,EUR,cardmarket,718614,high,2026-08-29T02:41:58+0200,"{""cardmarket_product_id"": 718614, ""history_id"": 313}",AMBIGUOUS,Cardmarket bulk data does not prove finish/treatment,false,false,false,,,,,,,,NO_COMPARISON,,,,NO_COMPARISON,ambiguous_identity,,"{""ambiguity_reasons"": [""unproven_treatment""], ""external_provenance"": [], ""scryfall_cardmarket_id"": null, ""stored_ids"": [718614], ""validated_stored_ids"": [718614]}",1,0.02,,
601,magic,Art Series: Plains,ART-30,ltr,The Lord of the Rings: Tales of Middle-earth,en,Art Series,,nonfoil,Art Series Gold-Stamped,,,,,,718621,,718621,Art Series: Plains,5308,The Lord of the Rings: Tales of Middle-earth,,,mixed/unknown,0.02,0.12,0.15,0.13,0.13,,0,,,,Low,0.02,EUR,EUR,cardmarket,718621,high,2026-08-29T02:41:58+0200,"{""cardmarket_product_id"": 718621, ""history_id"": 314}",AMBIGUOUS,Cardmarket bulk data does not prove finish/treatment,false,false,false,,,,,,,,NO_COMPARISON,,,,NO_COMPARISON,ambiguous_identity,,"{""ambiguity_reasons"": [""unproven_treatment""], ""external_provenance"": [], ""scryfall_cardmarket_id"": null, ""stored_ids"": [718621], ""validated_stored_ids"": [718621]}",1,0.02,,
602,magic,Art Series: Mountain,ART-31,ltr,The Lord of the Rings: Tales of Middle-earth,en,Art Series,,nonfoil,Art Series Gold-Stamped,,,,,,718622,,718622,Art Series: Mountain,5308,The Lord of the Rings: Tales of Middle-earth,,,mixed/unknown,0.02,0.14,0.15,0.12,0.15,,0,,,,Low,0.02,EUR,EUR,cardmarket,718622,high,2026-08-29T02:41:58+0200,"{""cardmarket_product_id"": 718622, ""history_id"": 315}",AMBIGUOUS,Cardmarket bulk data does not prove finish/treatment,false,false,false,,,,,,,,NO_COMPARISON,,,,NO_COMPARISON,ambiguous_identity,,"{""ambiguity_reasons"": [""unproven_treatment""], ""external_provenance"": [], ""scryfall_cardmarket_id"": null, ""stored_ids"": [718622], ""validated_stored_ids"": [718622]}",1,0.02,,
605,magic,Art Series: Elanor Gardner,ART-32,ltr,The Lord of the Rings: Tales of Middle-earth,en,Art Series,,nonfoil,Art Series Gold-Stamped,,,,,,718625,,718625,Art Series: Elanor Gardner,5308,The Lord of the Rings: Tales of Middle-earth,,,mixed/unknown,0.02,0.11,0.1,0.1,0.15,,0,,,,Low,0.02,EUR,EUR,cardmarket,718625,high,2026-08-29T02:41:58+0200,"{""cardmarket_product_id"": 718625, ""history_id"": 316}",AMBIGUOUS,Cardmarket bulk data does not prove finish/treatment,false,false,false,,,,,,,,NO_COMPARISON,,,,NO_COMPARISON,ambiguous_identity,,"{""ambiguity_reasons"": [""unproven_treatment""], ""external_provenance"": [], ""scryfall_cardmarket_id"": null, ""stored_ids"": [718625], ""validated_stored_ids"": [718625]}",1,0.02,,
606,magic,"Art Series: Aragorn and Arwen, Wed",ART-33,ltr,The Lord of the Rings: Tales of Middle-earth,en,Art Series,,nonfoil,Art Series Gold-Stamped,,,,,,718626,,718626,"Art Series: Aragorn and Arwen, Wed",5308,The Lord of the Rings: Tales of Middle-earth,,,mixed/unknown,0.02,0.17,0.02,0.11,0.14,,0,,,,Low,0.02,EUR,EUR,cardmarket,718626,high,2026-08-29T02:41:58+0200,"{""cardmarket_product_id"": 718626, ""history_id"": 317}",AMBIGUOUS,Cardmarket bulk data does not prove finish/treatment,false,false,false,,,,,,,,NO_COMPARISON,,,,NO_COMPARISON,ambiguous_identity,,"{""ambiguity_reasons"": [""unproven_treatment""], ""external_provenance"": [], ""scryfall_cardmarket_id"": null, ""stored_ids"": [718626], ""validated_stored_ids"": [718626]}",1,0.02,,
614,magic,Art Series: Bilbo's Ring,ART-37,ltr,The Lord of the Rings: Tales of Middle-earth,en,Art Series,,nonfoil,Art Series Gold-Stamped,,,,,,718640,,718640,Art Series: Bilbo's Ring,5308,The Lord of the Rings: Tales of Middle-earth,,,mixed/unknown,0.02,0.13,0.15,0.12,0.13,,0,,,,Low,0.02,EUR,EUR,cardmarket,718640,high,2026-08-29T02:41:58+0200,"{""cardmarket_product_id"": 718640, ""history_id"": 318}",AMBIGUOUS,Cardmarket bulk data does not prove finish/treatment,false,false,false,,,,,,,,NO_COMPARISON,,,,NO_COMPARISON,ambiguous_identity,,"{""ambiguity_reasons"": [""unproven_treatment""], ""external_provenance"": [], ""scryfall_cardmarket_id"": null, ""stored_ids"": [718640], ""validated_stored_ids"": [718640]}",1,0.02,,
617,magic,"Art Series: Faramir, Field Commander",ART-38,ltr,The Lord of the Rings: Tales of Middle-earth,en,Art Series,,nonfoil,Art Series Gold-Stamped,,,,,,718643,,718643,"Art Series: Faramir, Field Commander",5308,The Lord of the Rings: Tales of Middle-earth,,,mixed/unknown,0.02,0.12,0.09,0.1,0.14,,0,,,,Low,0.02,EUR,EUR,cardmarket,718643,high,2026-08-29T02:41:58+0200,"{""cardmarket_product_id"": 718643, ""history_id"": 319}",AMBIGUOUS,Cardmarket bulk data does not prove finish/treatment,false,false,false,,,,,,,,NO_COMPARISON,,,,NO_COMPARISON,ambiguous_identity,,"{""ambiguity_reasons"": [""unproven_treatment""], ""external_provenance"": [], ""scryfall_cardmarket_id"": null, ""stored_ids"": [718643], ""validated_stored_ids"": [718643]}",1,0.02,,
620,magic,"Art Series: Elrond, Lord of Rivendell",ART-40,ltr,The Lord of the Rings: Tales of Middle-earth,en,Art Series,,nonfoil,Art Series Gold-Stamped,,,,,,718646,,718646,"Art Series: Elrond, Lord of Rivendell",5308,The Lord of the Rings: Tales of Middle-earth,,,mixed/unknown,0.02,0.18,0.15,0.09,0.18,,0,,,,Low,0.02,EUR,EUR,cardmarket,718646,high,2026-08-29T02:41:58+0200,"{""cardmarket_product_id"": 718646, ""history_id"": 320}",AMBIGUOUS,Cardmarket bulk data does not prove finish/treatment,false,false,false,,,,,,,,NO_COMPARISON,,,,NO_COMPARISON,ambiguous_identity,,"{""ambiguity_reasons"": [""unproven_treatment""], ""external_provenance"": [], ""scryfall_cardmarket_id"": null, ""stored_ids"": [718646], ""validated_stored_ids"": [718646]}",1,0.02,,
626,magic,Art Series: Witch-king of Angmar,ART-43,ltr,The Lord of the Rings: Tales of Middle-earth,en,Gold-Stamped,,nonfoil,Art Series Gold-Stamped,,,,,,718652,,718652,Art Series: Witch-king of Angmar,5308,The Lord of the Rings: Tales of Middle-earth,,,mixed/unknown,1.5,2.87,2.5,2.19,2.06,,0,,,,Low,1.5,EUR,EUR,cardmarket,718652,high,2026-08-29T02:41:58+0200,"{""cardmarket_product_id"": 718652, ""history_id"": 321}",AMBIGUOUS,Cardmarket bulk data does not prove finish/treatment,false,false,false,,,,,,,,NO_COMPARISON,,,,NO_COMPARISON,ambiguous_identity,,"{""ambiguity_reasons"": [""unproven_treatment""], ""external_provenance"": [], ""scryfall_cardmarket_id"": null, ""stored_ids"": [718652], ""validated_stored_ids"": [718652]}",1,1.5,,
636,magic,Art Series: Galadriel of Lothlórien,ART-48,ltr,The Lord of the Rings: Tales of Middle-earth,en,Art Series,,nonfoil,Art Series Gold-Stamped,,,,,,718662,,718662,Art Series: Galadriel of Lothlórien,5308,The Lord of the Rings: Tales of Middle-earth,,,mixed/unknown,0.02,0.13,0.35,0.17,0.15,,0,,,,Low,0.02,EUR,EUR,cardmarket,718662,high,2026-08-29T02:41:58+0200,"{""cardmarket_product_id"": 718662, ""history_id"": 322}",AMBIGUOUS,Cardmarket bulk data does not prove finish/treatment,false,false,false,,,,,,,,NO_COMPARISON,,,,NO_COMPARISON,ambiguous_identity,,"{""ambiguity_reasons"": [""unproven_treatment""], ""external_provenance"": [], ""scryfall_cardmarket_id"": null, ""stored_ids"": [718662], ""validated_stored_ids"": [718662]}",1,0.02,,
640,magic,"Art Series: Merry, Esquire of Rohan",ART-50,ltr,The Lord of the Rings: Tales of Middle-earth,en,Art Series,,nonfoil,Art Series Gold-Stamped,,,,,,718666,,718666,"Art Series: Merry, Esquire of Rohan",5308,The Lord of the Rings: Tales of Middle-earth,,,mixed/unknown,0.02,0.13,0.05,0.09,0.15,,0,,,,Low,0.02,EUR,EUR,cardmarket,718666,high,2026-08-29T02:41:58+0200,"{""cardmarket_product_id"": 718666, ""history_id"": 323}",AMBIGUOUS,Cardmarket bulk data does not prove finish/treatment,false,false,false,,,,,,,,NO_COMPARISON,,,,NO_COMPARISON,ambiguous_identity,,"{""ambiguity_reasons"": [""unproven_treatment""], ""external_provenance"": [], ""scryfall_cardmarket_id"": null, ""stored_ids"": [718666], ""validated_stored_ids"": [718666]}",1,0.02,,
643,magic,"Art Series: Pippin, Guard of the Citadel",ART-51,ltr,The Lord of the Rings: Tales of Middle-earth,en,Art Series,,nonfoil,Art Series Gold-Stamped,,,,,,718669,,718669,"Art Series: Pippin, Guard of the Citadel",5308,The Lord of the Rings: Tales of Middle-earth,,,mixed/unknown,0.02,0.14,0.1,0.08,0.15,,0,,,,Low,0.02,EUR,EUR,cardmarket,718669,high,2026-08-29T02:41:58+0200,"{""cardmarket_product_id"": 718669, ""history_id"": 324}",AMBIGUOUS,Cardmarket bulk data does not prove finish/treatment,false,false,false,,,,,,,,NO_COMPARISON,,,,NO_COMPARISON,ambiguous_identity,,"{""ambiguity_reasons"": [""unproven_treatment""], ""external_provenance"": [], ""scryfall_cardmarket_id"": null, ""stored_ids"": [718669], ""validated_stored_ids"": [718669]}",1,0.02,,
645,magic,Art Series: Samwise Gamgee,ART-19,ltr,The Lord of the Rings: Tales of Middle-earth,en,Gold-Stamped,,nonfoil,Art Series Gold-Stamped,,,,,,718671,,718671,Art Series: Samwise Gamgee,5308,The Lord of the Rings: Tales of Middle-earth,,,mixed/unknown,0.02,0.02,0.98,1.01,1.29,,0,,,,Low,0.02,EUR,EUR,cardmarket,718671,high,2026-08-29T02:41:58+0200,"{""cardmarket_product_id"": 718671, ""history_id"": 325}",AMBIGUOUS,Cardmarket bulk data does not prove finish/treatment,false,false,false,,,,,,,,NO_COMPARISON,,,,NO_COMPARISON,ambiguous_identity,,"{""ambiguity_reasons"": [""unproven_treatment""], ""external_provenance"": [], ""scryfall_cardmarket_id"": null, ""stored_ids"": [718671], ""validated_stored_ids"": [718671]}",1,0.02,,
