local_printing_id,game,card_name,card_number,local_set_code,set_name,language,local_version,rarity,finish,treatment,canonical_id,canonical_identity,blueprint_id,cardtrader_ids,scryfall_id,stored_cardmarket_id,resolved_cardmarket_id,cardmarket_candidates,cardmarket_product_name,cardmarket_expansion_id,cardmarket_expansion,cardmarket_version,cardmarket_number,cardmarket_language_scope,low,trend,avg1,avg7,avg30,low_alt,trend_alt,avg1_alt,avg7_alt,avg30_alt,cardmarket_metric_used,current_price,current_currency,display_currency,current_source,current_source_product_id,current_confidence,current_timestamp,current_provenance,match_status,match_reason,identity_mismatch,currency_mismatch,metric_mismatch,price_difference,absolute_difference,percentage_difference,ratio,low_difference,low_percentage_difference,low_ratio,low_severity,low_vs_trend_difference,low_vs_trend_percentage,low_vs_trend_ratio,price_severity,primary_cause,secondary_tags,evidence,collection_quantity,collection_current_contribution,collection_cardmarket_contribution,collection_difference
922,one_piece,Tony Tony.Chopper,ST01-006,st01,ST-01: Starter Deck: Straw Hat Crew,en,Super Pre-Release Stamp,,,,694,one_piece:ST01-006,244883,244883,,690975,,690975,Tony Tony.Chopper (ST01-006),5237,,,ST01-006,mixed/unknown,20,22.12,22,26.24,31.16,,0,,,,Low,38.51,EUR,EUR,cardtrader,244883,high,2026-08-29T12:19:30.162830+00:00,"""{\""cardmarket_exact_candidates\"": [], \""snapshot_fingerprint\"": \""389428ce8905fd4186c33c30bb69d0aaf825a78eb8f09102dfb8f1e5f06f208a\""}""",AMBIGUOUS,Cardmarket product language/version is not provably exact,false,false,false,,,,,,,,NO_COMPARISON,,,,NO_COMPARISON,ambiguous_identity,,"{""external_provenance"": [{""exact_language"": false, ""id"": 690975, ""metadata"": {""allowed_languages"": [""en"", ""jp"", ""zh-CN"", ""kr"", ""fr""]}, ""scope"": ""mixed""}], ""scryfall_cardmarket_id"": null, ""stored_ids"": [690975], ""validated_stored_ids"": [690975]}",,,,
923,one_piece,Tony Tony.Chopper,ST01-006,st01,ST-01: Starter Deck: Straw Hat Crew,en,Base,,,,694,one_piece:ST01-006,244882,244882,,690976,,690976,Tony Tony.Chopper (ST01-006),5237,,,ST01-006,mixed/unknown,0.02,0.12,0.04,0.11,0.13,,0,,,,Low,0.11,EUR,EUR,cardtrader,244882,high,2026-08-29T12:19:30.162830+00:00,"""{\""cardmarket_exact_candidates\"": [], \""snapshot_fingerprint\"": \""2226756cd28e10a6322c96454d468aab87ae9c16fb6d872a77b639eaf7d5aaf1\""}""",AMBIGUOUS,Cardmarket product language/version is not provably exact,false,false,false,,,,,,,,NO_COMPARISON,,,,NO_COMPARISON,ambiguous_identity,,"{""external_provenance"": [{""exact_language"": false, ""id"": 690976, ""metadata"": {""allowed_languages"": [""en"", ""jp"", ""zh-CN"", ""kr"", ""fr""]}, ""scope"": ""mixed""}], ""scryfall_cardmarket_id"": null, ""stored_ids"": [690976], ""validated_stored_ids"": [690976]}",,,,
925,one_piece,Nami,ST01-007,st01,ST-01: Starter Deck: Straw Hat Crew,en,Super Pre-Release Stamp,,,,774,one_piece:ST01-007,244885,244885,,690978,,690978,Nami (ST01-007),5237,,,ST01-007,mixed/unknown,20,26.54,25,27.13,29.89,,0,,,,Low,79.64,EUR,EUR,cardtrader,244885,medium,2026-08-29T12:19:30.162830+00:00,"""{\""cardmarket_exact_candidates\"": [], \""snapshot_fingerprint\"": \""68ba3405082a47980d973c4e7469a4610c5df2aa855c3afe26a72e625a58a978\""}""",AMBIGUOUS,Cardmarket product language/version is not provably exact,false,false,false,,,,,,,,NO_COMPARISON,,,,NO_COMPARISON,ambiguous_identity,,"{""external_provenance"": [{""exact_language"": false, ""id"": 690978, ""metadata"": {""allowed_languages"": [""en"", ""jp"", ""zh-CN"", ""kr"", ""fr""]}, ""scope"": ""mixed""}], ""scryfall_cardmarket_id"": null, ""stored_ids"": [690978], ""validated_stored_ids"": [690978]}",,,,
926,one_piece,Nico Robin,ST01-008,st01,ST-01: Starter Deck: Straw Hat Crew,en,Super Pre-Release Stamp,,,,691,one_piece:ST01-008,244887,244887,,690979,,690979,Nico Robin (ST01-008),5237,,,ST01-008,mixed/unknown,10,10.6,10,11.75,16.62,,0,,,,Low,22.4,EUR,EUR,cardtrader,244887,high,2026-08-29T12:19:30.162830+00:00,"""{\""cardmarket_exact_candidates\"": [], \""snapshot_fingerprint\"": \""812e796af6a9c78108920d0a1f15dc53a317d0cd24ef61219974e951fc30090b\""}""",AMBIGUOUS,Cardmarket product language/version is not provably exact,false,false,false,,,,,,,,NO_COMPARISON,,,,NO_COMPARISON,ambiguous_identity,,"{""external_provenance"": [{""exact_language"": false, ""id"": 690979, ""metadata"": {""allowed_languages"": [""en"", ""jp"", ""zh-CN"", ""kr"", ""fr""]}, ""scope"": ""mixed""}], ""scryfall_cardmarket_id"": null, ""stored_ids"": [690979], ""validated_stored_ids"": [690979]}",,,,
927,one_piece,Nico Robin,ST01-008,st01,ST-01: Starter Deck: Straw Hat Crew,en,Base,,,,691,one_piece:ST01-008,244886,244886,,690980,,690980,Nico Robin (ST01-008),5237,,,ST01-008,mixed/unknown,0.02,0.11,0.05,0.11,0.09,,0,,,,Low,0.11,EUR,EUR,cardtrader,244886,high,2026-08-29T12:19:30.162830+00:00,"""{\""cardmarket_exact_candidates\"": [], \""snapshot_fingerprint\"": \""f78bf5b2e117e727d68227023a1e485e2c8d537a4185d21b335789dd98f70b8c\""}""",AMBIGUOUS,Cardmarket product language/version is not provably exact,false,false,false,,,,,,,,NO_COMPARISON,,,,NO_COMPARISON,ambiguous_identity,,"{""external_provenance"": [{""exact_language"": false, ""id"": 690980, ""metadata"": {""allowed_languages"": [""en"", ""jp"", ""zh-CN"", ""kr"", ""fr""]}, ""scope"": ""mixed""}], ""scryfall_cardmarket_id"": null, ""stored_ids"": [690980], ""validated_stored_ids"": [690980]}",,,,
928,one_piece,Nefeltari Vivi,ST01-009,st01,ST-01: Starter Deck: Straw Hat Crew,en,Base,,,,1210,one_piece:ST01-009,244897,244897,,690981,,690981,Nefeltari Vivi (ST01-009),5237,,,ST01-009,mixed/unknown,0.02,0.12,0.14,0.08,0.09,,0,,,,Low,0.11,EUR,EUR,cardtrader,244897,high,2026-08-29T12:19:30.162830+00:00,"""{\""cardmarket_exact_candidates\"": [], \""snapshot_fingerprint\"": \""87a90e7f60f5f4e52b9ec694653fc650565738d12aa27b0d4d858b725cdf1270\""}""",AMBIGUOUS,Cardmarket product language/version is not provably exact,false,false,false,,,,,,,,NO_COMPARISON,,,,NO_COMPARISON,ambiguous_identity,,"{""external_provenance"": [{""exact_language"": false, ""id"": 690981, ""metadata"": {""allowed_languages"": [""en"", ""jp"", ""zh-CN"", ""kr"", ""fr""]}, ""scope"": ""mixed""}], ""scryfall_cardmarket_id"": null, ""stored_ids"": [690981], ""validated_stored_ids"": [690981]}",,,,
929,one_piece,Nefeltari Vivi,ST01-009,st01,ST-01: Starter Deck: Straw Hat Crew,en,Super Pre-Release Stamp,,,,1210,one_piece:ST01-009,244898,244898,,690982,,690982,Nefeltari Vivi (ST01-009),5237,,,ST01-009,mixed/unknown,5.5,6.91,7.18,7.23,8.25,,0,,,,Low,15.21,EUR,EUR,cardtrader,244898,high,2026-08-29T12:19:30.162830+00:00,"""{\""cardmarket_exact_candidates\"": [], \""snapshot_fingerprint\"": \""b46d8d6daf07d134f1076be40145df2058531a2ffa356e5ccb9817f121b8a4a0\""}""",AMBIGUOUS,Cardmarket product language/version is not provably exact,false,false,false,,,,,,,,NO_COMPARISON,,,,NO_COMPARISON,ambiguous_identity,,"{""external_provenance"": [{""exact_language"": false, ""id"": 690982, ""metadata"": {""allowed_languages"": [""en"", ""jp"", ""zh-CN"", ""kr"", ""fr""]}, ""scope"": ""mixed""}], ""scryfall_cardmarket_id"": null, ""stored_ids"": [690982], ""validated_stored_ids"": [690982]}",,,,
930,one_piece,Franky,ST01-010,st01,ST-01: Starter Deck: Straw Hat Crew,en,Super Pre-Release Stamp,,,,1022,one_piece:ST01-010,244901,244901,,690983,,690983,Franky (ST01-010),5237,,,ST01-010,mixed/unknown,0.99,3.5,4,3.75,3.92,,0,,,,Low,5.09,EUR,EUR,cardtrader,244901,high,2026-08-28T15:00:15.994637+00:00,"""{\""cardmarket_exact_candidates\"": [], \""snapshot_fingerprint\"": \""b0f14fa8fff724c7f991b31b218d9d678cfb1c4944c6b0a9a903248d7e5bf6e0\""}""",AMBIGUOUS,Cardmarket product language/version is not provably exact,false,false,false,,,,,,,,NO_COMPARISON,,,,NO_COMPARISON,ambiguous_identity,,"{""external_provenance"": [{""exact_language"": false, ""id"": 690983, ""metadata"": {""allowed_languages"": [""en"", ""jp"", ""zh-CN"", ""kr"", ""fr""]}, ""scope"": ""mixed""}], ""scryfall_cardmarket_id"": null, ""stored_ids"": [690983], ""validated_stored_ids"": [690983]}",,,,
931,one_piece,Franky,ST01-010,st01,ST-01: Starter Deck: Straw Hat Crew,en,Base,,,,1022,one_piece:ST01-010,244904,244904,,690984,,690984,Franky (ST01-010),5237,,,ST01-010,mixed/unknown,0.02,0.1,0.09,0.08,0.07,,0,,,,Low,0.11,EUR,EUR,cardtrader,244904,high,2026-08-29T12:19:30.162830+00:00,"""{\""cardmarket_exact_candidates\"": [], \""snapshot_fingerprint\"": \""eefac31b49d3df4f576838e39a44bc59bb9040c1856e59c7f6091b3b94d8450a\""}""",AMBIGUOUS,Cardmarket product language/version is not provably exact,false,false,false,,,,,,,,NO_COMPARISON,,,,NO_COMPARISON,ambiguous_identity,,"{""external_provenance"": [{""exact_language"": false, ""id"": 690984, ""metadata"": {""allowed_languages"": [""en"", ""jp"", ""zh-CN"", ""kr"", ""fr""]}, ""scope"": ""mixed""}], ""scryfall_cardmarket_id"": null, ""stored_ids"": [690984], ""validated_stored_ids"": [690984]}",,,,
932,one_piece,Brook,ST01-011,st01,ST-01: Starter Deck: Straw Hat Crew,en,Base,,,,1038,one_piece:ST01-011,245224,245224,,690985,,690985,Brook (ST01-011),5237,,,ST01-011,mixed/unknown,0.02,0.4,0.58,0.4,0.32,,0,,,,Low,0.19,EUR,EUR,cardtrader,245224,high,2026-08-29T12:19:30.162830+00:00,"""{\""cardmarket_exact_candidates\"": [], \""snapshot_fingerprint\"": \""3db012d6305da172df9454d1adc7f862668bb897da067bb5de9f7de73d66c6e4\""}""",AMBIGUOUS,Cardmarket product language/version is not provably exact,false,false,false,,,,,,,,NO_COMPARISON,,,,NO_COMPARISON,ambiguous_identity,,"{""external_provenance"": [{""exact_language"": false, ""id"": 690985, ""metadata"": {""allowed_languages"": [""en"", ""jp"", ""zh-CN"", ""kr"", ""fr""]}, ""scope"": ""mixed""}], ""scryfall_cardmarket_id"": null, ""stored_ids"": [690985], ""validated_stored_ids"": [690985]}",,,,
933,one_piece,Brook,ST01-011,st01,ST-01: Starter Deck: Straw Hat Crew,en,Super Pre-Release Stamp,,,,1038,one_piece:ST01-011,245225,245225,,690987,,690987,Brook (ST01-011),5237,,,ST01-011,mixed/unknown,8,16.22,7,13.98,9.58,,0,,,,Low,25.37,EUR,EUR,cardtrader,245225,medium,2026-08-28T15:00:15.994637+00:00,"""{\""cardmarket_exact_candidates\"": [], \""snapshot_fingerprint\"": \""85631ba5a8ea9b98c77c6db66aed666b170fcc917f5c09f4f340f7632cb37efd\""}""",AMBIGUOUS,Cardmarket product language/version is not provably exact,false,false,false,,,,,,,,NO_COMPARISON,,,,NO_COMPARISON,ambiguous_identity,,"{""external_provenance"": [{""exact_language"": false, ""id"": 690987, ""metadata"": {""allowed_languages"": [""en"", ""jp"", ""zh-CN"", ""kr"", ""fr""]}, ""scope"": ""mixed""}], ""scryfall_cardmarket_id"": null, ""stored_ids"": [690987], ""validated_stored_ids"": [690987]}",,,,
934,one_piece,Monkey.D.Luffy,ST01-012,st01,ST-01: Starter Deck: Straw Hat Crew,en,Super Pre-Release Stamp,,,,848,one_piece:ST01-012,245227,245227,,690989,,690989,Monkey.D.Luffy (ST01-012),5237,,,ST01-012,mixed/unknown,95,176.76,140,132.9,176.62,,0,,,,Low,205.63,EUR,EUR,cardtrader,245227,medium,2026-08-29T12:19:30.162830+00:00,"""{\""cardmarket_exact_candidates\"": [], \""snapshot_fingerprint\"": \""0fb25c1a867636c10aec97e247843a83c6d1100f020f5ffc9a3f3af18fec2755\""}""",AMBIGUOUS,Cardmarket product language/version is not provably exact,false,false,false,,,,,,,,NO_COMPARISON,,,,NO_COMPARISON,ambiguous_identity,,"{""external_provenance"": [{""exact_language"": false, ""id"": 690989, ""metadata"": {""allowed_languages"": [""en"", ""jp"", ""zh-CN"", ""kr"", ""fr""]}, ""scope"": ""mixed""}], ""scryfall_cardmarket_id"": null, ""stored_ids"": [690989], ""validated_stored_ids"": [690989]}",,,,
935,one_piece,Monkey.D.Luffy,ST01-012,st01,ST-01: Starter Deck: Straw Hat Crew,en,Base,,,,848,one_piece:ST01-012,245226,245226,,690990,,690990,Monkey.D.Luffy (ST01-012),5237,,,ST01-012,mixed/unknown,1.95,3.38,2.66,2.98,2.6,,0,,,,Low,6.13,EUR,EUR,cardtrader,245226,high,2026-08-29T12:19:30.162830+00:00,"""{\""cardmarket_exact_candidates\"": [], \""snapshot_fingerprint\"": \""1b3a99f414ef1c5df6bdda10b5923976c10e31805c56e6430636db3333f78b51\""}""",AMBIGUOUS,Cardmarket product language/version is not provably exact,false,false,false,,,,,,,,NO_COMPARISON,,,,NO_COMPARISON,ambiguous_identity,,"{""external_provenance"": [{""exact_language"": false, ""id"": 690990, ""metadata"": {""allowed_languages"": [""en"", ""jp"", ""zh-CN"", ""kr"", ""fr""]}, ""scope"": ""mixed""}], ""scryfall_cardmarket_id"": null, ""stored_ids"": [690990], ""validated_stored_ids"": [690990]}",,,,
936,one_piece,Roronoa Zoro,ST01-013,st01,ST-01: Starter Deck: Straw Hat Crew,en,Base,,,,692,one_piece:ST01-013,245229,245229,,690993,,690993,Roronoa Zoro (ST01-013),5237,,,ST01-013,mixed/unknown,0.2,0.86,0.7,0.84,0.84,,0,,,,Low,3.0,EUR,EUR,cardtrader,245229,high,2026-08-29T12:19:30.162830+00:00,"""{\""cardmarket_exact_candidates\"": [], \""snapshot_fingerprint\"": \""58dcdbda4916e89134a51e0736ded9af622c00fdab70e05302c457801d947efe\""}""",AMBIGUOUS,Cardmarket product language/version is not provably exact,false,false,false,,,,,,,,NO_COMPARISON,,,,NO_COMPARISON,ambiguous_identity,,"{""external_provenance"": [{""exact_language"": false, ""id"": 690993, ""metadata"": {""allowed_languages"": [""en"", ""jp"", ""zh-CN"", ""kr"", ""fr""]}, ""scope"": ""mixed""}], ""scryfall_cardmarket_id"": null, ""stored_ids"": [690993], ""validated_stored_ids"": [690993]}",,,,
937,one_piece,Roronoa Zoro,ST01-013,st01,ST-01: Starter Deck: Straw Hat Crew,en,Super Pre-Release Stamp,,,,692,one_piece:ST01-013,245230,245230,,690994,,690994,Roronoa Zoro (ST01-013),5237,,,ST01-013,mixed/unknown,80,155.15,80,135.47,98.02,,0,,,,Low,179.18,EUR,EUR,cardtrader,245230,high,2026-08-29T12:19:30.162830+00:00,"""{\""cardmarket_exact_candidates\"": [], \""snapshot_fingerprint\"": \""a148b0cbc7c0f74d6a6fdbd24f16998cabe482fae1df6a5ac7bd2f7ab6d23b07\""}""",AMBIGUOUS,Cardmarket product language/version is not provably exact,false,false,false,,,,,,,,NO_COMPARISON,,,,NO_COMPARISON,ambiguous_identity,,"{""external_provenance"": [{""exact_language"": false, ""id"": 690994, ""metadata"": {""allowed_languages"": [""en"", ""jp"", ""zh-CN"", ""kr"", ""fr""]}, ""scope"": ""mixed""}], ""scryfall_cardmarket_id"": null, ""stored_ids"": [690994], ""validated_stored_ids"": [690994]}",,,,
938,one_piece,Guard Point,ST01-014,st01,ST-01: Starter Deck: Straw Hat Crew,en,Super Pre-Release Stamp,,,,1220,one_piece:ST01-014,245232,245232,,691004,,691004,Guard Point (ST01-014),5237,,,ST01-014,mixed/unknown,0.95,2.59,3.5,1.94,1.65,,0,,,,Low,8.15,EUR,EUR,cardtrader,245232,high,2026-08-29T12:19:30.162830+00:00,"""{\""cardmarket_exact_candidates\"": [], \""snapshot_fingerprint\"": \""f8ceced3847643283258e23e7b2c83c44878ef0ce8ea3f3c5e37618495c2aef4\""}""",AMBIGUOUS,Cardmarket product language/version is not provably exact,false,false,false,,,,,,,,NO_COMPARISON,,,,NO_COMPARISON,ambiguous_identity,,"{""external_provenance"": [{""exact_language"": false, ""id"": 691004, ""metadata"": {""allowed_languages"": [""en"", ""jp"", ""zh-CN"", ""kr"", ""fr""]}, ""scope"": ""mixed""}], ""scryfall_cardmarket_id"": null, ""stored_ids"": [691004], ""validated_stored_ids"": [691004]}",,,,
